task,seed,teacher,teacher_to_tcad_rmse,teacher_to_tcad_r2,teacher_to_tcad_p95_abs_error,teacher_to_tcad_max_abs_error,checkpoint,checkpoint_sha256,scaler_mean_max_relative_delta,parameter_count,train_time_s,frozen_test_prediction,replay_status,replay_max_abs_error,replay_rmse,replay_tolerance,test_rows
AC_Response,43,bkan_parameter_mean,0.057220448561481466,0.9994480567357735,0.15437256667994026,0.3000687612576387,<REPO_ROOT>/artifacts\results\uq_repeated_grouped\seed_43\AC-response-bayes-results\model_checkpoint.pt,00c68c25e61f53984dde72b257af36603410e8ea0898f0965e9d061fd5d6c597,5.812431418669051e-09,809,,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_43\AC_Response\bkan\test_predictions.csv,reference_difference_only,0.03323416535644519,0.007969842165877967,6.876385000000001e-05,448
AC_Response,43,dkan,0.09406492536796458,0.9985084172497616,0.22966553660377861,0.4230925175661018,,,,809,2.457694199983962,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_43\AC_Response\dkan\test_predictions.csv,pass,9.5367431640625e-07,2.2780473268748251e-07,6.860983848571778e-05,448
AC_Response,43,mlp_l,0.17544571173853568,0.9948110744812413,0.3485884299997941,0.4451727488047501,,,,2369,0.37827879999531433,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_43\AC_Response\mlp_l\test_predictions.csv,pass,8.881784197001252e-16,1.0519510339884147e-16,6.876957893371583e-05,448
