task,model,mae_log,rmse_log,mae_linear,mae_model_space,rmse_model_space,r2_model_space,picp_95,mpiw_log,mean_std_log,raw_picp_95,calibrated_picp_95,raw_mpiw_log,calibrated_mpiw_log,raw_gaussian_nll_model_space,calibrated_gaussian_nll_model_space,raw_interval_score_95,calibrated_interval_score_95,raw_curve_coverage_95,calibrated_curve_coverage_95,mpiw_model_space,mean_std_model_space,calibration_z,calibration_raw_quantile,calibration_std_scale_vs_normal,calibration_unit,calibration_score_count,derivative_mae_model_space,derivative_rmse_model_space,inference_method,comparison_eligible,comparison_status,hmc_acceptance_rate,train_curve_count,validation_curve_count,calibration_curve_count,test_curve_count,train_samples,validation_samples,calibration_samples,test_samples,train_fraction,validation_fraction,calibration_fraction,test_fraction,split_seed
I_dark,bayesian_kan_vi,0.0027731435630774,0.0035538954422522,1.938863928656309e-09,0.0027731435630774,0.0035538954422522,0.9995379698948784,100.0,0.07795136128521837,0.01988555134827,100.0,100.0,0.0779513612852185,0.07795136128521837,-3.0139073255270614,-3.0139073529780913,0.0779513612852185,0.07795136128521837,100.0,100.0,0.07795136128521837,0.01988555134827,1.96,1.5869556234135185,1.0,curve,24.0,0.0182038991762552,0.0455543419261155,vi,True,eligible,,104,16,24,16,1560,240,360,240,0.65,0.1,0.15,0.1,50
I_photo,bayesian_kan_vi,0.0050992929802476,0.0063329646036043,5.7956002680158045e-06,0.0050992929802476,0.0063329646036043,0.9225313491441536,100.0,0.07868044106927685,0.0200715410891012,100.0,100.0,0.078680441069277,0.07868044106927685,-2.939802731659684,-2.9398027416431933,0.078680441069277,0.07868044106927685,100.0,100.0,0.07868044106927685,0.0200715410891012,1.96,0.4655046604572901,1.0,curve,24.0,0.0029412846685546,0.0067302730951679,vi,True,eligible,,104,16,24,16,1664,256,384,256,0.65,0.1,0.15,0.1,50
AC_Response,bayesian_kan_vi,0.0320805396864004,0.0573756101666847,0.0320804084985459,0.0320805396864004,0.0573756101666847,0.999439431923002,100.0,0.5440610578094118,0.1387910861758704,100.0,100.0,0.5440610578094122,0.5440610578094118,-1.1482504585827151,-1.1482504647295464,0.5440610578094122,0.5440610578094118,100.0,100.0,0.5440610578094118,0.1387910861758704,1.96,0.9049158835552265,1.0,curve,24.0,,,vi,True,eligible,,104,16,24,16,2912,448,672,448,0.65,0.1,0.15,0.1,50
