test_rmse,test_mae,test_r2,active_symbolic_terms,selected_symbolic_weight,y_scale,pure_symbolic_student,kan_contribution_at_inference,bayesian_distill_weight,teacher_rmse,teacher_mae,teacher_r2,pure_symbolic_formula_path,pure_symbolic_exported_terms,pure_symbolic_export_rmse,pure_symbolic_export_max_abs_error
0.004863534093823667,0.00391905634431999,0.9533537174096973,72.0,1.0,3.3712586758532748,True,0.0,1.0,0.004077285710647622,0.0031220996752381325,0.962465944672144,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\posterior_formula_ensemble\formulas\I_photo\draw_01_seed_26001\photo_current_symbolic_gated_kan\pure_symbolic_formula.txt,72.0,2.2174871423280606e-07,6.802189158605643e-07
