task,method,split,axis,reference_derivative,prediction_derivative,derivative_std,source,abs_derivative_error
I_dark,bayesian_kan_vi,test,-2.2,-0.0632730475547909,-0.06619365859972816,0.014070228094519193,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.002920611044937252
I_dark,bayesian_kan_vi,test,-2.6,-0.04840131884625265,-0.047360915160837756,0.012629467391854192,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0010404036854148938
I_dark,bayesian_kan_vi,test,-2.0,-0.07175212395984687,-0.07110580174076536,0.010226326510323593,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0006463222190815077
I_dark,bayesian_kan_vi,test,-3.0,-0.04187520990610594,-0.0277307106643615,0.04277861645320638,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.014144499241744438
I_dark,bayesian_kan_vi,test,-2.4000000000000004,-0.05372255062546749,-0.0516040739369793,0.009514212307993417,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.002118476688488191
I_dark,bayesian_kan_vi,test,-1.6,-0.10154563902532487,-0.09987747846032304,0.010434873731754578,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0016681605650018388
I_dark,bayesian_kan_vi,test,-0.6000000000000001,-0.29448118715733784,-0.2693739626967186,0.024096084991646977,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.02510722446061925
I_dark,bayesian_kan_vi,test,-1.4,-0.11848128016991666,-0.11504990212782563,0.012674962498769217,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.003431378042091024
I_dark,bayesian_kan_vi,test,-0.2,-0.7989157881661058,-0.6271677921570732,0.048080099265335706,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.17174799600903257
I_dark,bayesian_kan_vi,test,-2.4000000000000004,-0.05323556661372919,-0.0531200410153837,0.0101340175985373,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.00011552559834548948
I_dark,bayesian_kan_vi,test,-1.6,-0.09646079564647181,-0.09467559950861276,0.01024530924759595,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0017851961378590464
I_dark,bayesian_kan_vi,test,-2.0,-0.07242703485497515,-0.07508552619046155,0.011470798406965934,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0026584913354864015
I_dark,bayesian_kan_vi,test,-0.6000000000000001,-0.27494885742477493,-0.25452465863399115,0.018976992768533096,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.020424198790783776
I_dark,bayesian_kan_vi,test,-2.6,-0.04989155878321938,-0.04905338108095654,0.014411950946320697,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0008381777022628406
I_dark,bayesian_kan_vi,test,-0.2,-0.8741063244121747,-0.7447488829457074,0.05690646454275216,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.12935744146646733
I_dark,bayesian_kan_vi,test,-2.8000000000000003,-0.04396486226022489,-0.04607098111395928,0.012099524885406193,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0021061188537343928
I_dark,bayesian_kan_vi,test,-1.4,-0.12254645952063825,-0.12025341436266704,0.012482306356867824,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.002293045157971213
I_dark,bayesian_kan_vi,test,-2.6,-0.04966710076244851,-0.050284565530659735,0.01575212494429315,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0006174647682112219
I_dark,bayesian_kan_vi,test,-0.6000000000000001,-0.2926636450687141,-0.26260279457703073,0.0189527033445478,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.03006085049168339
I_dark,bayesian_kan_vi,test,-1.6,-0.09983806665514905,-0.09728904028521455,0.010164102632090407,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0025490263699344956
I_dark,bayesian_kan_vi,test,-1.0,-0.17353062120991325,-0.18336576886281378,0.016448609004516127,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.009835147652900528
I_dark,bayesian_kan_vi,test,-2.0,-0.06943829010532276,-0.06854099784261997,0.009077785432662598,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0008972922627027979
I_dark,bayesian_kan_vi,test,-2.4000000000000004,-0.057370601271674815,-0.057783086763582965,0.012610163799510537,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.00041248549190815026
I_dark,bayesian_kan_vi,test,-1.8,-0.0822124320049511,-0.079937318325301,0.011843403636931045,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0022751136796500954
I_dark,bayesian_kan_vi,test,-1.4,-0.11877612438167162,-0.11715741565679827,0.01263778953648632,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0016187087248733523
I_dark,bayesian_kan_vi,test,-2.2,-0.06079617554157046,-0.059621882694503546,0.01078657357916955,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.001174292847066917
I_dark,bayesian_kan_vi,test,-1.2000000000000002,-0.14436453382568715,-0.14597400519151654,0.012758357898073757,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0016094713658293958
I_dark,bayesian_kan_vi,test,-2.2,-0.06134200430027548,-0.06100689121394585,0.011480652909616827,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.00033511308632962894
I_dark,bayesian_kan_vi,test,-0.4,-0.5083217983321653,-0.5252945836764322,0.034995694703581375,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.01697278534426694
I_dark,bayesian_kan_vi,test,-2.6,-0.048172596515810184,-0.04668565610741813,0.012208531166771555,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0014869404083920554
I_dark,bayesian_kan_vi,test,-1.2000000000000002,-0.14172069076355243,-0.14647023194382403,0.012866474197449943,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.004749541180271599
I_dark,bayesian_kan_vi,test,-1.6,-0.09874415205067066,-0.09583348165621397,0.010448689426899112,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0029106703944566936
I_dark,bayesian_kan_vi,test,-2.6,-0.048684555826472575,-0.04808361045532242,0.012978650312612838,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0006009453711501578
I_dark,bayesian_kan_vi,test,-2.8000000000000003,-0.04513779071027457,-0.05435658923471471,0.01605344357446944,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.009218798524440137
I_dark,bayesian_kan_vi,test,-0.2,-0.8839913444683631,-0.7791282164615787,0.05614980597919469,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.10486312800678443
I_dark,bayesian_kan_vi,test,-1.2000000000000002,-0.14598942493046252,-0.15043852348093995,0.012136133656068648,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.004449098550477426
I_dark,bayesian_kan_vi,test,-0.4,-0.4934972451075552,-0.5135511329591036,0.032067676583801934,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.02005388785154838
I_dark,bayesian_kan_vi,test,-2.0,-0.07491414973681998,-0.07619013073183283,0.011998441702975432,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.001275980995012846
I_dark,bayesian_kan_vi,test,-2.0,-0.06888410786383758,-0.06966453134187901,0.010663798714041377,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0007804234780414282
I_dark,bayesian_kan_vi,test,-0.4,-0.4877820236312118,-0.4868889615973553,0.03312641905551324,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0008930620338565287
I_dark,bayesian_kan_vi,test,-2.8000000000000003,-0.04397580762594622,-0.04689261556449104,0.012154082718711547,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0029168079385448256
I_dark,bayesian_kan_vi,test,-1.2000000000000002,-0.1453638952132188,-0.14689993876990332,0.011939440489927913,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0015360435566845188
I_dark,bayesian_kan_vi,test,-0.8,-0.19342080333921885,-0.17920589499828396,0.01612093915951986,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.01421490834093489
I_dark,bayesian_kan_vi,test,-1.8,-0.08464961600850174,-0.08410067438400916,0.012246423516799426,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0005489416244925799
I_dark,bayesian_kan_vi,test,-3.0,-0.04046863210454177,-0.022365357026969727,0.03219041283210159,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.01810327507757204
I_dark,bayesian_kan_vi,test,-2.4000000000000004,-0.054431657909976394,-0.052899280334762655,0.010597820785473425,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0015323775752137392
I_dark,bayesian_kan_vi,test,-2.0,-0.07019207132675831,-0.06992775291792643,0.01000630643020854,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0002643184088318845
I_dark,bayesian_kan_vi,test,-2.0,-0.06819603648071748,-0.06943610715573581,0.00923650490277331,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.0012400706750183288
I_dark,bayesian_kan_vi,test,-1.0,-0.1628720121640228,-0.17215377547868274,0.014903866370004307,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.009281763314659935
I_dark,bayesian_kan_vi,test,-0.4,-0.5013236076106935,-0.5196092994120356,0.03231386404235852,<REPO_ROOT>/artifacts\results\device_modeling\I-dark-bayes-results\model_checkpoint.pt,0.018285691801342097
I_photo,deterministic_kan,test,-1.8,-0.0160245491628074,-0.017031873,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.001007323837192601
I_photo,deterministic_kan,test,-0.6000000000000001,-0.0380898258423449,-0.036176335,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.001913490842344906
I_photo,deterministic_kan,test,-0.8,-0.0316744277785829,-0.032312177,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0006377492214170999
I_photo,deterministic_kan,test,-2.2,-0.0129285337586111,-0.011138936,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0017895977586110997
I_photo,deterministic_kan,test,-1.8,-0.0162854029156669,-0.016411522,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.00012611908433310046
I_photo,deterministic_kan,test,-3.0,-0.0094089821657075,0.004347833,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.013756815165707498
I_photo,deterministic_kan,test,-2.4000000000000004,-0.0120386945476358,-0.013899248,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.001860553452364199
I_photo,deterministic_kan,test,-0.6000000000000001,-0.0372052943786354,-0.036332455,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0008728393786354011
I_photo,deterministic_kan,test,-2.4000000000000004,-0.0114156560701275,-0.013569358,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0021537019298724994
I_photo,deterministic_kan,test,-3.0,-0.0089851828866116,0.0042614425,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.013246625386611598
I_photo,deterministic_kan,test,0.0,-0.0775787528035714,-0.08577043,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.00819167719642859
I_photo,deterministic_kan,test,-0.8,-0.0318863720100459,-0.033732846,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0018464739899540991
I_photo,deterministic_kan,test,-0.4,-0.0450116640211426,-0.041955624,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0030560400211426045
I_photo,deterministic_kan,test,0.0,-0.0819712898345947,-0.08082713,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0011441598345947046
I_photo,deterministic_kan,test,-2.4000000000000004,-0.0118750114673886,-0.013874519,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0019995075326114005
I_photo,deterministic_kan,test,-2.8000000000000003,-0.0104572355028107,-0.0069910246,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0034662109028106994
I_photo,deterministic_kan,test,-1.6,-0.0171380331588277,-0.017718194,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0005801608411722982
I_photo,deterministic_kan,test,-0.4,-0.0463423504483486,-0.04404392,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0022984304483485984
I_photo,deterministic_kan,test,-0.8,-0.0315121586178896,-0.03149314,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,1.9018617889596245e-05
I_photo,deterministic_kan,test,-1.2000000000000002,-0.0235175120338198,-0.02344184,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,7.567203381979998e-05
I_photo,deterministic_kan,test,-2.6,-0.0109995157463416,-0.013883871,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0028843552536584015
I_photo,deterministic_kan,test,-3.0,-0.0095907703745581,0.0043601654,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0139509357745581
I_photo,deterministic_kan,test,-2.2,-0.0127237202334136,-0.011487428,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.001236292233413601
I_photo,deterministic_kan,test,-2.2,-0.0129487075428489,-0.012082208,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0008664995428488993
I_photo,deterministic_kan,test,-0.6000000000000001,-0.037110756276137,-0.03676868,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.00034207627613699887
I_photo,deterministic_kan,test,-1.2000000000000002,-0.0228227719255986,-0.022761974,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,6.079792559859909e-05
I_photo,deterministic_kan,test,-2.8000000000000003,-0.0097267950773964,-0.0073834485,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0023433465773964003
I_photo,deterministic_kan,test,-2.6,-0.0104456880238146,-0.014458146,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0040124579761854
I_photo,deterministic_kan,test,-0.2,-0.0618966802222402,-0.060538296,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0013583842222402026
I_photo,deterministic_kan,test,-2.8000000000000003,-0.009816195963225,-0.007083031,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0027331649632249995
I_photo,deterministic_kan,test,-0.4,-0.0450755470261814,-0.04458107,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0004944770261813974
I_photo,deterministic_kan,test,-0.2,-0.0618511848679865,-0.06131166,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0005395248679865017
I_photo,deterministic_kan,test,-2.6,-0.0112315942997351,-0.015223378,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.003991783700264899
I_photo,deterministic_kan,test,-2.0,-0.0140263704056557,-0.012960525,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0010658454056556993
I_photo,deterministic_kan,test,-1.4,-0.019986651388379,-0.020027444,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,4.0792611620998204e-05
I_photo,deterministic_kan,test,-0.6000000000000001,-0.037268004201552,-0.034294907,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0029730972015519982
I_photo,deterministic_kan,test,-1.0,-0.0264700733793663,-0.026089592,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0003804813793662973
I_photo,deterministic_kan,test,-0.4,-0.0460423892619381,-0.04369828,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0023441092619381
I_photo,deterministic_kan,test,-1.8,-0.0159534000077758,-0.016456064,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.000502663992224199
I_photo,deterministic_kan,test,-2.0,-0.0147932274205029,-0.015234004,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0004407765794971
I_photo,deterministic_kan,test,-1.8,-0.0161064356746969,-0.016197171,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,9.073532530309847e-05
I_photo,deterministic_kan,test,-2.4000000000000004,-0.0123133756420816,-0.015425405,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0031120293579184003
I_photo,deterministic_kan,test,-1.6,-0.0176717453303503,-0.018870275,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0011985296696497005
I_photo,deterministic_kan,test,-0.4,-0.047435206928851,-0.04409657,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.003338636928850995
I_photo,deterministic_kan,test,-2.8000000000000003,-0.010303457123939,-0.0074443542,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0028591029239389996
I_photo,deterministic_kan,test,-2.6,-0.010843823595561,-0.013941412,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0030975884044389997
I_photo,deterministic_kan,test,-1.4,-0.0206775083114134,-0.021440806,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0007632976885866005
I_photo,deterministic_kan,test,-1.6,-0.0183082538071435,-0.01797905,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0003292038071435015
I_photo,deterministic_kan,test,-1.2000000000000002,-0.0226468354339779,-0.022585979,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,6.085643397790025e-05
I_photo,deterministic_kan,test,-0.4,-0.0474803399021848,-0.04480116,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.002679179902184803
I_photo,deterministic_kan,test,-0.8,-0.0299902555969371,-0.033663023,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0036727674030628994
I_photo,deterministic_kan,test,-0.6000000000000001,-0.0369695911043166,-0.036020212,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0009493791043165972
I_photo,deterministic_kan,test,-2.2,-0.0125622018040552,-0.012763521,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.00020131919594480047
I_photo,deterministic_kan,test,-1.4,-0.0200370065138741,-0.019724935,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0003120715138741001
I_photo,deterministic_kan,test,-1.2000000000000002,-0.0234768163076974,-0.022367539,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.001109277307697401
I_photo,deterministic_kan,test,-2.8000000000000003,-0.0097040184860173,-0.007754775,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0019492434860172991
I_photo,deterministic_kan,test,-2.2,-0.0134432092181953,-0.011698303,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0017449062181952996
I_photo,deterministic_kan,test,-0.8,-0.0310455788041483,-0.032802235,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0017566561958516982
I_photo,deterministic_kan,test,-1.0,-0.0267951429546489,-0.026814552,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,1.9409045351099358e-05
I_photo,deterministic_kan,test,-1.6,-0.0169708131032262,-0.019155895,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0021850818967737995
I_photo,deterministic_kan,test,-2.8000000000000003,-0.0102208282726916,-0.006847669,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0033731592726916
I_photo,deterministic_kan,test,-1.8,-0.0163542400961969,-0.017811216,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.001456975903803101
I_photo,deterministic_kan,test,-2.4000000000000004,-0.0116120024561769,-0.013082828,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0014708255438230997
I_photo,deterministic_kan,test,-1.0,-0.0255157266351595,-0.02886809,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0033523633648404987
I_photo,deterministic_kan,test,-2.6,-0.0113780704321904,-0.013894324,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0025162535678095992
I_photo,deterministic_kan,test,-0.6000000000000001,-0.0359940528088635,-0.034521442,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0014726108088635032
I_photo,deterministic_kan,test,-2.0,-0.0142723408488638,-0.013570523,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0007018178488638008
I_photo,deterministic_kan,test,-1.2000000000000002,-0.023273378360173,-0.022554964,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0007184143601729996
I_photo,deterministic_kan,test,-3.0,-0.0093857448830547,0.004308069,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.013693813883054701
I_photo,deterministic_kan,test,-2.8000000000000003,-0.0099941795619162,-0.0072703636,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0027238159619161996
I_photo,deterministic_kan,test,-2.2,-0.0124685739909384,-0.011769613,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0006989609909383993
I_photo,deterministic_kan,test,-1.6,-0.0179701730103953,-0.018974701,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0010045279896046984
I_photo,deterministic_kan,test,-0.8,-0.0301287882610648,-0.030673036,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0005442477389352024
I_photo,deterministic_kan,test,0.0,-0.0813120335901089,-0.08305156,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0017395264098910984
I_photo,deterministic_kan,test,-0.8,-0.0306405555613125,-0.030199105,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.00044145056131249943
I_photo,deterministic_kan,test,-1.4,-0.0202458888290379,-0.020335868,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,8.997917096209909e-05
I_photo,deterministic_kan,test,-0.2,-0.063301610575877,-0.06054027,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.002761340575876993
I_photo,deterministic_kan,test,-2.6,-0.0110387997635577,-0.013968461,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0029296612364423
I_photo,deterministic_kan,test,-2.2,-0.013345612718675,-0.012906032,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0004395807186749999
I_photo,deterministic_kan,test,0.0,-0.078782354357326,-0.08210507,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.003322715642674001
I_photo,deterministic_kan,test,-1.0,-0.0253416987477272,-0.027493913,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0021522142522727994
I_photo,deterministic_kan,test,-0.8,-0.030612572246758,-0.031614106,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0010015337532420024
I_photo,deterministic_kan,test,-1.4,-0.0194445452730711,-0.021195313,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0017507677269288993
I_photo,deterministic_kan,test,-0.6000000000000001,-0.0358729346805279,-0.03561172,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0002612146805279006
I_photo,deterministic_kan,test,-1.2000000000000002,-0.0221407547492837,-0.02404299,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0019022352507163005
I_photo,deterministic_kan,test,-1.4,-0.0200627436433862,-0.020855058,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0007923143566137998
I_photo,deterministic_kan,test,-0.6000000000000001,-0.0363400208583364,-0.03468759,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0016524308583364053
I_photo,deterministic_kan,test,-1.6,-0.0181776981999775,-0.018365338,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0001876398000224995
I_photo,deterministic_kan,test,-3.0,-0.0096541777509884,0.0042669177,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0139210954509884
I_photo,deterministic_kan,test,0.0,-0.0815884734426219,-0.086669624,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.005081150557378095
I_photo,deterministic_kan,test,-1.4,-0.0206436281627606,-0.01947539,,<REPO_ROOT>/artifacts\results\device_modeling\photo_current_deterministic_kan\predictions.csv,0.0011682381627606021
