task,seed,source,source_kind,family,budget,fit_rows,validation_rows,calibration_rows_untouched,test_rows,selected_alpha,validation_source_rmse,fit_time_selected_candidate_s,candidate_fit_time_total_s,terms,formula_chars,veriloga_lines,json_path,veriloga_path,formula_to_network_rmse,formula_to_network_r2,formula_to_network_p95_abs_error,formula_to_network_max_abs_error,formula_to_tcad_rmse,formula_to_tcad_r2,formula_to_tcad_p95_abs_error,formula_to_tcad_max_abs_error,test_finite_rate,dense_train_envelope_points,dense_finite_rate,swept_axis_derivative_finite_rate,independent_json_replay_max_abs_error,latency_per_point_s,calibration_used,test_used_for_selection,pareto_rmse_terms,pareto_rmse_chars
Capacitance,44,bkan_parameter_mean,teacher_distillation,polynomial,1,41600,6400,9600,6400,0.01,1.9992282946874457e-15,0.0050762000028043985,0.021310300042387098,8,930,25,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_1\formula.va,1.9872612431363793e-15,0.5957870103922711,5.308704053978264e-15,7.22184528450908e-15,1.9912677214868613e-15,0.5955252684296426,5.271786961651572e-15,7.323246189981495e-15,1.0,5000,1.0,1.0,6.310887241768095e-30,3.3145666820928454e-07,False,False,False,False
Capacitance,44,bkan_parameter_mean,teacher_distillation,polynomial,2,41600,6400,9600,6400,0.01,1.0985018489169094e-15,0.014512899972032756,0.06074840005021542,36,2017,53,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_2\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_2\formula.va,1.08291048870826e-15,0.8799712010084143,2.5055776237543157e-15,3.7094270126683865e-15,1.0872953173634987e-15,0.8794056050104538,2.4846647994381152e-15,3.8392853306635016e-15,1.0,5000,1.0,1.0,6.310887241768095e-30,1.599900001504769e-06,False,False,False,True
Capacitance,44,bkan_parameter_mean,teacher_distillation,polynomial,3,41600,6400,9600,6400,1e-08,5.342340654252222e-16,0.04943209997145459,0.1962980999960564,120,5282,137,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_3\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_3\formula.va,5.173148465722869e-16,0.9726088525800047,1.0362772797323163e-15,1.6867102798154658e-15,5.186100243057456e-16,0.9725644354109129,1.0272026498941734e-15,1.772439987031522e-15,1.0,5000,1.0,1.0,1.262177448353619e-29,4.789973333633194e-06,False,False,False,True
Capacitance,44,bkan_parameter_mean,teacher_distillation,additive_spline,4,41600,6400,9600,6400,0.01,3.4289877942825736e-16,0.02959069999633357,0.12163860001601279,36,8645,227,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_4\formula.va,2.7241867214060995e-16,0.9924041901609101,5.3625403962814285e-16,2.3014348863995433e-15,2.8090918879669215e-16,0.9919505912974411,5.369855847234783e-16,2.48281347582113e-15,1.0,5000,1.0,1.0,3.7865323450608567e-29,1.588866657887896e-07,False,False,False,True
Capacitance,44,bkan_parameter_mean,teacher_distillation,additive_spline,6,41600,6400,9600,6400,1e-08,3.091279869941654e-16,0.03607900004135445,0.13970260007772595,50,10198,269,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_6\formula.va,2.351879519063751e-16,0.9943385134416881,3.777685395442038e-16,2.4739211794401158e-15,2.4465765573057986e-16,0.9938940997110276,3.7867668713732054e-16,2.6552997688617025e-15,1.0,5000,1.0,1.0,3.155443620884047e-29,1.5424333396367728e-07,False,False,False,True
Capacitance,44,bkan_parameter_mean,teacher_distillation,additive_spline,8,41600,6400,9600,6400,1e-08,3.0370639568175373e-16,0.04209430003538728,0.16950600006384775,64,11726,311,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_8\formula.va,2.297354564291603e-16,0.9945979774166718,3.6296470288737816e-16,2.5076680086994417e-15,2.3879331290151243e-16,0.9941833034301472,3.652258916606482e-16,2.6890465981210284e-15,1.0,5000,1.0,1.0,3.155443620884047e-29,1.5261999991101524e-07,False,False,False,True
Capacitance,44,dkan,teacher_distillation,polynomial,1,41600,6400,9600,6400,0.01,1.939149828308053e-15,0.0035729000228457153,0.015570500050671399,8,929,25,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\dkan\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\dkan\polynomial_1\formula.va,1.9745301622340175e-15,0.5971879780295215,5.272004197579433e-15,6.7906620654716775e-15,1.991287598576431e-15,0.5955171933521345,5.294094136243604e-15,7.400758895751004e-15,1.0,5000,1.0,1.0,6.310887241768095e-30,3.7475666613318024e-07,False,False,False,False
Capacitance,44,dkan,teacher_distillation,polynomial,2,41600,6400,9600,6400,0.01,1.0393089801345691e-15,0.013674199988599867,0.05294050002703443,36,2016,53,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\dkan\polynomial_2\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\dkan\polynomial_2\formula.va,1.065337084681879e-15,0.882740248487343,2.4217020768323597e-15,3.582268463240591e-15,1.0883613361720928e-15,0.879169019951449,2.4922714705372793e-15,3.981654448827667e-15,1.0,5000,1.0,1.0,6.310887241768095e-30,1.3000899984035642e-06,False,False,False,True
Capacitance,44,dkan,teacher_distillation,polynomial,3,41600,6400,9600,6400,0.01,5.516207592433518e-16,0.046711399976629764,0.18994789995485917,120,5272,137,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\dkan\polynomial_3\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\dkan\polynomial_3\formula.va,5.04528734208758e-16,0.9737005485543091,1.0648551676890793e-15,1.6044298457818124e-15,5.243926689661556e-16,0.9719491961757248,1.084239506434955e-15,1.8961875301045653e-15,1.0,5000,1.0,1.0,1.262177448353619e-29,4.664960001052047e-06,False,False,False,True
Capacitance,44,dkan,teacher_distillation,additive_spline,4,41600,6400,9600,6400,0.01,3.0779400806668295e-16,0.029681999993044883,0.1253704999689944,36,8643,227,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\dkan\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\dkan\additive_spline_4\formula.va,2.430293260469104e-16,0.9938977184113515,5.163797464677868e-16,1.8473017728991817e-15,2.8198788311826644e-16,0.99188865297055,5.692008582821935e-16,2.3009064333717457e-15,1.0,5000,1.0,1.0,3.155443620884047e-29,1.5200666772822538e-07,False,False,False,True
