task,source,source_kind,family,budget,selected_alpha,terms,formula_chars,latency_per_point_s,test_finite_rate,dense_finite_rate,swept_axis_derivative_finite_rate,formula_to_network_rmse,formula_to_network_r2,formula_to_tcad_rmse,formula_to_tcad_r2,pareto_rmse_terms,pareto_rmse_chars,json_path,veriloga_path
Capacitance,bkan_parameter_mean,teacher_distillation,additive_spline,4,0.01,36,8645,1.588866657887896e-07,1.0,1.0,1.0,2.7241867214060995e-16,0.9924041901609101,2.8090918879669215e-16,0.9919505912974411,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_4\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,additive_spline,6,1e-08,50,10198,1.5424333396367728e-07,1.0,1.0,1.0,2.351879519063751e-16,0.9943385134416881,2.4465765573057986e-16,0.9938940997110276,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_6\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,additive_spline,8,1e-08,64,11726,1.5261999991101524e-07,1.0,1.0,1.0,2.297354564291603e-16,0.9945979774166718,2.3879331290151243e-16,0.9941833034301472,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_8\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,polynomial,1,0.01,8,930,3.3145666820928454e-07,1.0,1.0,1.0,1.9872612431363793e-15,0.5957870103922711,1.9912677214868613e-15,0.5955252684296426,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_1\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,polynomial,2,0.01,36,2017,1.599900001504769e-06,1.0,1.0,1.0,1.08291048870826e-15,0.8799712010084143,1.0872953173634987e-15,0.8794056050104538,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_2\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_2\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,polynomial,3,1e-08,120,5282,4.789973333633194e-06,1.0,1.0,1.0,5.173148465722869e-16,0.9726088525800047,5.186100243057456e-16,0.9725644354109129,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_3\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_3\formula.va
Capacitance,dkan,teacher_distillation,additive_spline,4,0.01,36,8643,1.5200666772822538e-07,1.0,1.0,1.0,2.430293260469104e-16,0.9938977184113515,2.8198788311826644e-16,0.99188865297055,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\dkan\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\dkan\additive_spline_4\formula.va
Capacitance,dkan,teacher_distillation,additive_spline,6,0.01,50,10198,1.4859333362740776e-07,1.0,1.0,1.0,2.1289014757062925e-16,0.9953174113818729,2.488858124366428e-16,0.9936812325974541,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\dkan\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\dkan\additive_spline_6\formula.va
Capacitance,dkan,teacher_distillation,additive_spline,8,0.01,64,11771,1.5594333332652847e-07,1.0,1.0,1.0,2.1148548621898957e-16,0.9953789995026273,2.466683782754219e-16,0.9937933244313945,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\dkan\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\dkan\additive_spline_8\formula.va
Capacitance,dkan,teacher_distillation,polynomial,1,0.01,8,929,3.7475666613318024e-07,1.0,1.0,1.0,1.9745301622340175e-15,0.5971879780295215,1.991287598576431e-15,0.5955171933521345,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\dkan\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\Capacitance\exports\Capacitance\dkan\polynomial_1\formula.va
