task,model,rmse_target_mean,rmse_target_std,mae_target_mean,mae_target_std,r2_target_mean,r2_target_std,rmse_raw_mean,rmse_raw_std,mae_raw_mean,mae_raw_std,medape_percent_mean,medape_percent_std,p95ape_percent_mean,p95ape_percent_std,group_macro_rmse_target_mean,group_macro_rmse_target_std,group_macro_mae_target_mean,group_macro_mae_target_std,wall_time_s_mean,wall_time_s_std,param_count_mean,param_count_std
APD_V_M10,bkan,0.021042119971661423,0.004805493008331786,0.0173457816400134,0.003909044761188807,-0.1860998522700485,0.28594588226331663,0.021042119971661423,0.004805493008331786,0.0173457816400134,0.003909044761188807,0.16216782856882447,0.03737477518130186,0.3998209850531381,0.1087790635399466,0.018675791735817213,0.004094842839493119,0.017502246698623502,0.00395095536118915,3.9692991899559273,2.2355026049916837,1664.0,0.0
APD_V_M10,dkan,0.03168352225982572,0.023536528542200244,0.02373403351828498,0.012000035488592558,-3.305003964738943,8.527835761741333,0.03168352225982572,0.023536528542200244,0.02373403351828498,0.012000035488592558,0.2024265806798947,0.063622996743744,0.6134500186502597,0.5242478400842658,0.02537204082974188,0.012955347295385104,0.023913610476588888,0.011924705749119408,4.274998779944144,0.06306247594125484,952.0,0.0
APD_V_M10,mlp_l,0.038792073971510244,0.009717820531250731,0.030835487725149668,0.007318972934030213,-3.729796793405531,2.82353097940989,0.038792073971510244,0.009717820531250731,0.030835487725149668,0.007318972934030213,0.28775678112312886,0.09343074520519641,0.7500973516890148,0.2198812103593218,0.03272371811660885,0.007520278744537206,0.030891590725290997,0.007361152519091809,0.9161821599816904,0.029715317638184618,2561.0,0.0
APD_V_M10,poly3_ridge,0.24072067903156896,0.24759237863072434,0.14709056696103953,0.12427541614745062,-228.2585237431866,328.108777390478,0.24072067903156896,0.24759237863072434,0.14709056696103953,0.12427541614745062,0.746596133954172,0.28160799562500843,5.737493249182444,6.417691773402723,0.14835454616356278,0.12452643257104226,0.14719218000673123,0.12419822851563919,0.0017866100184619426,0.0002073223508095618,84.0,0.0
APD_V_M10,spline_ridge,0.050394176914354515,0.011939839876519243,0.03974575511835623,0.00886820259985989,-6.9453608137785725,5.24308919173567,0.050394176914354515,0.011939839876519243,0.03974575511835623,0.00886820259985989,0.3518229575980653,0.10632969290209421,1.001836716550661,0.3817708172168398,0.04092079709125744,0.008717670262344868,0.03994987909089222,0.008674021099572899,0.0020071400329470636,0.0003440113441574764,43.0,0.0
APD_V_br,bkan,0.03727589568653126,0.03906952024836659,0.02255487323299748,0.013319003001258873,-0.29089245170375744,0.29891338188044864,0.03727589568653126,0.03906952024836659,0.02255487323299748,0.013319003001258873,0.14871440647059844,0.05470035754108627,0.614911818034036,0.4736094914058474,0.025464611234434213,0.01653329350289303,0.022536180894814028,0.013322609482629696,7.408277170010843,3.409318072256565,1664.0,0.0
APD_V_br,dkan,0.15743758048605333,0.2650048483049228,0.07863260240671818,0.11023874485691193,-177.7920897738002,528.2465626341819,0.15743758048605333,0.2650048483049228,0.07863260240671818,0.11023874485691193,0.32075242692997535,0.30238839335238454,3.148022357413933,5.344422219907638,0.08437944592361557,0.11830110530517095,0.07788615817305454,0.10963373382677938,4.222173260035925,0.03680468173475914,952.0,0.0
APD_V_br,mlp_l,0.07405678438702913,0.052114823950754015,0.04727901011735978,0.0257867462197015,-12.761716165416955,16.25113827643179,0.07405678438702913,0.052114823950754015,0.04727901011735978,0.0257867462197015,0.27020144740105073,0.1320978073879107,1.439339217568461,1.1165306178230558,0.05446420966343772,0.03282381261595262,0.04714418632606737,0.02593212716161894,0.9082286999793723,0.017974680492271744,2561.0,0.0
APD_V_br,poly3_ridge,0.5849830891374802,0.8647346940808378,0.379203809093639,0.5222373865198857,-1164.4529097545972,2729.8051469881357,0.5849830891374802,0.8647346940808378,0.379203809093639,0.5222373865198857,1.729471185317991,1.4329251484737022,12.471829920885625,18.51664506679886,0.37237830160543905,0.48786943603699673,0.368430466928309,0.48906798339237445,0.0017200300237163902,0.0002820252772265769,84.0,0.0
APD_V_br,spline_ridge,0.09753236236233032,0.040233287398439406,0.07202170205183447,0.030725059630597486,-18.469389842536412,15.236180203487447,0.09753236236233032,0.040233287398439406,0.07202170205183447,0.030725059630597486,0.504497527626895,0.3214180990980786,1.8109194183531323,0.8082151231644831,0.07394462406753476,0.030844788977325326,0.07190102676407714,0.030628332809774873,0.0018418800085783006,9.977688326668356e-05,43.0,0.0
