test_rmse,test_mae,test_r2,active_symbolic_terms,selected_symbolic_weight,y_scale,pure_symbolic_student,kan_contribution_at_inference,bayesian_distill_weight,teacher_rmse,teacher_mae,teacher_r2,pure_symbolic_formula_path,pure_symbolic_exported_terms,pure_symbolic_export_rmse,pure_symbolic_export_max_abs_error
0.0061440385019652256,0.005196993399097101,0.9275853721476647,72.0,1.0,3.3712586758532748,True,0.0,1.0,0.004286799417653942,0.0034480374306440353,0.9687942019915909,artifacts\results\posterior_formula_ensemble\formulas\I_photo\draw_16_seed_26016\photo_current_symbolic_gated_kan\pure_symbolic_formula.txt,72.0,2.1839854292802452e-07,6.884762191461391e-07
