mechanism_index,mechanism,photo_role,mechanism_drive,mechanism_initial_sign,mechanism_scale,term_index,term_name,expression,dependencies,probability,active_gate,coefficient_model_space
2,surface_recombination,surface_loss,reverse,1.0,0.05390249192714691,7,reverse_gate_light_voltage,sigmoid(-light_voltage/0.2),light_voltage,0.8806572556495667,1.0,-0.12364297360181808
1,field_collection,main,reverse,-1.0,-0.27340638637542725,3,soft_reverse_light_voltage,softplus(-light_voltage/0.2),light_voltage,0.8552597165107727,1.0,0.13292281329631805
1,field_collection,main,reverse,-1.0,-0.27340638637542725,1,light_voltage_z,scaled(light_voltage),light_voltage,0.8523909449577332,1.0,-0.15529857575893402
1,field_collection,main,reverse,-1.0,-0.27340638637542725,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.8488364219665527,1.0,0.12454318255186081
1,field_collection,main,reverse,-1.0,-0.27340638637542725,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.8463042378425598,1.0,-0.14083226025104523
2,surface_recombination,surface_loss,reverse,1.0,0.05390249192714691,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.8376182913780212,1.0,-0.13193339109420776
1,field_collection,main,reverse,-1.0,-0.27340638637542725,0,one,1,,0.8103513717651367,1.0,0.07771138846874237
4,higher_order_symbolic_residual,residual,all,0.0,1.0,0,one,1,,0.8084282279014587,1.0,-0.08304017782211304
1,field_collection,main,reverse,-1.0,-0.27340638637542725,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.8008307814598083,1.0,-0.09773405641317368
2,surface_recombination,surface_loss,reverse,1.0,0.05390249192714691,27,reverse_thermal_surface_recomb,softplus(-light_voltage/0.2)*(ge_sio2_recomb_velocity + ge_si_recomb_velocity)/(active_layer_length*simulation_temperature),"light_voltage,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature",0.7991480827331543,1.0,-0.1123395562171936
1,field_collection,main,reverse,-1.0,-0.27340638637542725,4,tanh_reverse_light_voltage,tanh(-light_voltage/1.0),light_voltage,0.7985966801643372,1.0,0.09099111706018448
0,photogeneration,main,all,-1.0,-1.064005970954895,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.7938907742500305,1.0,0.04076914116740227
0,photogeneration,main,all,-1.0,-1.064005970954895,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.7904447317123413,1.0,0.07928447425365448
2,surface_recombination,surface_loss,reverse,1.0,0.05390249192714691,22,reverse_drive_surface_recomb,softplus(-light_voltage/0.2)*(ge_sio2_recomb_velocity + ge_si_recomb_velocity)/active_layer_length,"light_voltage,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length",0.7903919219970703,1.0,-0.09812425076961517
0,photogeneration,main,all,-1.0,-1.064005970954895,0,one,1,,0.7899658679962158,1.0,0.05949406698346138
1,field_collection,main,reverse,-1.0,-0.27340638637542725,7,reverse_gate_light_voltage,sigmoid(-light_voltage/0.2),light_voltage,0.78252774477005,1.0,0.07634559273719788
0,photogeneration,main,all,-1.0,-1.064005970954895,1,light_voltage_z,scaled(light_voltage),light_voltage,0.7797443866729736,1.0,0.03252774104475975
0,photogeneration,main,all,-1.0,-1.064005970954895,24,collection_saturation_length,(1-exp(-softplus(-light_voltage/0.2)))*active_layer_length,"light_voltage,active_layer_length",0.7779531478881836,1.0,-0.06194391846656799
