task,model,mae_log,rmse_log,mae_linear,mae_model_space,rmse_model_space,r2_model_space,picp_95,mpiw_log,mean_std_log,raw_picp_95,calibrated_picp_95,raw_mpiw_log,calibrated_mpiw_log,standard_conformal_picp_95,no_shrink_conformal_picp_95,standard_conformal_mpiw_log,no_shrink_conformal_mpiw_log,raw_gaussian_nll_model_space,standard_conformal_gaussian_nll_model_space,no_shrink_conformal_gaussian_nll_model_space,calibrated_gaussian_nll_model_space,raw_interval_score_95,standard_conformal_interval_score_95,no_shrink_conformal_interval_score_95,calibrated_interval_score_95,raw_curve_coverage_95,standard_conformal_curve_coverage_95,no_shrink_conformal_curve_coverage_95,calibrated_curve_coverage_95,raw_group_coverage_95,standard_conformal_group_coverage_95,no_shrink_conformal_group_coverage_95,calibrated_group_coverage_95,raw_device_coverage_95,standard_conformal_device_coverage_95,no_shrink_conformal_device_coverage_95,calibrated_device_coverage_95,raw_subcurve_coverage_95,standard_conformal_subcurve_coverage_95,no_shrink_conformal_subcurve_coverage_95,calibrated_subcurve_coverage_95,test_group_count,test_device_count,test_subcurve_count,test_point_count,mpiw_model_space,mean_std_model_space,calibration_z,calibration_raw_quantile,raw_z,standard_conformal_z,no_shrink_conformal_z,calibration_std_scale_vs_normal,calibration_unit,calibration_score_count,calibration_group_columns,calibration_sigma_floor_standardized,calibration_sigma_floor_model_space,derivative_mae_model_space,derivative_rmse_model_space,inference_method,comparison_eligible,comparison_status,hmc_acceptance_rate,train_curve_count,validation_curve_count,calibration_curve_count,test_curve_count,train_samples,validation_samples,calibration_samples,test_samples,train_fraction,validation_fraction,calibration_fraction,test_fraction,split_seed
I_photo,bayesian_kan_vi,0.005451823667962107,0.0065858395875765235,6.2203482731609105e-06,0.005451823667962107,0.0065858395875765235,0.9158338293748196,100.0,0.03342987775834105,0.004597917064610085,85.546875,100.0,0.018023834893271532,0.03342987775834105,100.0,100.0,0.03342987775834105,0.03342987775834105,0.38614481809552925,0.23151538161259735,0.23151538161259735,0.23151538161259735,0.03673967033960099,0.03342987775834105,0.03342987775834105,0.03342987775834105,81.25,100.0,100.0,100.0,81.25,100.0,100.0,100.0,81.25,100.0,100.0,100.0,,,,,16.0,16.0,0.0,256.0,0.03342987775834105,0.004597917064610085,3.6353284855493575,3.6353284855493575,1.96,3.6353284855493575,3.6353284855493575,1.8547594314027334,curve,24.0,_curve_id,0.01858442649245262,0.000426257990135062,0.0020097017077538694,0.004419069179419073,vi,True,eligible,,104,16,24,16,1664,256,384,256,0.65,0.1,0.15,0.1,46
