task,baseline,n_pairs,bkan_rmse_mean,baseline_rmse_mean,paired_delta_mean,paired_delta_median,naive_paired_bootstrap_ci95_low,naive_paired_bootstrap_ci95_high,corrected_repeated_split_ci95_low,corrected_repeated_split_ci95_high,corrected_standard_error,corrected_p_value_raw,wins,ties,losses,standardized_effect_dz,corrected_p_value_holm,comparison_family,selection_rule
I_photo,spline_ridge,10,0.005028813653426693,0.005409837479738558,-0.00038102382631186553,-0.0005890606962203706,-0.000748611331251723,1.9964995251006266e-05,-0.0011296066322730553,0.0003675589796493242,0.0003309154723075122,0.27922748794815644,7,0,3,-0.5801233607181586,0.8376824638444693,four prespecified BKAN-vs-baseline contrasts,prespecified architecture-independent Spline-Ridge reference; not selected from final-test performance
