task,seed,teacher,teacher_to_tcad_rmse,teacher_to_tcad_r2,teacher_to_tcad_p95_abs_error,teacher_to_tcad_max_abs_error,checkpoint,checkpoint_sha256,scaler_mean_max_relative_delta,parameter_count,checkpoint_output_scale_applied,train_time_s,frozen_test_prediction,replay_status,replay_max_abs_error,replay_rmse,replay_tolerance,frozen_scale_applied,test_rows
Capacitance,50,bkan_parameter_mean,5.076555930486892e-17,0.9997606076163932,6.908213500237351e-17,1.0358527374570658e-15,<REPO_ROOT>/artifacts\results\uq_repeated_grouped_capacitance\seed_50\Capacitance-bayes-results\model_checkpoint.pt,fc36beddc090d828a671257ad2258989aa59ceb8327289d31a3c70d0a5ae1141,7.026628937870136e-09,1477,1000.0,,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_50\Capacitance\bkan\test_predictions.csv,reference_difference_only,2.1850347563106986e-17,2.8233923845675755e-18,4.1683340000000005e-19,1000.0,6400
Capacitance,50,dkan,1.3862030904677777e-16,0.9982150514441479,2.491300744101909e-16,1.1782922648924105e-15,,,,1477,,3.103677900042385,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_50\Capacitance\dkan\test_predictions.csv,pass,4.658681209898652e-21,1.5743814105406947e-21,4.065888179612935e-19,1000.0,6400
Capacitance,50,mlp_l,4.138339869664538e-16,0.9840916810920461,9.864366748303714e-16,1.6417323120887573e-15,,,,2625,,3.236603000026662,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_50\Capacitance\mlp_l\test_predictions.csv,pass,5.082197683525802e-21,1.5862243787124695e-21,4.0900047958080414e-19,1000.0,6400
