test_rmse,test_mae,test_r2,active_symbolic_terms,selected_symbolic_weight,y_scale,pure_symbolic_student,kan_contribution_at_inference,bayesian_weight_min,bayesian_weight_median,bayesian_weight_max,bayesian_distill_weight,teacher_rmse,teacher_mae,teacher_r2,pure_symbolic_formula_path,pure_symbolic_exported_terms,pure_symbolic_export_rmse,pure_symbolic_export_max_abs_error
0.003757011286380754,0.002999924592045497,0.9721645588196204,62.0,1.0,3.3712586758532748,True,0.0,0.22503778338432312,0.9576350748538971,2.4431772232055664,0.25,0.002829811005341382,0.0022601336240768433,0.9838557112009082,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\symbolic_stability\seed_44\photo_current_symbolic_gated_kan\pure_symbolic_formula.txt,62.0,2.002246324093145e-07,5.307674442178723e-07
