task,source,source_kind,family,budget,selected_alpha,terms,formula_chars,latency_per_point_s,test_finite_rate,dense_finite_rate,swept_axis_derivative_finite_rate,formula_to_network_rmse,formula_to_network_r2,formula_to_tcad_rmse,formula_to_tcad_r2,pareto_rmse_terms,pareto_rmse_chars,json_path,veriloga_path
Capacitance,bkan_parameter_mean,teacher_distillation,additive_spline,4,1e-08,36,8657,1.5038333367556332e-07,1.0,1.0,1.0,3.0811328793221816e-16,0.9914531308363318,3.2096231987645646e-16,0.9907959249698745,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_4\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,additive_spline,6,1e-08,50,10196,1.6701999896516402e-07,1.0,1.0,1.0,2.744543029745505e-16,0.9932184918622854,2.8674138673187445e-16,0.9926539680646396,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_6\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,additive_spline,8,1e-08,64,11760,1.6310666687786578e-07,1.0,1.0,1.0,2.6953050159891335e-16,0.9934596342143943,2.8137576955391407e-16,0.9929263194807698,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_8\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,polynomial,1,1e-08,8,938,2.2664333422047396e-07,1.0,1.0,1.0,2.0133761013560183e-15,0.6350477735974118,2.0239400443626326e-15,0.6340115871848897,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_1\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,polynomial,2,1e-08,36,2020,1.7168333327087262e-06,1.0,1.0,1.0,1.098767602366187e-15,0.8913079224288437,1.1088297174235448e-15,0.8901495695115591,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_2\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_2\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,polynomial,3,1e-08,120,5281,4.690333333564922e-06,1.0,1.0,1.0,5.249740142943613e-16,0.9751879977161825,5.339490421962725e-16,0.9745274940027886,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_3\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_3\formula.va
Capacitance,dkan,teacher_distillation,additive_spline,4,1e-08,36,8673,1.4593666807437937e-07,1.0,1.0,1.0,2.823005932217521e-16,0.9926655936926347,3.2492640102616377e-16,0.9905671690790915,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\dkan\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\dkan\additive_spline_4\formula.va
Capacitance,dkan,teacher_distillation,additive_spline,6,1e-08,50,10206,1.498966671836873e-07,1.0,1.0,1.0,2.623046807549569e-16,0.9936678168959605,2.926115558388405e-16,0.9923501134200389,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\dkan\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\dkan\additive_spline_6\formula.va
Capacitance,dkan,teacher_distillation,additive_spline,8,1e-08,64,11714,1.6846999836464723e-07,1.0,1.0,1.0,2.5668297685441736e-16,0.9939363305536297,2.8782702171469787e-16,0.9925982369637116,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\dkan\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\dkan\additive_spline_8\formula.va
Capacitance,dkan,teacher_distillation,polynomial,1,1e-08,8,939,1.9135333326024314e-07,1.0,1.0,1.0,1.9812372242553906e-15,0.6387446048823102,2.0241349612455852e-15,0.6339410902787039,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\dkan\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\Capacitance\exports\Capacitance\dkan\polynomial_1\formula.va
