bias_v,log_frequency_ghz,trap_assisted_recomb_A,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature,model_prediction,exported_formula_prediction,formula_minus_model
-3.0,-1.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7715146336009772e-17,2.7715146722224965e-17,3.8621519351377607e-25
-3.0,-0.9000000000000005,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7697371879007232e-17,2.7697369956522632e-17,-1.922484600546659e-24
-3.0,-0.8000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7679595767643468e-17,2.7679593203112504e-17,-2.5645309632310738e-24
-3.0,-0.6999999999999995,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7661818001918478e-17,2.7661816437410168e-17,-1.564508310160886e-24
-3.0,-0.5999999999999998,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7644040236193488e-17,2.7644039696292247e-17,-5.399012414692808e-25
-3.0,-0.5000000000000001,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7626264124829724e-17,2.762626293058991e-17,-1.1942398135051483e-24
-3.0,-0.40000000000000047,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7608489667827184e-17,2.760848618947199e-17,-3.478355195025654e-24
-3.0,-0.3000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7590711902102195e-17,2.759070942991576e-17,-2.4721864341982518e-24
-3.0,-0.19999999999999923,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7572934136377205e-17,2.7572932682651732e-17,-1.4537254732638608e-24
-3.0,-0.09999999999999964,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7555156370652215e-17,2.7555155916949398e-17,-4.537028171121851e-25
-3.0,0.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.753738025928845e-17,2.753737916661232e-17,-1.0926761320809687e-24
-3.0,0.09999999999999964,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.751960580228591e-17,2.7519602411665666e-17,-3.3906202452699985e-24
-3.0,0.1999999999999993,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7501826382199697e-17,2.7501825655614633e-17,-7.265850637562684e-25
-3.0,0.3000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7484048616474707e-17,2.7484048900235832e-17,2.8376112540217105e-25
-3.0,0.4000000000000003,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7466274159472167e-17,2.7466272140679597e-17,-2.0187925701455134e-24
-3.0,0.5,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7448498048108403e-17,2.744849539034252e-17,-2.657765882032809e-24
-3.0,0.5999999999999996,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7430720282383413e-17,2.7430718636932397e-17,-1.6454510165296807e-24
-3.0,0.6999999999999993,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7412942516658423e-17,2.7412941877376162e-17,-6.392822618652545e-25
-3.0,0.8000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7395164750933434e-17,2.7395165123966034e-17,3.7303260055638596e-25
-3.0,0.9000000000000004,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.737738863956967e-17,2.73773883582637e-17,-2.8130596839799366e-25
-3.0,1.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.735961418256713e-17,2.7359611617145777e-17,-2.565421352999987e-24
-3.0,1.0999999999999996,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.734183641684214e-17,2.7341834851443443e-17,-1.5653986968483114e-24
-3.0,1.1999999999999993,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.732405865111715e-17,2.7324058098033313e-17,-5.530838375081588e-25
-3.0,1.3000000000000005,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7306282539753386e-17,2.7306281344623186e-17,-1.1951302001925737e-24
-3.0,1.3010299956639813,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.73060989056574e-17,2.730609823993657e-17,-6.657208303331477e-25
-2.8,-1.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7178400417052688e-17,2.717839869564385e-17,-1.721408836882674e-24
-2.8,-0.9000000000000005,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.715938518913132e-17,2.7159383072346453e-17,-2.1167848656290917e-24
-2.8,-0.8000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.714036996120995e-17,2.7140367473633465e-17,-2.4875764849170678e-24
-2.8,-0.6999999999999995,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7121353078927356e-17,2.712135187492048e-17,-1.2040068760175006e-24
-2.8,-0.5999999999999998,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7102337851005987e-17,2.7102336288499698e-17,-1.562506289035512e-24
-2.8,-0.5000000000000001,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7083322623084618e-17,2.708332068978671e-17,-1.933297908323488e-24
-2.8,-0.40000000000000047,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.706430739516325e-17,2.7064305103365927e-17,-2.2917973213414994e-24
-2.8,-0.3000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.704529216724188e-17,2.704528951079904e-17,-2.656442839035237e-24
-2.8,-0.19999999999999923,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7026275284959286e-17,2.702627391823216e-17,-1.3667271254599435e-24
-2.8,-0.09999999999999964,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7007260057037917e-17,2.7007258319519172e-17,-1.7375187447479196e-24
-2.8,0.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6988244829116548e-17,2.6988242723879234e-17,-2.1052373132387765e-24
-2.8,0.09999999999999964,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.696922960119518e-17,2.6969227131312354e-17,-2.4698828247695383e-24
-2.8,0.1999999999999993,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.695021437327381e-17,2.695021153735299e-17,-2.835920820627947e-24
-2.8,0.3000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6931197490991215e-17,2.693119594310553e-17,-1.5478856858480775e-24
-2.8,0.4000000000000003,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6912182263069846e-17,2.6912180347465595e-17,-1.9156042512574465e-24
-2.8,0.5,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6893167035148477e-17,2.6893164757971766e-17,-2.277176711991089e-24
-2.8,0.5999999999999996,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.687415180722711e-17,2.687414916540488e-17,-2.6418222296848268e-24
-2.8,0.6999999999999993,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.685513657930574e-17,2.685513356669189e-17,-3.012613848972803e-24
-2.8,0.8000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6836119697023145e-17,2.6836117967978902e-17,-1.7290442431547236e-24
-2.8,0.9000000000000004,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6817104469101776e-17,2.6817102369265917e-17,-2.0998358593612118e-24
-2.8,1.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6798089241180407e-17,2.6798086782845135e-17,-2.458335272379223e-24
-2.8,1.0999999999999996,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6779074013259038e-17,2.6779071184132147e-17,-2.8291268916671992e-24
-2.8,1.1999999999999993,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.676005878533767e-17,2.676005558541916e-17,-3.1999185078736874e-24
