mae_log,rmse_log,mae_linear,mae_model_space,rmse_model_space,r2_model_space,picp_95,mpiw_log,mean_std_log,raw_picp_95,calibrated_picp_95,raw_mpiw_log,calibrated_mpiw_log,standard_conformal_picp_95,no_shrink_conformal_picp_95,standard_conformal_mpiw_log,no_shrink_conformal_mpiw_log,raw_gaussian_nll_model_space,standard_conformal_gaussian_nll_model_space,no_shrink_conformal_gaussian_nll_model_space,calibrated_gaussian_nll_model_space,raw_interval_score_95,standard_conformal_interval_score_95,no_shrink_conformal_interval_score_95,calibrated_interval_score_95,raw_curve_coverage_95,standard_conformal_curve_coverage_95,no_shrink_conformal_curve_coverage_95,calibrated_curve_coverage_95,raw_group_coverage_95,standard_conformal_group_coverage_95,no_shrink_conformal_group_coverage_95,calibrated_group_coverage_95,raw_device_coverage_95,standard_conformal_device_coverage_95,no_shrink_conformal_device_coverage_95,calibrated_device_coverage_95,raw_subcurve_coverage_95,standard_conformal_subcurve_coverage_95,no_shrink_conformal_subcurve_coverage_95,calibrated_subcurve_coverage_95,test_group_count,test_device_count,test_subcurve_count,test_point_count,mpiw_model_space,mean_std_model_space,calibration_z,calibration_raw_quantile,raw_z,standard_conformal_z,no_shrink_conformal_z,calibration_std_scale_vs_normal,calibration_unit,calibration_score_count,calibration_group_columns,calibration_sigma_floor_standardized,calibration_sigma_floor_model_space,seed,task,model,inference_method,calibration_device_count,calibration_subcurve_count,calibration_point_count,points_per_calibration_device,points_per_test_device,split_seed,run_label,source_checkpoint,source_manifest,raw_device_coverage_95_wilson_low,raw_device_coverage_95_wilson_high,standard_conformal_device_coverage_95_wilson_low,standard_conformal_device_coverage_95_wilson_high,no_shrink_conformal_device_coverage_95_wilson_low,no_shrink_conformal_device_coverage_95_wilson_high,calibrated_device_coverage_95_wilson_low,calibrated_device_coverage_95_wilson_high
1.5372559505904546e-20,3.410622913706362e-20,1.537268828215423e-20,1.5372559505904546e-20,3.410622913706362e-20,0.9998813413238631,100.0,2.9596893756076275e-19,5.078719704028154e-20,99.84375,100.0,1.9908581239790362e-19,2.9596893756076275e-19,100.0,100.0,2.9596893756076275e-19,2.9596893756076275e-19,-3.534855740070347,-3.17265011280418,-3.17265011280418,-3.17265011280418,1.9956449453336192e-19,2.9596893756076275e-19,2.9596893756076275e-19,2.9596893756076275e-19,68.75,100.0,100.0,100.0,68.75,100.0,100.0,100.0,68.75,100.0,100.0,100.0,97.5,100.0,100.0,100.0,16,16,400,6400,2.9596893756076275e-19,5.078719704028154e-20,2.9138144533357186,2.9138144533357186,1.96,2.9138144533357186,2.9138144533357186,1.4866400272121014,curve,24,_curve_id,0.0009593232534825802,3.1819742949891274e-21,44,Capacitance,bayesian_kan_vi,vi,24,600,9600,400,400,44,device_cluster_checkpoint_recalibration,artifacts\results\uq_repeated_grouped_capacitance\seed_44\Capacitance-bayes-results\model_checkpoint.pt,artifacts\results\uq_repeated_grouped_capacitance\seed_44\capacitance_split_manifest.csv,44.40435583474066,85.83535614521796,80.63923194655636,100.00000000000003,80.63923194655636,100.00000000000003,80.63923194655636,100.00000000000003
