task,source,source_kind,family,budget,selected_alpha,terms,formula_chars,latency_per_point_s,test_finite_rate,dense_finite_rate,swept_axis_derivative_finite_rate,formula_to_network_rmse,formula_to_network_r2,formula_to_tcad_rmse,formula_to_tcad_r2,pareto_rmse_terms,pareto_rmse_chars,json_path,veriloga_path
I_photo,bkan_parameter_mean,teacher_distillation,additive_spline,4,0.0001,31,7104,1.425633323378861e-07,1.0,1.0,1.0,0.0023297263670659374,0.9895025041352259,0.0045697964298225344,0.9590254854665146,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\additive_spline_4\formula.va
I_photo,bkan_parameter_mean,teacher_distillation,additive_spline,6,0.01,43,8389,1.4246333157643676e-07,1.0,1.0,1.0,0.0019558429486948156,0.9926014972477198,0.005241154219430149,0.9461018341502171,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\additive_spline_6\formula.va
I_photo,bkan_parameter_mean,teacher_distillation,additive_spline,8,0.01,55,9613,1.340866651541243e-07,1.0,1.0,1.0,0.0013231942298645189,0.9966137183350419,0.004859100171289344,0.9536732522108655,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\additive_spline_8\formula.va
I_photo,bkan_parameter_mean,teacher_distillation,polynomial,1,0.01,7,821,1.913866668473929e-07,1.0,1.0,1.0,0.006936304848183621,0.9069466042227257,0.007499235320976964,0.8896546409769223,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\polynomial_1\formula.va
I_photo,bkan_parameter_mean,teacher_distillation,polynomial,2,0.01,28,1595,1.3340233320680758e-06,1.0,1.0,1.0,0.0037263833806064485,0.9731434049415131,0.0047086637207404665,0.9564973753953959,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\polynomial_2\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\polynomial_2\formula.va
I_photo,bkan_parameter_mean,teacher_distillation,polynomial,3,0.01,84,3658,3.965746665683885e-06,1.0,1.0,1.0,0.004002478656629775,0.9690162534214009,0.004147339350213336,0.9662511286571176,True,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\polynomial_3\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\polynomial_3\formula.va
I_photo,dkan,teacher_distillation,additive_spline,4,0.01,31,7122,1.260933349840343e-07,1.0,1.0,1.0,0.004188508463430854,0.9655020896300798,0.004641988719415364,0.9577206530888525,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\dkan\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\dkan\additive_spline_4\formula.va
I_photo,dkan,teacher_distillation,additive_spline,6,0.01,43,8362,1.2994666661446292e-07,1.0,1.0,1.0,0.004154306054837756,0.9660631935128547,0.0056847186497382,0.9365928753859012,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\dkan\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\dkan\additive_spline_6\formula.va
I_photo,dkan,teacher_distillation,additive_spline,8,0.01,55,9524,1.369333340941618e-07,1.0,1.0,1.0,0.004158629966760558,0.9659925120919042,0.0053720997339687165,0.9433749964401938,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\dkan\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\dkan\additive_spline_8\formula.va
I_photo,dkan,teacher_distillation,polynomial,1,0.01,7,821,1.6088666549573342e-07,1.0,1.0,1.0,0.007872179197347657,0.8781392243990916,0.00747185615425775,0.8904588960313445,True,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\dkan\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\dkan\polynomial_1\formula.va
I_photo,dkan,teacher_distillation,polynomial,2,0.01,28,1599,9.102599986363202e-07,1.0,1.0,1.0,0.0056462381725861845,0.9373108498241113,0.004954412022311792,0.9518380180732785,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\dkan\polynomial_2\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\dkan\polynomial_2\formula.va
