task,seed,source,source_kind,family,budget,fit_rows,validation_rows,calibration_rows_untouched,test_rows,selected_alpha,validation_source_rmse,fit_time_selected_candidate_s,candidate_fit_time_total_s,terms,formula_chars,veriloga_lines,json_path,veriloga_path,formula_to_network_rmse,formula_to_network_r2,formula_to_network_p95_abs_error,formula_to_network_max_abs_error,formula_to_tcad_rmse,formula_to_tcad_r2,formula_to_tcad_p95_abs_error,formula_to_tcad_max_abs_error,test_finite_rate,dense_train_envelope_points,dense_finite_rate,swept_axis_derivative_finite_rate,independent_json_replay_max_abs_error,latency_per_point_s,calibration_used,test_used_for_selection,pareto_rmse_terms,pareto_rmse_chars
I_photo,48,bkan_parameter_mean,teacher_distillation,polynomial,1,1664,256,384,256,0.01,0.007332367528369596,0.0007385999779216945,0.003499399987049401,7,821,23,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\polynomial_1\formula.va,0.006936304848183621,0.9069466042227257,0.012450516051585425,0.02110854601213319,0.007499235320976964,0.8896546409769223,0.013515540165871753,0.021752027794891937,1.0,5000,1.0,1.0,4.440892098500626e-16,1.913866668473929e-07,False,False,False,False
I_photo,48,bkan_parameter_mean,teacher_distillation,polynomial,2,1664,256,384,256,0.01,0.003659293275848962,0.0009487000061199069,0.004318899998907,28,1595,44,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\polynomial_2\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\polynomial_2\formula.va,0.0037263833806064485,0.9731434049415131,0.006932259951717978,0.011718728161658643,0.0047086637207404665,0.9564973753953959,0.008845724225371554,0.011513394021709367,1.0,5000,1.0,1.0,4.440892098500626e-16,1.3340233320680758e-06,False,False,False,True
I_photo,48,bkan_parameter_mean,teacher_distillation,polynomial,3,1664,256,384,256,0.01,0.005314673697942813,0.002150000014808029,0.00885560002643615,84,3658,100,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\polynomial_3\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\polynomial_3\formula.va,0.004002478656629775,0.9690162534214009,0.009072904527447911,0.012896866055151168,0.004147339350213336,0.9662511286571176,0.007163735028230311,0.00972357149853842,1.0,5000,1.0,1.0,4.440892098500626e-16,3.965746665683885e-06,False,False,True,True
I_photo,48,bkan_parameter_mean,teacher_distillation,additive_spline,4,1664,256,384,256,0.0001,0.001754311777344593,0.0013905999949201941,0.005982300033792853,31,7104,196,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\additive_spline_4\formula.va,0.0023297263670659374,0.9895025041352259,0.004876900632420189,0.005739547047513227,0.0045697964298225344,0.9590254854665146,0.0075056233345920376,0.010764487734649109,1.0,5000,1.0,1.0,8.881784197001252e-16,1.425633323378861e-07,False,False,False,False
I_photo,48,bkan_parameter_mean,teacher_distillation,additive_spline,6,1664,256,384,256,0.01,0.002046031756931611,0.0014367999974638224,0.006123799947090447,43,8389,232,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\additive_spline_6\formula.va,0.0019558429486948156,0.9926014972477198,0.003852118413560812,0.004941860046025592,0.005241154219430149,0.9461018341502171,0.010764873846248468,0.014195254866329776,1.0,5000,1.0,1.0,8.881784197001252e-16,1.4246333157643676e-07,False,False,False,False
I_photo,48,bkan_parameter_mean,teacher_distillation,additive_spline,8,1664,256,384,256,0.01,0.001917163415007316,0.0016734999953769147,0.006835400010459125,55,9613,268,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\bkan_parameter_mean\additive_spline_8\formula.va,0.0013231942298645189,0.9966137183350419,0.002831983742457078,0.0035222019918670355,0.004859100171289344,0.9536732522108655,0.009866489299781511,0.013542133839362425,1.0,5000,1.0,1.0,8.881784197001252e-16,1.340866651541243e-07,False,False,False,False
I_photo,48,dkan,teacher_distillation,polynomial,1,1664,256,384,256,0.01,0.00846751522025297,0.0005289000109769404,0.002446100057568401,7,821,23,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\dkan\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\dkan\polynomial_1\formula.va,0.007872179197347657,0.8781392243990916,0.014260681414446919,0.024497711073379058,0.00747185615425775,0.8904588960313445,0.013271266914651858,0.021942104253721784,1.0,5000,1.0,1.0,4.440892098500626e-16,1.6088666549573342e-07,False,False,True,True
I_photo,48,dkan,teacher_distillation,polynomial,2,1664,256,384,256,0.01,0.005444800089057012,0.0007151999743655324,0.0032351998961530626,28,1599,44,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\dkan\polynomial_2\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\dkan\polynomial_2\formula.va,0.0056462381725861845,0.9373108498241113,0.010059823485776498,0.013958075287251681,0.004954412022311792,0.9518380180732785,0.00861102172813133,0.012175681529665194,1.0,5000,1.0,1.0,4.440892098500626e-16,9.102599986363202e-07,False,False,False,False
I_photo,48,dkan,teacher_distillation,polynomial,3,1664,256,384,256,0.01,0.00851543838503308,0.002159200026653707,0.008466300030704588,84,3649,100,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\dkan\polynomial_3\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\dkan\polynomial_3\formula.va,0.005631956683724207,0.9376275782731234,0.012705196166456156,0.017256794271455878,0.004719010164068729,0.9563059869374417,0.0072434087044798146,0.00828920741991146,1.0,5000,1.0,1.0,4.440892098500626e-16,3.0283599994921434e-06,False,False,False,False
I_photo,48,dkan,teacher_distillation,additive_spline,4,1664,256,384,256,0.01,0.004886103622111056,0.0013548999559134245,0.006172099965624511,31,7122,196,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\dkan\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\I_photo\exports\I_photo\dkan\additive_spline_4\formula.va,0.004188508463430854,0.9655020896300798,0.008331452082624202,0.010447145720626327,0.004641988719415364,0.9577206530888525,0.009186660429710503,0.01152712984452453,1.0,5000,1.0,1.0,8.881784197001252e-16,1.260933349840343e-07,False,False,False,False
