task,sample_id,structure_group_id,bias_v,trap_assisted_recomb_A,ge_sio2_recomb_velocity,ge_si_recomb_velocity,simulation_temperature,ge_width_scale,current_A,_curve_id
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-9.25,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,3.60897057949369e-07,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-9.125,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,3.0729982112034093e-07,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-9.0,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,2.674624232984217e-07,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-8.875,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,2.3674829261793425e-07,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-8.75,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,2.1234430979977605e-07,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-8.625,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.9247038022557202e-07,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-8.5,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.75950825418499e-07,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-8.375,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.6198425713278317e-07,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-8.25,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.5002958824761384e-07,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-8.125,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.3970079318518364e-07,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-8.0,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.306869460437013e-07,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-7.875,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.227319731304809e-07,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-7.75,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.1563549711213497e-07,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-7.625,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.092497617928087e-07,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-7.5,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.0345908768835613e-07,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-7.375,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,9.816073716563197e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-7.25,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,9.32650274404659e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-7.125,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,8.869897221516616e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-7.0,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,8.442295069016225e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-6.875,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,8.04528136206699e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-6.75,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,7.681233036368907e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-6.625,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,7.347368146736617e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-6.5,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,7.038388449912142e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-6.375,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,6.750797186027936e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-6.25,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,6.482609439285831e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-6.125,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,6.231917523256932e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-6.0,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,5.994267193824085e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-5.875,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,5.7630400149975616e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-5.75,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,5.537060193781623e-08,apd_structure_20260818_00046
