task,sample_id,structure_group_id,trap_assisted_recomb_A,ge_sio2_recomb_velocity,ge_si_recomb_velocity,simulation_temperature,ge_width_scale,optical_power_W,voltage_at_gain_threshold_v,_curve_id
APD_V_M10,apd_20260818_00121,apd_structure_20260818_00060,2.0668170579174277e-10,3525.9097339971254,524.6731527709055,297.4023285321864,0.9905441052766072,3e-07,-9.485361468910185,apd_structure_20260818_00060
APD_V_M10,apd_20260818_00123,apd_structure_20260818_00061,3.0087801994920063e-10,3365.8626801381106,536.4602295350886,298.60305947845694,1.004969943919788,3e-07,-9.493702923160315,apd_structure_20260818_00061
APD_V_M10,apd_20260818_00130,apd_structure_20260818_00065,1.4984976654353441e-09,2464.5583878542284,693.3695216898142,308.17597249607354,0.9888375855796386,1e-07,-9.475213425248846,apd_structure_20260818_00065
APD_V_M10,apd_20260818_00132,apd_structure_20260818_00066,4.1158223817202607e-10,2133.213524824349,714.9759499351964,295.4549132723941,0.9993773132422816,1e-07,-9.47240148922352,apd_structure_20260818_00066
APD_V_M10,apd_20260818_00126,apd_structure_20260818_00063,1.0824128782509812e-09,2549.387142662602,753.4287977492586,311.4848392341101,1.0188785292819391,1e-07,-9.48106600769519,apd_structure_20260818_00063
APD_V_M10,apd_20260818_00128,apd_structure_20260818_00064,8.48377501848545e-10,2843.9111966278706,484.8716029856334,296.0145293650035,1.0158237986558438,1e-07,-9.492296118825188,apd_structure_20260818_00064
APD_V_M10,apd_20260818_00131,apd_structure_20260818_00065,1.4984976654353441e-09,2464.5583878542284,693.3695216898142,308.17597249607354,0.9888375855796386,3e-07,-9.482326073348672,apd_structure_20260818_00065
APD_V_M10,apd_20260818_00127,apd_structure_20260818_00063,1.0824128782509812e-09,2549.387142662602,753.4287977492586,311.4848392341101,1.0188785292819391,3e-07,-9.495623908108293,apd_structure_20260818_00063
APD_V_M10,apd_20260818_00129,apd_structure_20260818_00064,8.48377501848545e-10,2843.9111966278706,484.8716029856334,296.0145293650035,1.0158237986558438,3e-07,-9.493806602306403,apd_structure_20260818_00064
APD_V_M10,apd_20260818_00133,apd_structure_20260818_00066,4.1158223817202607e-10,2133.213524824349,714.9759499351964,295.4549132723941,0.9993773132422816,3e-07,-9.480909522462152,apd_structure_20260818_00066
APD_V_M10,apd_20260818_00134,apd_structure_20260818_00067,3.84633087900459e-09,2959.2496457739194,927.2003339815304,288.1475795544361,0.982953638091284,1e-07,-9.510950548005988,apd_structure_20260818_00067
APD_V_M10,apd_20260818_00136,apd_structure_20260818_00068,5.245984813160556e-10,1829.9295112080824,784.9780144272925,313.37424969533936,1.0100222580426488,1e-07,-9.508761132767695,apd_structure_20260818_00068
APD_V_M10,apd_20260818_00140,apd_structure_20260818_00070,3.709153734666421e-09,3971.2696415171854,473.21932577292125,289.6678427377105,1.0064269146626237,1e-07,-9.484812986422694,apd_structure_20260818_00070
