task,sample_id,structure_group_id,bias_v,trap_assisted_recomb_A,ge_sio2_recomb_velocity,ge_si_recomb_velocity,simulation_temperature,ge_width_scale,optical_power_W,current_A,_curve_id
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-1.125,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,1.2876691139332336e-08,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-1.25,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,1.6850499507507277e-08,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-1.375,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,2.220883919413116e-08,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-1.5,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,3.0835115080729616e-08,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-1.625,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,4.74234622189788e-08,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-1.75,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,6.074565896545138e-08,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-1.875,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,7.080827168556844e-08,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-2.0,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,7.894919986919615e-08,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-2.125,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,8.609554984067424e-08,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-2.25,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,9.245225477250284e-08,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-2.375,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,9.810646739382809e-08,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-2.5,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,1.0322017309578029e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-2.625,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,1.0789307466851465e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-2.75,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,1.1212298902309409e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-2.875,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,1.1621940766780793e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-3.0,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,1.2056132322831622e-07,apd_structure_20260818_00050
