mechanism_index,mechanism,photo_role,mechanism_drive,mechanism_initial_sign,mechanism_scale,term_index,term_name,expression,dependencies,probability,active_gate,coefficient_model_space
0,photogeneration,main,all,-1.0,-1.074963927268982,0,one,1,,0.8300318121910095,1.0,0.08638544380664825
1,field_collection,main,reverse,-1.0,-0.2749744951725006,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.8278996348381042,1.0,-0.08797202259302139
1,field_collection,main,reverse,-1.0,-0.2749744951725006,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.8193874955177307,1.0,-0.08633831143379211
1,field_collection,main,reverse,-1.0,-0.2749744951725006,7,reverse_gate_light_voltage,sigmoid(-light_voltage/0.2),light_voltage,0.8157349824905396,1.0,0.07857540994882584
1,field_collection,main,reverse,-1.0,-0.2749744951725006,24,collection_saturation_length,(1-exp(-softplus(-light_voltage/0.2)))*active_layer_length,"light_voltage,active_layer_length",0.8116103410720825,1.0,0.09947450459003448
1,field_collection,main,reverse,-1.0,-0.2749744951725006,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.8026003837585449,1.0,0.07313183695077896
4,higher_order_symbolic_residual,residual,all,0.0,1.0,0,one,1,,0.7935826778411865,1.0,-0.05613144487142563
1,field_collection,main,reverse,-1.0,-0.2749744951725006,0,one,1,,0.7874141335487366,1.0,0.06388083845376968
1,field_collection,main,reverse,-1.0,-0.2749744951725006,3,soft_reverse_light_voltage,softplus(-light_voltage/0.2),light_voltage,0.7872871160507202,1.0,0.07114686071872711
1,field_collection,main,reverse,-1.0,-0.2749744951725006,1,light_voltage_z,scaled(light_voltage),light_voltage,0.7663803696632385,1.0,-0.06357868760824203
1,field_collection,main,reverse,-1.0,-0.2749744951725006,5,reverse_saturation_light_voltage,1-exp(-(softplus(-light_voltage/0.2)-log(2))),light_voltage,0.7652605175971985,1.0,0.055064864456653595
1,field_collection,main,reverse,-1.0,-0.2749744951725006,4,tanh_reverse_light_voltage,tanh(-light_voltage/1.0),light_voltage,0.7444246411323547,1.0,0.04700921103358269
0,photogeneration,main,all,-1.0,-1.074963927268982,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.7335061430931091,1.0,-0.0223798006772995
0,photogeneration,main,all,-1.0,-1.074963927268982,1,light_voltage_z,scaled(light_voltage),light_voltage,0.7331476807594299,1.0,-0.023638470098376274
0,photogeneration,main,all,-1.0,-1.074963927268982,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.7324507832527161,1.0,-0.02694324031472206
4,higher_order_symbolic_residual,residual,all,0.0,1.0,6,forward_gate_light_voltage,sigmoid(light_voltage/0.2),light_voltage,0.7307742834091187,1.0,0.008390658535063267
4,higher_order_symbolic_residual,residual,all,0.0,1.0,3,soft_reverse_light_voltage,softplus(-light_voltage/0.2),light_voltage,0.7304141521453857,1.0,0.03047936037182808
0,photogeneration,main,all,-1.0,-1.074963927268982,24,collection_saturation_length,(1-exp(-softplus(-light_voltage/0.2)))*active_layer_length,"light_voltage,active_layer_length",0.7254811525344849,1.0,0.02097197435796261
1,field_collection,main,reverse,-1.0,-0.2749744951725006,2,light_voltage_z2,scaled(light_voltage)^2,light_voltage,0.713537871837616,1.0,-0.05324149876832962
4,higher_order_symbolic_residual,residual,all,0.0,1.0,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.7018280625343323,1.0,0.015580886043608189
4,higher_order_symbolic_residual,residual,all,0.0,1.0,24,collection_saturation_length,(1-exp(-softplus(-light_voltage/0.2)))*active_layer_length,"light_voltage,active_layer_length",0.6980600953102112,1.0,0.008688201196491718
4,higher_order_symbolic_residual,residual,all,0.0,1.0,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.6949027180671692,1.0,-0.0085749551653862
4,higher_order_symbolic_residual,residual,all,0.0,1.0,22,reverse_drive_surface_recomb,softplus(-light_voltage/0.2)*(ge_sio2_recomb_velocity + ge_si_recomb_velocity)/active_layer_length,"light_voltage,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length",0.6945497989654541,1.0,0.005471194162964821
4,higher_order_symbolic_residual,residual,all,0.0,1.0,4,tanh_reverse_light_voltage,tanh(-light_voltage/1.0),light_voltage,0.692422091960907,1.0,-0.0007130290614441037
4,higher_order_symbolic_residual,residual,all,0.0,1.0,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.6799659132957458,1.0,-0.0007693113293498755
