test_rmse,test_mae,test_r2,active_symbolic_terms,selected_symbolic_weight,y_scale,pure_symbolic_student,kan_contribution_at_inference,bayesian_weight_min,bayesian_weight_median,bayesian_weight_max,bayesian_distill_weight,teacher_rmse,teacher_mae,teacher_r2,pure_symbolic_formula_path,pure_symbolic_exported_terms,pure_symbolic_export_rmse,pure_symbolic_export_max_abs_error
0.0036046465370944115,0.0029309989967866885,0.9743764982892491,71.0,1.0,3.3712586758532748,True,0.0,0.22503778338432312,0.9576350748538971,2.4431772232055664,0.25,0.002683965578347239,0.0021414142102003098,0.9854973776311055,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\symbolic_fixed_teacher\seed_43\photo_current_symbolic_gated_kan\pure_symbolic_formula.txt,71.0,1.9760858644572852e-07,5.413733337178428e-07
