task,scenario,seed,domain,n_rows,n_groups,rmse,r2,raw_point_coverage_95,calibrated_point_coverage_95,raw_group_coverage_95,calibrated_group_coverage_95,raw_mpiw,calibrated_mpiw,mean_predictive_std,median_predictive_std,mean_epistemic_std,mean_aleatoric_std,gaussian_nll,gaussian_crps,interval_score_95,abs_error_std_spearman,aurc_abs_error
photo_current,temperature_high,43,id_test,208,13,0.0052220418089107936,0.945724596826662,100.0,100.0,100.0,100.0,0.04939150344637222,0.04939150344637222,0.012599873328156125,0.0125803337617196,0.00302298171043751,0.012192610510343092,-3.3706102210892417,0.003782824552933333,0.04939150344637222,-0.1875590084972236,0.004224501551026386
photo_current,temperature_high,43,ood_test,512,32,0.007205976156969762,0.9031346795771529,96.875,96.875,96.875,96.875,0.040624718716121,0.040624718716121,0.01036344865207164,0.0103441268924854,0.004429843571897012,0.009308355235051677,-3.402115913988823,0.00413814167320114,0.047312927228825644,-0.01178719129444616,0.006012456906152791
photo_current,temperature_high,44,id_test,208,13,0.004456808389093874,0.9618256461965523,100.0,100.0,100.0,100.0,0.046988795650734855,0.046988795650734855,0.01198693766600374,0.0121461340841185,0.0029148992863103473,0.011599011523579146,-3.4389729596887504,0.0034712993982326853,0.046988795650734855,-0.06177956292372768,0.004341420224590645
photo_current,temperature_high,44,ood_test,512,32,0.006736085702455135,0.9153556672454277,97.4609375,97.4609375,96.875,96.875,0.03723216785328029,0.03723216785328029,0.009498002003387782,0.009309736201290952,0.0045174816569886695,0.00825286637493305,-3.484358562803992,0.0038979163331127366,0.040480380455486686,0.1268837225769904,0.005232445198684914
photo_current,trap_high,42,id_test,208,13,0.006086505779740165,0.9290395909246728,100.0,100.0,100.0,100.0,0.04807189666363706,0.04807189666363706,0.012263238944805325,0.01235379400771525,0.00294687912607348,0.011884771767445967,-3.3598553019021136,0.004029316025380545,0.04807189666363706,-0.17818165815877485,0.005320426635629779
photo_current,trap_high,42,ood_test,512,32,0.006412247619974102,0.9186440950354077,98.6328125,98.6328125,96.875,96.875,0.04148294764309007,0.04148294764309007,0.010582384602829044,0.01064838412155445,0.00458990042018434,0.009444164346083757,-3.445576233393266,0.0038852827173172385,0.04229170523070794,0.11894775108433184,0.004767590327702834
photo_current,trap_high,43,id_test,208,13,0.005976918090065685,0.9291558423919639,100.0,100.0,100.0,100.0,0.07693223279971523,0.07693223279971523,0.019625569591764053,0.01958064218779365,0.0030090308697382304,0.01938267375785294,-2.9658635247254996,0.005301392265867893,0.07693223279971523,0.18844580286227883,0.00521758561224655
photo_current,trap_high,43,ood_test,512,32,0.006664655884255873,0.9121131353992797,100.0,100.0,100.0,100.0,0.07960381708033368,0.07960381708033368,0.020307096193962627,0.02017224477018275,0.004622621437004098,0.01975523343031511,-2.9235337878834837,0.005594289196816609,0.07960381708033368,-0.12136031788947252,0.005673596475033215
photo_current,trap_high,44,id_test,208,13,0.00465476511484427,0.9594287600178214,100.0,100.0,100.0,100.0,0.07842322638414131,0.07842322638414131,0.02000592509799519,0.01995892913043345,0.0033496611897822406,0.01971405081429623,-2.965643764824491,0.005104349655988442,0.07842322638414131,-0.2889442746422151,0.004454945102773148
photo_current,trap_high,44,ood_test,512,32,0.009661035650906135,0.8153216950688469,100.0,100.0,100.0,100.0,0.07965347013907519,0.07965347013907519,0.02031976279058036,0.0202480184099995,0.004323878272917608,0.019840138468967768,-2.863252671233213,0.006518356501792024,0.07965347013907519,-0.2479261080784152,0.008924886595461236
ac_response,frequency_high,42,id_test,352,16,0.02657852598044511,0.9996647529800198,100.0,100.0,100.0,100.0,0.3690605914634619,0.3690605914634619,0.0941481100672096,0.0663071800646214,0.04190905477157164,0.08401684092158462,-1.5949362640745213,0.023829065198443574,0.3690605914634619,0.7659304419219433,0.005779070126299622
ac_response,frequency_high,42,ood_test,96,16,2.0142143645118433,-8.448923319987161,35.41666666666667,35.41666666666667,0.0,0.0,1.06087090284111,1.06087090284111,0.270630332357426,0.27039086091605885,0.23434742136463846,0.09309254344766528,20.4378372157578,1.3955852217178117,43.12927821683146,0.8683803581117742,0.6940755092596734
ac_response,frequency_high,43,id_test,352,16,0.029441562235511417,0.9995855370870809,100.0,100.0,100.0,100.0,0.42455872303201386,0.42455872303201386,0.10830579669184023,0.082857729337623,0.04389473344327908,0.09868317830879524,-1.4385941626439418,0.027323379843256338,0.42455872303201386,0.779165043329349,0.007034498646943514
ac_response,frequency_high,43,ood_test,96,16,1.1168284034842557,-1.8593556832625104,31.25,31.25,0.0,0.0,0.8783582271163312,0.8783582271163312,0.22407097630518646,0.2257800861706169,0.19146317345537592,0.10101954112473109,16.451104881274443,0.8486822628270638,25.27331845338905,-0.6571893651654911,1.30641384606083
ac_response,frequency_high,44,id_test,352,16,0.02911577733917259,0.9995956391149359,100.0,100.0,100.0,100.0,0.416634262813348,0.416634262813348,0.10628425071769078,0.07655022261226604,0.04464596710348734,0.096055772351668,-1.4401198678455274,0.027156137028328833,0.416634262813348,0.7086491962554284,0.009080176346160557
ac_response,frequency_high,44,ood_test,96,16,2.4103387816662933,-12.67869576997477,33.33333333333333,33.33333333333333,0.0,0.0,0.8639058178889486,0.8639058178889486,0.22038413721656855,0.22181897452701935,0.19955106094657213,0.05207489155076905,42.14624479104922,1.7116428669915642,59.022982425963356,0.7882664134563212,0.8003584247164847
ac_response,length_high,42,id_test,364,13,0.05369350589496694,0.9995018136851628,100.0,100.0,100.0,100.0,0.6487103802103434,0.6487103802103434,0.1654873418903937,0.1375833156333137,0.0809419720318499,0.1437726150099203,-0.943491876380959,0.043053109142037235,0.6487103802103434,0.7153996688243263,0.010990501638299914
ac_response,length_high,42,ood_test,896,32,0.06532489874112671,0.9992646977564882,100.0,100.0,100.0,100.0,0.6455333970775262,0.6455333970775262,0.16467688700957303,0.14433568914928796,0.10985134042231649,0.11997947628094498,-0.8931138837987422,0.04640583318938037,0.6455333970775262,0.5148867467242496,0.0267050978679128
ac_response,length_high,43,id_test,364,13,0.041866396847783025,0.9997016409005853,100.0,100.0,100.0,100.0,0.7753077789595545,0.7753077789595545,0.1977825966733558,0.1673976551378313,0.08133726932554461,0.17915214891150644,-0.8626128296258114,0.04851482078641653,0.7753077789595545,0.7014181335476478,0.01160127528956002
ac_response,length_high,43,ood_test,896,32,0.11949927880042233,0.9975394116177202,100.0,100.0,100.0,100.0,0.7908385030300915,0.7908385030300915,0.20174451607910496,0.18870091840920655,0.11785421432878726,0.15944218787271566,-0.6838566128823642,0.06666695276542654,0.7908385030300915,0.5082898868801832,0.04374039951495617
ac_response,length_high,44,id_test,364,13,0.04988994431947239,0.9995794947875983,100.0,100.0,100.0,100.0,0.665432515897711,0.665432515897711,0.16975319283104873,0.1594523790364351,0.07286764389994188,0.15285570663481424,-0.9564632631875566,0.04320587411330363,0.665432515897711,0.5908091908091907,0.014158632310257735
ac_response,length_high,44,ood_test,896,32,0.080841938535692,0.9988738873456029,100.0,100.0,100.0,100.0,0.7863096636323614,0.7863096636323614,0.20058919990621463,0.19266809743219288,0.1065585685761452,0.16886072988790493,-0.7381758714268558,0.055744283492088646,0.7863096636323614,0.6115346579580243,0.02506545613161027
ac_response,temperature_high,42,id_test,364,13,0.059304557635882285,0.999414273252109,100.0,100.0,100.0,100.0,0.643382968314814,0.643382968314814,0.16412830824357494,0.12827732292669913,0.08247343912977383,0.14120597393556672,-0.9407511513458288,0.043888791429062685,0.643382968314814,0.7291219365939167,0.015997951879969385
ac_response,temperature_high,42,ood_test,896,32,0.057220228457813334,0.9994176425271535,100.0,100.0,100.0,100.0,0.7018662943036702,0.7018662943036702,0.17904752405705868,0.16064207084105891,0.12119245644186163,0.12855732165719444,-0.8154657702766543,0.04731018100749788,0.7018662943036702,0.6398515469228366,0.016552095965724607
ac_response,temperature_high,43,id_test,364,13,0.061898508864730487,0.9993677005097709,100.0,100.0,100.0,100.0,0.775152277885073,0.775152277885073,0.1977429280319064,0.1672180482679382,0.07820265980631265,0.1807703020449632,-0.8561859617561408,0.050561956343519385,0.775152277885073,0.7846377781620621,0.013496547235846288
ac_response,temperature_high,43,ood_test,896,32,0.05711114602983862,0.9994198607782171,100.0,100.0,100.0,100.0,0.9858962620170431,0.9858962620170431,0.2515041484737354,0.21538772551636895,0.1056150456658639,0.22626453084277287,-0.5940921261699094,0.06275978313748869,0.9858962620170431,0.5470076999148531,0.023338302290329675
ac_response,temperature_high,44,id_test,364,13,0.053581885272756216,0.999519543435488,100.0,100.0,100.0,100.0,0.6816809787667402,0.6816809787667402,0.17389820886906635,0.15669843697745495,0.07643199084942459,0.15575738761627503,-0.9306757549512283,0.04451300150701772,0.6816809787667402,0.6012945958151438,0.013763456198686392
ac_response,temperature_high,44,ood_test,896,32,0.08145364276641406,0.9988199198613861,100.0,100.0,100.0,100.0,0.8426972580312766,0.8426972580312766,0.21497379031410113,0.2046421885227915,0.11125606500559367,0.18324107609347814,-0.643367808111863,0.05977962879031518,0.8426972580312766,0.5403696012513112,0.03679364003997515
capacitance,voltage_extreme_reverse,42,id_test,4800,16,1.856232987396007e-19,0.9971804822683755,100.0,100.0,100.0,100.0,2.2352153474962334e-18,2.2352153474962334e-18,5.7020799681026385e-19,4.877406485358545e-19,3.722890727163877e-19,4.3018298455261285e-19,-41.114824130910584,1.4780359374040092e-19,2.2352153474962334e-18,0.40642626047857033,5.439453251036332e-20
capacitance,voltage_extreme_reverse,42,ood_test,1600,16,1.0544669205084254e-18,0.37293694759510354,50.0,50.0,0.0,0.0,1.957808695929741e-18,1.957808695929741e-18,4.994409938596279e-19,4.9434215189346675e-19,3.2017070590066893e-19,3.8178278195733985e-19,-38.998990101027424,6.95737475148755e-19,1.0526632026921934e-17,0.20805700720590395,8.418959184153046e-19
capacitance,voltage_extreme_reverse,43,id_test,4800,16,2.2406547631143206e-19,0.9959574168213056,100.0,100.0,100.0,100.0,2.2806174522401983e-18,2.2806174522401983e-18,5.817901663878059e-19,4.820663406173691e-19,3.8798047027481683e-19,4.3192720460507564e-19,-41.099597588094746,1.547818834967964e-19,2.2806174522401983e-18,0.4365489278134449,5.292987965095573e-20
capacitance,voltage_extreme_reverse,43,ood_test,1600,16,1.1555447300260866e-18,0.1835364130556898,49.875,49.875,0.0,0.0,1.9521333484847567e-18,1.9521333484847567e-18,4.979932011440708e-19,4.780547658492605e-19,3.334528024128832e-19,3.6861817746518574e-19,-38.596864497273984,7.693688293385019e-19,1.3147904263426954e-17,0.30957771174910614,8.507951251370279e-19
capacitance,voltage_extreme_reverse,44,id_test,4800,16,2.578100567770327e-19,0.9950494306807104,100.0,100.0,100.0,100.0,2.241234168940772e-18,2.241234168940772e-18,5.717434104440747e-19,4.840654941775475e-19,3.666598281831986e-19,4.370325558367214e-19,-41.11623874674249,1.5315258453037358e-19,2.241234168940772e-18,0.3340540988720869,5.2453157379011516e-20
capacitance,voltage_extreme_reverse,44,ood_test,1600,16,1.104294795955384e-18,0.4440189431711117,50.0,50.0,0.0,0.0,2.0377254370042038e-18,2.0377254370042038e-18,5.198279176031133e-19,4.994660825680955e-19,3.1548476357087017e-19,4.1117768425160203e-19,-39.054353562863525,7.17705077318766e-19,1.043821795561651e-17,0.45534588197104775,6.814711402241252e-19
capacitance,frequency_high,42,id_test,5120,16,1.516745079567989e-19,0.9978576554654895,100.0,100.0,100.0,100.0,2.0553194388338977e-18,2.0553194388338977e-18,5.243161833759945e-19,4.404234528672217e-19,3.444025970007921e-19,3.9328623731177047e-19,-41.212920659565285,1.3230324777914753e-19,2.0553194388338977e-18,0.43034665768344643,4.439709748689669e-20
