task,baseline,n_pairs,bkan_rmse_mean,baseline_rmse_mean,paired_delta_mean,paired_delta_median,naive_paired_bootstrap_ci95_low,naive_paired_bootstrap_ci95_high,corrected_repeated_split_ci95_low,corrected_repeated_split_ci95_high,corrected_standard_error,corrected_p_value_raw,wins,ties,losses,standardized_effect_dz,corrected_p_value_holm,comparison_family,selection_rule
I_dark,spline_ridge,10,0.007692457779675329,0.0062314324241857285,0.0014610253554895997,3.550032775429999e-05,-0.00010819017551848315,0.0032212879976034,-0.0017468278982278303,0.00466887860920703,0.0014180505698151555,0.32975851959007596,5,0,5,0.5191003576132944,0.6595170391801519,four prespecified BKAN-vs-baseline contrasts,prespecified architecture-independent Spline-Ridge reference; not selected from final-test performance
I_photo,spline_ridge,10,0.00502398709000596,0.00540899161364009,-0.00038500452363413013,-0.0005918520463226501,-0.0007492774866236306,1.2598432278431041e-05,-0.0011276189968799006,0.0003576099496116403,0.00032827713540786166,0.27098011197324245,7,0,3,-0.5908952393706051,0.8129403359197274,four prespecified BKAN-vs-baseline contrasts,prespecified architecture-independent Spline-Ridge reference; not selected from final-test performance
AC_Response,spline_ridge,10,0.06463519994046825,0.11175311467042322,-0.04711791472995499,-0.0500099870697187,-0.05271683503471023,-0.04092130300622999,-0.05858557986557857,-0.035650249594331405,0.005069349435226023,6.555023197725351e-06,10,0,0,-4.682945754147267,1.3110046395450702e-05,four prespecified BKAN-vs-baseline contrasts,prespecified architecture-independent Spline-Ridge reference; not selected from final-test performance
Capacitance,spline_ridge,10,6.853730269380608e-20,2.726179725200796e-19,-2.0408066982627352e-19,-2.0743505562748698e-19,-2.1465612804789186e-19,-1.9281209048763678e-19,-2.2529370032652835e-19,-1.828676393260187e-19,9.37734603462082e-21,4.304530400239606e-09,10,0,0,-10.964964313315708,1.2913591200718818e-08,four prespecified BKAN-vs-baseline contrasts,prespecified architecture-independent Spline-Ridge reference; not selected from final-test performance
