task,model,mae_log,rmse_log,mae_linear,mae_model_space,rmse_model_space,r2_model_space,picp_95,mpiw_log,mean_std_log,raw_picp_95,calibrated_picp_95,raw_mpiw_log,calibrated_mpiw_log,raw_gaussian_nll_model_space,calibrated_gaussian_nll_model_space,raw_interval_score_95,calibrated_interval_score_95,raw_curve_coverage_95,calibrated_curve_coverage_95,mpiw_model_space,mean_std_model_space,calibration_z,calibration_raw_quantile,calibration_std_scale_vs_normal,calibration_unit,calibration_score_count,derivative_mae_model_space,derivative_rmse_model_space,inference_method,comparison_eligible,comparison_status,hmc_acceptance_rate,train_curve_count,validation_curve_count,calibration_curve_count,test_curve_count,train_samples,validation_samples,calibration_samples,test_samples,train_fraction,validation_fraction,calibration_fraction,test_fraction,split_seed
I_dark,bayesian_kan_vi,0.0029233760698998,0.0045040390640869,2.709816404614691e-09,0.0029233760698998,0.0045040390640869,0.9993468826847292,100.0,0.15508117830578944,0.0209074406925755,100.0,100.0,0.0819571675148961,0.15508117830578944,-2.9688649458507927,-2.3423459371406308,0.0819571675148961,0.15508117830578944,100.0,100.0,0.15508117830578944,0.0209074406925755,3.708755667087957,3.708755667087957,1.8922222791265086,curve,24.0,0.017895698192329,0.0421888351952287,vi,True,eligible,,104,16,24,16,1560,240,360,240,0.65,0.1,0.15,0.1,47
I_photo,bayesian_kan_vi,0.0036322068898206,0.0043385252483977,4.159730605412071e-06,0.0036322068898206,0.0043385252483977,0.963831383506203,100.0,0.03814587091371907,0.0042556528797296,91.40625,100.0,0.0166821592885401,0.03814587091371907,-3.99699294747899,-3.626095514253317,0.0183414565523021,0.03814587091371907,87.5,100.0,0.03814587091371907,0.0042556528797296,4.48178834032898,4.48178834032898,2.2866267042494797,curve,24.0,0.0016852159659293,0.0038440921117733,vi,True,eligible,,104,16,24,16,1664,256,384,256,0.65,0.1,0.15,0.1,47
AC_Response,bayesian_kan_vi,0.0388672281433866,0.0862400923897199,0.0388672254549202,0.0388672281433866,0.0862400923897199,0.99876129336528,99.10714285714286,0.515251354989919,0.1314416721913059,99.10714285714286,99.10714285714286,0.515251354989919,0.515251354989919,-1.1917680989786317,-1.1917681090545027,0.5289993824685084,0.528999360724734,93.75,93.75,0.515251354989919,0.1314416721913059,1.96,1.3399938363534634,1.0,curve,24.0,,,vi,True,eligible,,104,16,24,16,2912,448,672,448,0.65,0.1,0.15,0.1,47
