mechanism_index,mechanism,photo_role,mechanism_drive,mechanism_initial_sign,mechanism_scale,term_index,term_name,expression,dependencies,probability,active_gate,coefficient_model_space
2,surface_recombination,surface_loss,reverse,1.0,0.022076981142163277,7,reverse_gate_light_voltage,sigmoid(-light_voltage/0.2),light_voltage,0.8821090459823608,1.0,-0.14839470386505127
4,higher_order_symbolic_residual,residual,all,0.0,1.0,4,tanh_reverse_light_voltage,tanh(-light_voltage/1.0),light_voltage,0.8810932636260986,1.0,0.015884285792708397
1,field_collection,main,reverse,-1.0,-0.27434834837913513,3,soft_reverse_light_voltage,softplus(-light_voltage/0.2),light_voltage,0.8657989501953125,1.0,0.13586491346359253
1,field_collection,main,reverse,-1.0,-0.27434834837913513,1,light_voltage_z,scaled(light_voltage),light_voltage,0.8626021146774292,1.0,-0.1581641137599945
1,field_collection,main,reverse,-1.0,-0.27434834837913513,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.8609784841537476,1.0,0.1306222826242447
1,field_collection,main,reverse,-1.0,-0.27434834837913513,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.8580959439277649,1.0,-0.14677870273590088
1,field_collection,main,reverse,-1.0,-0.27434834837913513,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.8218553066253662,1.0,-0.10410694777965546
1,field_collection,main,reverse,-1.0,-0.27434834837913513,0,one,1,,0.8156831860542297,1.0,0.0792108029127121
1,field_collection,main,reverse,-1.0,-0.27434834837913513,4,tanh_reverse_light_voltage,tanh(-light_voltage/1.0),light_voltage,0.8127661943435669,1.0,0.09619024395942688
4,higher_order_symbolic_residual,residual,all,0.0,1.0,0,one,1,,0.8082262277603149,1.0,-0.0825207456946373
2,surface_recombination,surface_loss,reverse,1.0,0.022076981142163277,8,temperature_z,scaled(simulation_temperature),simulation_temperature,0.8042014241218567,1.0,0.19257281720638275
0,photogeneration,main,all,-1.0,-1.0629116296768188,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.791597843170166,1.0,0.08574111759662628
0,photogeneration,main,all,-1.0,-1.0629116296768188,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.7906526327133179,1.0,0.051383793354034424
2,surface_recombination,surface_loss,reverse,1.0,0.022076981142163277,9,inverse_temperature,1/simulation_temperature,simulation_temperature,0.7896841168403625,1.0,-0.2183476686477661
1,field_collection,main,reverse,-1.0,-0.27434834837913513,7,reverse_gate_light_voltage,sigmoid(-light_voltage/0.2),light_voltage,0.7894300818443298,1.0,0.07638675719499588
0,photogeneration,main,all,-1.0,-1.0629116296768188,0,one,1,,0.7893491387367249,1.0,0.057930439710617065
2,surface_recombination,surface_loss,reverse,1.0,0.022076981142163277,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.7855335474014282,1.0,-0.1118272989988327
0,photogeneration,main,all,-1.0,-1.0629116296768188,1,light_voltage_z,scaled(light_voltage),light_voltage,0.778619647026062,1.0,0.036978643387556076
4,higher_order_symbolic_residual,residual,all,0.0,1.0,1,light_voltage_z,scaled(light_voltage),light_voltage,0.7770763039588928,1.0,0.05095423385500908
0,photogeneration,main,all,-1.0,-1.0629116296768188,24,collection_saturation_length,(1-exp(-softplus(-light_voltage/0.2)))*active_layer_length,"light_voltage,active_layer_length",0.7749759554862976,1.0,-0.05052817240357399
0,photogeneration,main,all,-1.0,-1.0629116296768188,2,light_voltage_z2,scaled(light_voltage)^2,light_voltage,0.756633996963501,1.0,-0.030391426756978035
4,higher_order_symbolic_residual,residual,all,0.0,1.0,24,collection_saturation_length,(1-exp(-softplus(-light_voltage/0.2)))*active_layer_length,"light_voltage,active_layer_length",0.7544335126876831,1.0,-0.04112910479307175
4,higher_order_symbolic_residual,residual,all,0.0,1.0,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.7532830238342285,1.0,0.024136818945407867
2,surface_recombination,surface_loss,reverse,1.0,0.022076981142163277,27,reverse_thermal_surface_recomb,softplus(-light_voltage/0.2)*(ge_sio2_recomb_velocity + ge_si_recomb_velocity)/(active_layer_length*simulation_temperature),"light_voltage,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature",0.7472867965698242,1.0,-0.0931428074836731
3,trap_recombination,trap_loss,reverse,1.0,0.02814064547419548,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.7364618182182312,1.0,-0.12159109115600586
4,higher_order_symbolic_residual,residual,all,0.0,1.0,7,reverse_gate_light_voltage,sigmoid(-light_voltage/0.2),light_voltage,0.7362440824508667,1.0,-0.023370608687400818
4,higher_order_symbolic_residual,residual,all,0.0,1.0,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.7348902821540833,1.0,-0.048346973955631256
4,higher_order_symbolic_residual,residual,all,0.0,1.0,5,reverse_saturation_light_voltage,1-exp(-(softplus(-light_voltage/0.2)-log(2))),light_voltage,0.7343449592590332,1.0,0.03989480063319206
4,higher_order_symbolic_residual,residual,all,0.0,1.0,6,forward_gate_light_voltage,sigmoid(light_voltage/0.2),light_voltage,0.7333899140357971,1.0,0.010449296794831753
4,higher_order_symbolic_residual,residual,all,0.0,1.0,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.7315813302993774,1.0,-0.03743595629930496
1,field_collection,main,reverse,-1.0,-0.27434834837913513,5,reverse_saturation_light_voltage,1-exp(-(softplus(-light_voltage/0.2)-log(2))),light_voltage,0.7271842360496521,1.0,0.04973091557621956
4,higher_order_symbolic_residual,residual,all,0.0,1.0,2,light_voltage_z2,scaled(light_voltage)^2,light_voltage,0.7236862778663635,1.0,-0.0057047042064368725
2,surface_recombination,surface_loss,reverse,1.0,0.022076981142163277,22,reverse_drive_surface_recomb,softplus(-light_voltage/0.2)*(ge_sio2_recomb_velocity + ge_si_recomb_velocity)/active_layer_length,"light_voltage,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length",0.7197267413139343,1.0,-0.07919902354478836
1,field_collection,main,reverse,-1.0,-0.27434834837913513,24,collection_saturation_length,(1-exp(-softplus(-light_voltage/0.2)))*active_layer_length,"light_voltage,active_layer_length",0.7157833576202393,1.0,0.04987287148833275
1,field_collection,main,reverse,-1.0,-0.27434834837913513,2,light_voltage_z2,scaled(light_voltage)^2,light_voltage,0.7046551704406738,1.0,-0.031183894723653793
3,trap_recombination,trap_loss,reverse,1.0,0.02814064547419548,1,light_voltage_z,scaled(light_voltage),light_voltage,0.6872888207435608,1.0,0.09159011393785477
3,trap_recombination,trap_loss,reverse,1.0,0.02814064547419548,0,one,1,,0.6821298599243164,1.0,-0.08744928985834122
2,surface_recombination,surface_loss,reverse,1.0,0.022076981142163277,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.6775819063186646,1.0,0.07299649715423584
3,trap_recombination,trap_loss,reverse,1.0,0.02814064547419548,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.6720989346504211,1.0,0.09022051841020584
2,surface_recombination,surface_loss,reverse,1.0,0.022076981142163277,3,soft_reverse_light_voltage,softplus(-light_voltage/0.2),light_voltage,0.6481789946556091,1.0,-0.06768587231636047
2,surface_recombination,surface_loss,reverse,1.0,0.022076981142163277,0,one,1,,0.6480808854103088,1.0,-0.04043516516685486
2,surface_recombination,surface_loss,reverse,1.0,0.022076981142163277,5,reverse_saturation_light_voltage,1-exp(-(softplus(-light_voltage/0.2)-log(2))),light_voltage,0.6280609369277954,1.0,-0.07788483053445816
2,surface_recombination,surface_loss,reverse,1.0,0.022076981142163277,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.619820237159729,1.0,0.06914811581373215
3,trap_recombination,trap_loss,reverse,1.0,0.02814064547419548,5,reverse_saturation_light_voltage,1-exp(-(softplus(-light_voltage/0.2)-log(2))),light_voltage,0.6160956621170044,1.0,-0.06111050769686699
2,surface_recombination,surface_loss,reverse,1.0,0.022076981142163277,2,light_voltage_z2,scaled(light_voltage)^2,light_voltage,0.6104426980018616,1.0,-0.10308104753494263
3,trap_recombination,trap_loss,reverse,1.0,0.02814064547419548,8,temperature_z,scaled(simulation_temperature),simulation_temperature,0.5845973491668701,1.0,0.09607641398906708
3,trap_recombination,trap_loss,reverse,1.0,0.02814064547419548,3,soft_reverse_light_voltage,softplus(-light_voltage/0.2),light_voltage,0.5832791924476624,1.0,-0.07214590907096863
2,surface_recombination,surface_loss,reverse,1.0,0.022076981142163277,4,tanh_reverse_light_voltage,tanh(-light_voltage/1.0),light_voltage,0.5450725555419922,1.0,-0.03484824299812317
3,trap_recombination,trap_loss,reverse,1.0,0.02814064547419548,4,tanh_reverse_light_voltage,tanh(-light_voltage/1.0),light_voltage,0.5427600145339966,1.0,-0.03563253954052925
3,trap_recombination,trap_loss,reverse,1.0,0.02814064547419548,23,reverse_drive_trap_A,softplus(-light_voltage/0.2)*trap_assisted_recomb_A,"light_voltage,trap_assisted_recomb_A",0.5370523929595947,1.0,-0.055264584720134735
2,surface_recombination,surface_loss,reverse,1.0,0.022076981142163277,1,light_voltage_z,scaled(light_voltage),light_voltage,0.5169147849082947,1.0,0.0511697381734848
3,trap_recombination,trap_loss,reverse,1.0,0.02814064547419548,2,light_voltage_z2,scaled(light_voltage)^2,light_voltage,0.48466482758522034,1.0,-0.0809747576713562
3,trap_recombination,trap_loss,reverse,1.0,0.02814064547419548,7,reverse_gate_light_voltage,sigmoid(-light_voltage/0.2),light_voltage,0.4807932674884796,1.0,-0.047175634652376175
1,field_collection,main,reverse,-1.0,-0.27434834837913513,25,length_collection_saturation,1-exp(-active_layer_length/40),active_layer_length,0.468186616897583,1.0,0.10376137495040894
1,field_collection,main,reverse,-1.0,-0.27434834837913513,11,length_z,scaled(active_layer_length),active_layer_length,0.4481102526187897,1.0,0.09218380600214005
3,trap_recombination,trap_loss,reverse,1.0,0.02814064547419548,9,inverse_temperature,1/simulation_temperature,simulation_temperature,0.43618959188461304,1.0,-0.06112375482916832
0,photogeneration,main,all,-1.0,-1.0629116296768188,12,inverse_length,1/active_layer_length,active_layer_length,0.43183690309524536,1.0,-0.06270953267812729
1,field_collection,main,reverse,-1.0,-0.27434834837913513,12,inverse_length,1/active_layer_length,active_layer_length,0.4280376732349396,1.0,-0.08198802918195724
0,photogeneration,main,all,-1.0,-1.0629116296768188,11,length_z,scaled(active_layer_length),active_layer_length,0.4274389445781708,1.0,0.02854425460100174
2,surface_recombination,surface_loss,reverse,1.0,0.022076981142163277,26,thermal_surface_recomb_over_length,(ge_sio2_recomb_velocity + ge_si_recomb_velocity)/(active_layer_length*simulation_temperature),"ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature",0.4029500186443329,1.0,-0.05705936253070831
4,higher_order_symbolic_residual,residual,all,0.0,1.0,11,length_z,scaled(active_layer_length),active_layer_length,0.4001241624355316,1.0,0.04580092057585716
4,higher_order_symbolic_residual,residual,all,0.0,1.0,12,inverse_length,1/active_layer_length,active_layer_length,0.39641883969306946,1.0,-0.03253614157438278
4,higher_order_symbolic_residual,residual,all,0.0,1.0,25,length_collection_saturation,1-exp(-active_layer_length/40),active_layer_length,0.3891879916191101,1.0,0.0246894434094429
3,trap_recombination,trap_loss,reverse,1.0,0.02814064547419548,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.38381442427635193,1.0,0.04620092362165451
