task,seed,teacher,teacher_to_tcad_rmse,teacher_to_tcad_r2,teacher_to_tcad_p95_abs_error,teacher_to_tcad_max_abs_error,checkpoint,checkpoint_sha256,scaler_mean_max_relative_delta,parameter_count,train_time_s,frozen_test_prediction,replay_status,replay_max_abs_error,replay_rmse,replay_tolerance,test_rows
I_photo,44,bkan_parameter_mean,0.004239733757932519,0.9647298536137283,0.007773399182778529,0.00826543388878287,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\uq_repeated_grouped\seed_44\I-photo-bayes-results\model_checkpoint.pt,13df9c21486e66448779dfec024c24853607f8f509b42a56592bc212dbd78208,6.655391641862833e-09,1310,,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\matched_grouped_comparison\predictions\seed_44\I_photo\bkan\test_predictions.csv,reference_difference_only,0.0008757109130859142,0.00026774661621739544,3.3634336e-05,256
I_photo,44,dkan,0.0046041255040052236,0.958406602257887,0.00815480133771107,0.00966383375985469,,,,1310,2.743471199995838,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\matched_grouped_comparison\predictions\seed_44\I_photo\dkan\test_predictions.csv,pass,2.384185791015625e-07,6.495265576628914e-08,3.364340782165528e-05,256
I_photo,44,mlp_l,0.004598537744372132,0.9585074999745435,0.007745463089675941,0.011547627795070348,,,,2561,0.31862289999844506,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\matched_grouped_comparison\predictions\seed_44\I_photo\mlp_l\test_predictions.csv,pass,4.440892098500626e-16,1.902826396560654e-16,3.362893342971802e-05,256
