task,source,source_kind,family,budget,selected_alpha,terms,formula_chars,latency_per_point_s,test_finite_rate,dense_finite_rate,swept_axis_derivative_finite_rate,formula_to_network_rmse,formula_to_network_r2,formula_to_tcad_rmse,formula_to_tcad_r2,pareto_rmse_terms,pareto_rmse_chars,json_path,veriloga_path
I_photo,bkan_parameter_mean,teacher_distillation,additive_spline,4,1e-08,31,7131,1.2917333321335416e-07,1.0,1.0,1.0,0.002792193321467473,0.984472795331735,0.0042750607954395985,0.9641396369252748,True,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\bkan_parameter_mean\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\bkan_parameter_mean\additive_spline_4\formula.va
I_photo,bkan_parameter_mean,teacher_distillation,additive_spline,6,0.01,43,8365,1.3459333373854559e-07,1.0,1.0,1.0,0.002559149123451201,0.9869565194124625,0.004101007292914141,0.9670002100765193,True,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\bkan_parameter_mean\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\bkan_parameter_mean\additive_spline_6\formula.va
I_photo,bkan_parameter_mean,teacher_distillation,additive_spline,8,0.01,55,9568,1.3354000014563402e-07,1.0,1.0,1.0,0.0022549018165863776,0.9898735416083351,0.003736244836422637,0.9726094503337406,True,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\bkan_parameter_mean\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\bkan_parameter_mean\additive_spline_8\formula.va
I_photo,bkan_parameter_mean,teacher_distillation,polynomial,1,1e-08,7,822,1.5453333229136963e-07,1.0,1.0,1.0,0.0068142699971233305,0.9075214558394613,0.007554083771827764,0.8880320607138471,True,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\bkan_parameter_mean\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\bkan_parameter_mean\polynomial_1\formula.va
I_photo,bkan_parameter_mean,teacher_distillation,polynomial,2,0.01,28,1600,1.3670066682000955e-06,1.0,1.0,1.0,0.0034599473326615052,0.97615807674761,0.00469209940500868,0.9568019144073632,True,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\bkan_parameter_mean\polynomial_2\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\bkan_parameter_mean\polynomial_2\formula.va
I_photo,bkan_parameter_mean,teacher_distillation,polynomial,3,0.01,84,3663,3.855546666697289e-06,1.0,1.0,1.0,0.004598532178487704,0.957884615570931,0.005447436541388945,0.9417743357922534,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\bkan_parameter_mean\polynomial_3\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\bkan_parameter_mean\polynomial_3\formula.va
I_photo,dkan,teacher_distillation,additive_spline,4,1e-08,31,7131,1.2978666733639935e-07,1.0,1.0,1.0,0.003650679999827764,0.9737828452480828,0.004456957946554186,0.9610231116865207,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\dkan\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\dkan\additive_spline_4\formula.va
I_photo,dkan,teacher_distillation,additive_spline,6,0.0001,43,8376,1.323400007095188e-07,1.0,1.0,1.0,0.0036327142070529147,0.9740402509878947,0.004399297324453945,0.9620250928143022,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\dkan\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\dkan\additive_spline_6\formula.va
I_photo,dkan,teacher_distillation,additive_spline,8,0.01,55,9563,1.469399993463109e-07,1.0,1.0,1.0,0.0032024242152101988,0.9798258267295277,0.004010124887900073,0.9684466199642506,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\dkan\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\dkan\additive_spline_8\formula.va
I_photo,dkan,teacher_distillation,polynomial,1,0.01,7,824,1.488633337430656e-07,1.0,1.0,1.0,0.007478208451494633,0.889989748398114,0.007586813555872891,0.8870597057262454,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\dkan\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_photo\exports\I_photo\dkan\polynomial_1\formula.va
