stage,step,temperature,train_total,train_value,train_bayesian_distillation,train_derivative,train_curve_shape,train_kan_residual,train_complexity,train_binary,validation_total,validation_value,validation_bayesian_distillation,validation_derivative,validation_curve_shape,validation_kan_residual,validation_complexity,validation_binary,active_terms
numerical_stability,1,2.0,0.9674655795097351,0.9482437968254089,0.0,0.004500385373830795,0.9498401284217834,0.002516904380172491,3.4685781002044678,0.24952754378318787,0.9599785804748535,0.9410353302955627,0.0,0.0048281061463057995,0.9350917339324951,0.0019816728308796883,3.4685781002044678,0.24952754378318787,59
numerical_stability,25,2.0,0.8264623284339905,0.8120251893997192,0.0,0.006274552084505558,0.7061734199523926,0.024020034819841385,3.4685781002044678,0.24952754378318787,0.8179093599319458,0.8037118911743164,0.0,0.007239051163196564,0.6917747259140015,0.025690002366900444,3.4685781002044678,0.24952754378318787,59
numerical_stability,50,2.0,0.6457101702690125,0.6358221769332886,0.0,0.016354437917470932,0.4535146951675415,0.10863557457923889,3.4685781002044678,0.24952754378318787,0.6348495483398438,0.6251645088195801,0.0,0.018050767481327057,0.439124196767807,0.11432980746030807,3.4685781002044678,0.24952754378318787,59
numerical_stability,75,2.0,0.3949210047721863,0.388813316822052,0.0,0.03581971302628517,0.21583442389965057,0.3340408504009247,3.4685781002044678,0.24952754378318787,0.3799218535423279,0.37386447191238403,0.0,0.039166320115327835,0.20495349168777466,0.3490375876426697,3.4685781002044678,0.24952754378318787,59
numerical_stability,100,2.0,0.11876118928194046,0.11384645849466324,0.0,0.059665363281965256,0.09657342731952667,0.8368774056434631,3.4685781002044678,0.24952754378318787,0.10403458029031754,0.09899134188890457,0.0,0.06297346204519272,0.09472831338644028,0.8622173070907593,3.4685781002044678,0.24952754378318787,59
numerical_stability,125,2.0,0.05330285802483559,0.05102100223302841,0.0,0.03298436477780342,0.031631872057914734,0.9474117755889893,3.4685781002044678,0.24952754378318787,0.0477692186832428,0.04559764266014099,0.0,0.032191257923841476,0.028100604191422462,0.9492703676223755,3.4685781002044678,0.24952754378318787,59
numerical_stability,150,2.0,0.023770581930875778,0.02225300297141075,0.0,0.026400268077850342,0.009878266602754593,0.9455111026763916,3.4685781002044678,0.24952754378318787,0.0254063718020916,0.02398928441107273,0.0,0.02523648366332054,0.007763152942061424,0.9534333944320679,3.4685781002044678,0.24952754378318787,59
numerical_stability,175,2.0,0.017366480082273483,0.016079356893897057,0.0,0.023081086575984955,0.006653441581875086,0.9459935426712036,3.4685781002044678,0.24952754378318787,0.019687289372086525,0.018472446128726006,0.0,0.022215791046619415,0.0052026123739778996,0.9534325003623962,3.4685781002044678,0.24952754378318787,59
numerical_stability,200,2.0,0.014070522971451283,0.012959813699126244,0.0,0.020083554089069366,0.005326541140675545,0.9485564231872559,3.4685781002044678,0.24952754378318787,0.016886772587895393,0.01581883430480957,0.0,0.019606728106737137,0.004380079917609692,0.957060694694519,3.4685781002044678,0.24952754378318787,59
numerical_stability,225,2.0,0.011765646748244762,0.01077111903578043,0.0,0.018301408737897873,0.003972874954342842,0.9509309530258179,3.4685781002044678,0.24952754378318787,0.01469885278493166,0.013730131089687347,0.0,0.018018359318375587,0.003390211844816804,0.9590600728988647,3.4685781002044678,0.24952754378318787,59
numerical_stability,250,2.0,0.009936350397765636,0.009049628861248493,0.0,0.016485759988427162,0.0031216428615152836,0.9527929425239563,3.4685781002044678,0.24952754378318787,0.012884200550615788,0.01201698649674654,0.0,0.016239920631051064,0.0027609113603830338,0.9598888158798218,3.4685781002044678,0.24952754378318787,59
numerical_stability,275,2.0,0.008381142280995846,0.007597023621201515,0.0,0.014684967696666718,0.0024935302790254354,0.9542887210845947,3.4685781002044678,0.24952754378318787,0.011329957284033298,0.010561374016106129,0.0,0.014453498646616936,0.0022954463493078947,0.9602339863777161,3.4685781002044678,0.24952754378318787,59
numerical_stability,300,2.0,0.007012232206761837,0.006328037474304438,0.0,0.012881441041827202,0.002006127964705229,0.9555881023406982,3.4685781002044678,0.24952754378318787,0.009975822642445564,0.009304245933890343,0.0,0.01266038790345192,0.0019278866238892078,0.9604697823524475,3.4685781002044678,0.24952754378318787,59
numerical_stability,325,2.0,0.005788436159491539,0.00520192040130496,0.0,0.011083020828664303,0.0016182524850592017,0.9567488431930542,3.4685781002044678,0.24952754378318787,0.008777158334851265,0.008201309479773045,0.0,0.010865991935133934,0.001627492718398571,0.9606608152389526,3.4685781002044678,0.24952754378318787,59
numerical_stability,350,2.0,0.00469996826723218,0.004206294193863869,0.0,0.009351696819067001,0.001304460922256112,0.9577150344848633,3.4685781002044678,0.24952754378318787,0.007707296870648861,0.007223313208669424,0.0,0.009123497642576694,0.0013904509833082557,0.9607678055763245,3.4685781002044678,0.24952754378318787,59
numerical_stability,375,2.0,0.0037594358436763287,0.003348270896822214,0.0,0.0078023336827754974,0.00105242058634758,0.958480715751648,3.4685781002044678,0.24952754378318787,0.006767862476408482,0.006365546490997076,0.0,0.00756846833974123,0.0011946336599066854,0.9608364105224609,3.4685781002044678,0.24952754378318787,59
numerical_stability,400,2.0,0.0029798070900142193,0.002636302961036563,0.0,0.006529255770146847,0.0008520670817233622,0.9590722322463989,3.4685781002044678,0.24952754378318787,0.005946596153080463,0.005610276013612747,0.0,0.006314493715763092,0.0010297531262040138,0.9608166813850403,3.4685781002044678,0.24952754378318787,59
numerical_stability,425,2.0,0.002362965140491724,0.002071055583655834,0.0,0.005559696815907955,0.0006962293409742415,0.9594725370407104,3.4685781002044678,0.24952754378318787,0.005240421276539564,0.0049551911652088165,0.0,0.005349223501980305,0.0008884673588909209,0.9604490399360657,3.4685781002044678,0.24952754378318787,59
numerical_stability,450,2.0,0.0018958111759275198,0.0016417125007137656,0.0,0.004852190148085356,0.0005744543159380555,0.959761917591095,3.4685781002044678,0.24952754378318787,0.004630706738680601,0.004383713472634554,0.0,0.004633011296391487,0.0007671378552913666,0.9598454236984253,3.4685781002044678,0.24952754378318787,59
numerical_stability,475,2.0,0.0015475967666134238,0.0013211152981966734,0.0,0.004337736405432224,0.0004797290894202888,0.959969162940979,3.4685781002044678,0.24952754378318787,0.004095489624887705,0.0038767855148762465,0.0,0.004108728840947151,0.0006633785669691861,0.9592053294181824,3.4685781002044678,0.24952754378318787,59
numerical_stability,500,2.0,0.0012873722007498145,0.0010816106805577874,0.0,0.003952453378587961,0.0004069422138854861,0.9601278305053711,3.4685781002044678,0.24952754378318787,0.0036369627341628075,0.0034395118709653616,0.0,0.003717751009389758,0.0005781663348898292,0.9585779309272766,3.4685781002044678,0.24952754378318787,59
symbolic_competition,1,2.0,0.09279805421829224,0.08441300690174103,0.0,0.10237044095993042,0.16098731756210327,0.9601333737373352,3.4685781002044678,0.24952754378318787,0.07328429073095322,0.0662529245018959,0.0,0.08858971297740936,0.1277560293674469,0.9588394165039062,3.4684808254241943,0.2495274692773819,59
symbolic_competition,25,1.9449593315124356,0.0035004515666514635,0.0031246324069797993,0.0,0.005455640144646168,0.0028325023595243692,0.9256532192230225,3.463550567626953,0.24949975311756134,0.004300567787140608,0.0039929780177772045,0.0,0.004577460698783398,0.0016188465524464846,0.921035647392273,3.4634528160095215,0.24949975311756134,59
symbolic_competition,50,1.889235405642173,0.0011587990447878838,0.0008856849744915962,0.0,0.004447608254849911,0.00021872055367566645,0.9258796572685242,3.4605798721313477,0.24946895241737366,0.002642715582624078,0.002394243609160185,0.0,0.003916569985449314,0.0003169167030137032,0.9205265045166016,3.460526466369629,0.24946890771389008,59
symbolic_competition,75,1.8351079943437496,0.0006300287786871195,0.00045137209235690534,0.0,0.0025494308210909367,0.00024319654039572924,0.9239783883094788,3.458706855773926,0.24943555891513824,0.002111252164468169,0.0019358365098014474,0.0,0.0024611204862594604,0.00030481908470392227,0.9181892275810242,3.458693504333496,0.24943546950817108,59
symbolic_competition,100,1.7825313567843315,0.00046941463369876146,0.0003160254273097962,0.0,0.0020870440639555454,0.00013758514251094311,0.9219492673873901,3.457180976867676,0.24939963221549988,0.0017981573473662138,0.001644026255235076,0.0,0.002066252287477255,0.0002296202874276787,0.916041910648346,3.4571688175201416,0.24939951300621033,59
symbolic_competition,125,1.7314610626257239,0.000372678623534739,0.0002390167210251093,0.0,0.0017053796909749508,0.00010703442239901051,0.920224130153656,3.4556360244750977,0.24936120212078094,0.001556546427309513,0.0014195498079061508,0.0,0.0017411098815500736,0.00018750817980617285,0.9141058921813965,3.45562481880188,0.2493610978126526,59
symbolic_competition,150,1.6818539544781337,0.00030495712417177856,0.0001869983971118927,0.0,0.001400440582074225,8.579609857406467e-05,0.9187250137329102,3.454029083251953,0.2493201047182083,0.0013608373701572418,0.0012383584398776293,0.0,0.001462586922571063,0.00015959593292791396,0.9124414920806885,3.454017162322998,0.24932000041007996,59
symbolic_competition,175,1.633668111429647,0.00025544065283611417,0.00014964603178668767,0.0,0.0011638199212029576,7.06741921021603e-05,0.9173864126205444,3.452350616455078,0.2492760419845581,0.0011980450944975019,0.001087093260139227,0.0,0.0012412162031978369,0.0001382468908559531,0.9109905958175659,3.4523375034332275,0.24927587807178497,59
symbolic_competition,200,1.5868628136206036,0.00021798348461743444,0.0001218522374983877,0.0,0.00097595778061077,5.866771243745461e-05,0.9161787629127502,3.450592041015625,0.2492288053035736,0.0010585903655737638,0.0009569927351549268,0.0,0.0010615906212478876,0.00012115050776628777,0.9097046852111816,3.4505772590637207,0.24922865629196167,59
symbolic_competition,225,1.5413985078329298,0.00018894035019911826,0.00010059648047899827,0.0,0.0008245400968007743,4.9338999815518036e-05,0.9150833487510681,3.4487452507019043,0.24917815625667572,0.0009376673842780292,0.0008437013020738959,0.0,0.000915254931896925,0.00010693986405385658,0.9085521101951599,3.4487290382385254,0.249177947640419,59
symbolic_competition,250,1.4972367740653532,0.00016602229152340442,8.401329978369176e-05,0.0,0.000701368146110326,4.202274794806726e-05,0.9140846729278564,3.446803569793701,0.24912378191947937,0.0008327042451128364,0.000745037104934454,0.0,0.000794661114923656,9.499364387011155e-05,0.9075102210044861,3.4467859268188477,0.24912355840206146,59
symbolic_competition,275,1.4543402930662515,0.00014769990229979157,7.087888661772013e-05,0.0,0.0006007974152453244,3.5558216040953994e-05,0.9131729006767273,3.4447598457336426,0.24906539916992188,0.0007414768333546817,0.0006590682896785438,0.0,0.000694113492500037,8.49569114507176e-05,0.9065664410591125,3.4447402954101562,0.24906514585018158,59
symbolic_competition,300,1.4126728147966978,0.00013290699280332774,6.0348491388140246e-05,0.0,0.0005183317116461694,3.012235538335517e-05,0.9123378396034241,3.4426064491271973,0.24900268018245697,0.0006620002095587552,0.0005840083467774093,0.0,0.0006098222220316529,7.638803799636662e-05,0.905709981918335,3.442584753036499,0.2490023672580719,59
symbolic_competition,325,1.3721991277970562,0.00012087526556570083,5.183468238101341e-05,0.0,0.0004503504023887217,2.573174970166292e-05,0.9115710854530334,3.440336227416992,0.24893523752689362,0.0005927292513661087,0.0005184686742722988,0.0,0.000538754160515964,6.9053603510838e-05,0.904932975769043,3.440311908721924,0.24893489480018616,59
symbolic_competition,350,1.3328850294312347,0.00011101056588813663,4.489886850933544e-05,0.0,0.00039383102557621896,2.2173489924171008e-05,0.9108644723892212,3.4379405975341797,0.24886269867420197,0.0005323314107954502,0.00046125936205498874,0.0,0.00047843565698713064,6.20124556007795e-05,0.9042260646820068,3.4379143714904785,0.2488623410463333,59
symbolic_competition,375,1.2946972969834551,0.00010285893949912861,3.920641029253602e-05,0.0,0.00034645971027202904,1.9274370060884394e-05,0.910209059715271,3.4354121685028076,0.24878472089767456,0.00047964841360226274,0.00041130607132799923,0.0,0.0004269994387868792,5.574681927100755e-05,0.9035781621932983,3.435382843017578,0.24878430366516113,59
symbolic_competition,400,1.2576036595831122,9.60751494858414e-05,3.450558870099485e-05,0.0,0.00030642133788205683,1.690518911345862e-05,0.9095973372459412,3.432741165161133,0.2487007975578308,0.00043366930913180113,0.00036767651909030974,0.0,0.00038284651236608624,5.03298215335235e-05,0.9029796123504639,3.432709217071533,0.2487003058195114,59
symbolic_competition,425,1.2215727709339979,9.039223368745297e-05,3.0599469027947634e-05,0.0,0.00027236988535150886,1.493729268986499e-05,0.909022867679596,3.4299190044403076,0.2486104667186737,0.00039349228609353304,0.000329531729221344,0.0,0.00034477937151677907,4.56214947917033e-05,0.9024221897125244,3.4298839569091797,0.24860991537570953,59
symbolic_competition,450,1.1865741828248448,8.560120477341115e-05,2.7333886464475654e-05,0.0,0.0002432543260511011,1.326562232861761e-05,0.9084800481796265,3.4269356727600098,0.24851325154304504,0.00035834888694807887,0.0002961528080049902,0.0,0.0003118542372249067,4.1515217162668705e-05,0.9018979668617249,3.4268972873687744,0.2485126554965973,59
symbolic_competition,475,1.1525783193988046,8.153964154189453e-05,2.458926974213682e-05,0.0,0.00021823296265210956,1.1859756341436878e-05,0.9079639911651611,3.4237804412841797,0.24840860068798065,0.0003275625058449805,0.00026690575759857893,0.0,0.00028325579478405416,3.7924655771348625e-05,0.9014009237289429,3.423738479614258,0.24840791523456573,59
