task,model,mae_log,rmse_log,mae_linear,mae_model_space,rmse_model_space,r2_model_space,picp_95,mpiw_log,mean_std_log,raw_picp_95,calibrated_picp_95,raw_mpiw_log,calibrated_mpiw_log,raw_gaussian_nll_model_space,calibrated_gaussian_nll_model_space,raw_interval_score_95,calibrated_interval_score_95,raw_curve_coverage_95,calibrated_curve_coverage_95,mpiw_model_space,mean_std_model_space,calibration_z,calibration_raw_quantile,calibration_std_scale_vs_normal,calibration_unit,calibration_score_count,derivative_mae_model_space,derivative_rmse_model_space,inference_method,comparison_eligible,comparison_status,hmc_acceptance_rate,train_curve_count,validation_curve_count,calibration_curve_count,test_curve_count,train_samples,validation_samples,calibration_samples,test_samples,train_fraction,validation_fraction,calibration_fraction,test_fraction,split_seed
I_dark,bayesian_kan_vi,0.0026003711629525,0.0033091249126148,2.0049256597295878e-09,0.0026003711629525,0.0033091249126148,0.99959615781482,100.0,0.08514833860303757,0.0217215149497545,100.0,100.0,0.0851483386030377,0.08514833860303757,-2.9118597059985443,-2.91185975273591,0.0851483386030377,0.08514833860303757,100.0,100.0,0.08514833860303757,0.0217215149497545,1.96,0.9312271438015842,1.0,curve,24.0,0.0176961357287468,0.0429420477471113,vi,True,eligible,,104,16,24,16,1560,240,360,240,0.65,0.1,0.15,0.1,44
I_photo,bayesian_kan_vi,0.0033816934996714,0.0042033517104885,3.870158071362501e-06,0.0033816934996714,0.0042033517104885,0.9655438806544884,100.0,0.05121873368972412,0.0130660034922766,100.0,100.0,0.0512187336897243,0.05121873368972412,-3.3726392437645947,-3.3726392632009086,0.0512187336897243,0.05121873368972412,100.0,100.0,0.05121873368972412,0.0130660034922766,1.96,1.5807137995904408,1.0,curve,24.0,0.0025445830349916,0.0056020633400465,vi,True,eligible,,104,16,24,16,1664,256,384,256,0.65,0.1,0.15,0.1,44
AC_Response,bayesian_kan_vi,0.0492514048428514,0.0943038811482896,0.0492514601864932,0.0492514048428514,0.0943038811482896,0.998498413782592,98.88392857142857,0.4904863097768461,0.1251240586165424,98.88392857142856,98.88392857142857,0.4904863097768462,0.4904863097768461,-1.1926322339457116,-1.19263222011443,0.5325077105025874,0.5325077130497151,93.75,93.75,0.4904863097768461,0.1251240586165424,1.96,0.7401185346853638,1.0,curve,24.0,,,vi,True,eligible,,104,16,24,16,2912,448,672,448,0.65,0.1,0.15,0.1,44
