dark_voltage,trap_assisted_recomb_A,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature,dark_current,tcad_model_space,bnn_model_space,formula_model_space,formula_minus_bnn,bnn_minus_tcad,formula_minus_tcad,formula_is_finite
-2.2,9.676899592457672e-10,2498.119875502734,535.4265253830317,42.346830624956574,300.5747457097431,3.9503151598099e-07,-6.403368254574472,-6.405152,-6.418053473210238,-0.012901629185579466,-0.001783589450186085,-0.014685218635765551,True
-1.0,1.0109417900146311e-09,2546.474062846718,483.0790058826933,38.96317500489286,311.33012415162744,5.319612165513672e-07,-6.274120029456293,-6.2916512,-6.291505708092367,0.0001455408395178992,-0.017531219475591442,-0.017385678636073543,True
-3.0,9.431291378149591e-10,2617.847164727645,540.4486468445567,38.69622270488729,301.9657628923453,4.4700904424713314e-07,-6.349683689783306,-6.3511214,-6.361271303096616,-0.010149877467953594,-0.001437735845356336,-0.01158761331330993,True
-0.4,9.676899592457672e-10,2498.119875502734,535.4265253830317,42.346830624956574,300.5747457097431,2.1191053763340116e-07,-6.673847446676413,-6.6763372,-6.6891375741871855,-0.01280033206072062,-0.0024897954500522346,-0.015290127510772855,True
-0.6000000000000001,1.0692616090001279e-09,2445.881237248077,515.6238842072526,38.37558042728467,295.9516778251947,1.6121279660587364e-07,-6.792600488121851,-6.788059,-6.7710219985269156,0.017037236092225072,0.004541253502710063,0.021578489594935135,True
-2.6,9.454134520298419e-10,2570.8338282332857,490.849029568548,38.28868089781682,299.0569098093356,3.513295527052329e-07,-6.454285317224794,-6.453718,-6.45309788863117,0.0006202967936346226,0.000567131799988907,0.0011874285936235296,True
-1.2000000000000002,9.32148229008894e-10,2545.124905053194,512.7371789301767,40.07870713980076,299.5411124372077,2.8836244107735024e-07,-6.5400613066956526,-6.5400352,-6.545473781376722,-0.005438533573987492,2.605889291817931e-05,-0.0054124746810693125,True
-0.2,9.980121445569454e-10,2387.75545073954,508.7275610680178,38.8972081784186,297.8606493603604,1.1572288544301649e-07,-6.936580746158198,-6.933388,-6.887782593672744,0.045605639512070084,0.003192512973383188,0.04879815248545327,True
-1.0,9.973807555784963e-10,2483.6702561944007,499.2076886794748,40.248277237816566,302.09732544564235,3.062858648901456e-07,-6.513873045445669,-6.5167494,-6.509193573384443,0.007555808634600147,-0.002876336573374161,0.004679472061225987,True
-1.6,1.1037395013588123e-09,2531.0169366346463,492.6438219382251,36.10636397779454,299.96382807834965,2.867604958676821e-07,-6.542480677301165,-6.5404935,-6.4982651263851485,0.04222836192661905,0.001987188989397204,0.044215550916016255,True
-0.8,8.64757430416121e-10,2613.398572092139,483.2695161383806,39.73131063338137,294.42197627514213,1.842414003955902e-07,-6.734612774013832,-6.733976,-6.757749551949194,-0.02377366465061037,0.0006368867152479751,-0.023136777935362396,True
-2.4000000000000004,8.64757430416121e-10,2613.398572092139,483.2695161383806,39.73131063338137,294.42197627514213,2.765045428011978e-07,-6.558297729106894,-6.556765,-6.584734451600381,-0.027969372102090162,0.0015326496086025543,-0.026436722493487608,True
-1.4,9.454134520298419e-10,2570.8338282332857,490.849029568548,38.28868089781682,299.0569098093356,2.872967820177641e-07,-6.541669238469433,-6.541952,-6.539984380491151,0.001967752687559887,-0.00028289470927767013,0.001684857978282217,True
-0.8,1.0511173572717443e-09,2495.130349883853,523.8477826070769,41.27631172344517,301.59948365785385,2.795285580835588e-07,-6.553573815739905,-6.554962,-6.554109755628898,0.0008524025742273622,-0.0013883424632199493,-0.000535939888992587,True
-3.0,1.0511173572717443e-09,2495.130349883853,523.8477826070769,41.27631172344517,301.59948365785385,4.391678987295554e-07,-6.3573694124426,-6.3595643,-6.361492070983962,-0.0019277666321553255,-0.002194891909206298,-0.0041226585413616235,True
-0.4,1.032683367538443e-09,2526.170348943833,478.8149532207128,42.09307571557734,293.4443281911712,1.3197992944092528e-07,-6.879492108156234,-6.8837643,-6.889780531435033,-0.006016264467259447,-0.004272158811539306,-0.010288423278798753,True
-0.4,8.64757430416121e-10,2613.398572092139,483.2695161383806,39.73131063338137,294.42197627514213,1.4070896480823317e-07,-6.851678232041318,-6.851636,-6.879330004447955,-0.027694071525592,4.229911895503591e-05,-0.027651772406636965,True
-0.4,1.0727653122619132e-09,2512.3283017034155,474.34077412964,42.74916053103488,290.5746947786968,1.0935756568227001e-07,-6.961151165800549,-6.9681406,-6.972075328170352,-0.003934726058535176,-0.006989436311267028,-0.010924162369802204,True
-2.2,9.431291378149591e-10,2617.847164727645,540.4486468445567,38.69622270488729,301.9657628923453,4.085497097386818e-07,-6.3887550937172035,-6.3880305,-6.398484670127075,-0.010454141104857761,0.0007245646949867179,-0.009729576409871044,True
