stage,step,temperature,train_total,train_value,train_observed_weight,train_bayesian_distillation,train_derivative,train_curve_shape,train_kan_residual,train_complexity,train_binary,validation_total,validation_value,validation_observed_weight,validation_bayesian_distillation,validation_derivative,validation_curve_shape,validation_kan_residual,validation_complexity,validation_binary,active_terms
symbolic_warmup,1,2.0,0.6377987265586853,0.6376679539680481,0.0,0.6377987265586853,0.0,0.0,0.02954440750181675,0.48287683725357056,0.2494148164987564,0.6288477182388306,0.6285154223442078,0.0,0.6288477182388306,0.0,0.0,0.013956728391349316,0.48290497064590454,0.24941562116146088,27
symbolic_warmup,25,2.0,0.601097047328949,0.600966215133667,0.0,0.601097047328949,0.0,0.0,0.02954440750181675,0.4843442142009735,0.24945612251758575,0.5861588716506958,0.5858265161514282,0.0,0.5861588716506958,0.0,0.0,0.013956728391349316,0.4844345450401306,0.2494584023952484,27
symbolic_warmup,50,2.0,0.5626706480979919,0.5625398755073547,0.0,0.5626706480979919,0.0,0.0,0.02954440750181675,0.48700517416000366,0.24951666593551636,0.5413694977760315,0.5410372018814087,0.0,0.5413694977760315,0.0,0.0,0.013956728391349316,0.48712456226348877,0.24951903522014618,27
symbolic_warmup,75,2.0,0.5239412784576416,0.523810863494873,0.0,0.5239412784576416,0.0,0.0,0.02954440750181675,0.4892157018184662,0.24955005943775177,0.5054089426994324,0.5050765872001648,0.0,0.5054089426994324,0.0,0.0,0.013956728391349316,0.4892978072166443,0.24955148994922638,27
symbolic_warmup,100,2.0,0.48489058017730713,0.48476022481918335,0.0,0.48489058017730713,0.0,0.0,0.02954440750181675,0.4914436638355255,0.24957561492919922,0.47138679027557373,0.47105446457862854,0.0,0.47138679027557373,0.0,0.0,0.013956728391349316,0.4915410280227661,0.24957619607448578,27
symbolic_warmup,125,2.0,0.44551408290863037,0.44538363814353943,0.0,0.44551408290863037,0.0,0.0,0.02954440750181675,0.4941504895687103,0.24958191812038422,0.4374585747718811,0.4371263086795807,0.0,0.4374585747718811,0.0,0.0,0.013956728391349316,0.49427124857902527,0.24958181381225586,27
symbolic_warmup,150,2.0,0.40581193566322327,0.4056815803050995,0.0,0.40581193566322327,0.0,0.0,0.02954440750181675,0.4972907304763794,0.2495691478252411,0.3999089002609253,0.3995765745639801,0.0,0.3999089002609253,0.0,0.0,0.013956728391349316,0.49742284417152405,0.2495681643486023,27
symbolic_warmup,175,2.0,0.36578473448753357,0.36565446853637695,0.0,0.36578473448753357,0.0,0.0,0.02954440750181675,0.5008673667907715,0.2495334893465042,0.360779732465744,0.36044737696647644,0.0,0.360779732465744,0.0,0.0,0.013956728391349316,0.5010184049606323,0.24953146278858185,27
symbolic_warmup,200,2.0,0.32543399930000305,0.32530370354652405,0.0,0.32543399930000305,0.0,0.0,0.02954440750181675,0.5047878623008728,0.2494668960571289,0.32111304998397827,0.3207807242870331,0.0,0.32111304998397827,0.0,0.0,0.013956728391349316,0.5049504637718201,0.2494635432958603,27
symbolic_warmup,225,2.0,0.28476160764694214,0.2846314311027527,0.0,0.28476160764694214,0.0,0.0,0.02954440750181675,0.508955717086792,0.24936498701572418,0.28110724687576294,0.28077489137649536,0.0,0.28110724687576294,0.0,0.0,0.013956728391349316,0.5091264247894287,0.2493601143360138,27
symbolic_warmup,240,2.0,0.26020482182502747,0.26007506251335144,0.0,0.26020482182502747,0.0,0.0,0.02954440750181675,0.5115422606468201,0.2492852360010147,0.2569219172000885,0.25658971071243286,0.0,0.2569219172000885,0.0,0.0,0.013956728391349316,0.5117161273956299,0.24927937984466553,27
symbolic_competition,1,2.0,0.2585715651512146,0.2584339678287506,0.0,0.2585636377334595,0.0,0.0,0.02954440750181675,0.5117161273956299,0.24927937984466553,0.25523489713668823,0.25489506125450134,0.0,0.25522711873054504,0.0,0.0,0.013956728391349316,0.5118117332458496,0.24927504360675812,27
symbolic_competition,25,1.8506522743910996,0.21860264241695404,0.21846741437911987,0.0,0.2185947149991989,0.0,0.0,0.02954440750181675,0.5144074559211731,0.24905312061309814,0.21559303998947144,0.21525463461875916,0.0,0.21558527648448944,0.0,0.0,0.013956728391349316,0.5144788026809692,0.2490483671426773,27
symbolic_competition,50,1.7069282763409894,0.17612408101558685,0.17598779499530792,0.0,0.17611612379550934,0.0,0.0,0.02954440750181675,0.5175653100013733,0.24872983992099762,0.17342939972877502,0.17309072613716125,0.0,0.17342160642147064,0.0,0.0,0.013956728391349316,0.5176371932029724,0.24872314929962158,27
symbolic_competition,75,1.5743660658948224,0.13260838389396667,0.13247182965278625,0.0,0.13260039687156677,0.0,0.0,0.02954440750181675,0.5201506614685059,0.2483217567205429,0.13106417655944824,0.1307269036769867,0.0,0.13105635344982147,0.0,0.0,0.013956728391349316,0.5201783776283264,0.2483138144016266,27
