task,source,source_kind,family,budget,selected_alpha,terms,formula_chars,latency_per_point_s,test_finite_rate,dense_finite_rate,swept_axis_derivative_finite_rate,formula_to_network_rmse,formula_to_network_r2,formula_to_tcad_rmse,formula_to_tcad_r2,pareto_rmse_terms,pareto_rmse_chars,json_path,veriloga_path
AC_Response,bkan_parameter_mean,teacher_distillation,additive_spline,4,1e-08,16,3590,8.027000003494322e-08,1.0,1.0,1.0,0.08637456226629017,0.9987330801335241,0.10151686107748548,0.9982484328657154,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\bkan_parameter_mean\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\bkan_parameter_mean\additive_spline_4\formula.va
AC_Response,bkan_parameter_mean,teacher_distillation,additive_spline,6,1e-08,22,4200,7.61599997834613e-08,1.0,1.0,1.0,0.08749533961822457,0.998699988273177,0.10243550608405294,0.998216588918524,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\bkan_parameter_mean\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\bkan_parameter_mean\additive_spline_6\formula.va
AC_Response,bkan_parameter_mean,teacher_distillation,additive_spline,8,1e-08,28,4761,7.803000044077635e-08,1.0,1.0,1.0,0.07756082981486244,0.9989784436652228,0.09453994968749764,0.9984809182028134,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\bkan_parameter_mean\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\bkan_parameter_mean\additive_spline_8\formula.va
AC_Response,bkan_parameter_mean,teacher_distillation,polynomial,1,0.01,4,509,9.327666678776343e-08,1.0,1.0,1.0,0.9134819531466268,0.8582975461196123,0.9152187962993124,0.857635965292408,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\bkan_parameter_mean\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\bkan_parameter_mean\polynomial_1\formula.va
AC_Response,bkan_parameter_mean,teacher_distillation,polynomial,2,0.01,10,684,2.4494666722603144e-07,1.0,1.0,1.0,0.30985758013644327,0.9836957180410787,0.31277955515369665,0.9833724929244315,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\bkan_parameter_mean\polynomial_2\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\bkan_parameter_mean\polynomial_2\formula.va
AC_Response,bkan_parameter_mean,teacher_distillation,polynomial,3,1e-08,20,984,6.501066673081368e-07,1.0,1.0,1.0,0.16439113700008176,0.9954108291542091,0.17173876329163562,0.9949871225401891,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\bkan_parameter_mean\polynomial_3\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\bkan_parameter_mean\polynomial_3\formula.va
AC_Response,dkan,teacher_distillation,additive_spline,4,1e-08,16,3570,1.9349000067450107e-07,1.0,1.0,1.0,0.09944736219179706,0.9983012803644904,0.10287438547867511,0.9982012743244185,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\dkan\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\dkan\additive_spline_4\formula.va
AC_Response,dkan,teacher_distillation,additive_spline,6,1e-08,22,4126,8.483333319115141e-08,1.0,1.0,1.0,0.0991632092528678,0.9983109740669175,0.104001307069937,0.9981616507554334,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\dkan\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\dkan\additive_spline_6\formula.va
AC_Response,dkan,teacher_distillation,additive_spline,8,0.0001,28,4698,6.836333389704427e-08,1.0,1.0,1.0,0.08826598120091904,0.9986617973752412,0.09685596109465859,0.9984055785221813,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\dkan\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\dkan\additive_spline_8\formula.va
AC_Response,dkan,teacher_distillation,polynomial,1,0.01,4,510,6.439333277133603e-08,1.0,1.0,1.0,0.9057525584217075,0.8590859459791695,0.9153576440573761,0.8575927659469678,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\dkan\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_45\AC_Response\exports\AC_Response\dkan\polynomial_1\formula.va
