test_rmse,test_mae,test_r2,active_symbolic_terms,selected_symbolic_weight,y_scale,pure_symbolic_student,kan_contribution_at_inference,bayesian_distill_weight,teacher_rmse,teacher_mae,teacher_r2,pure_symbolic_formula_path,pure_symbolic_exported_terms,pure_symbolic_export_rmse,pure_symbolic_export_max_abs_error
0.005999559196488783,0.0047416331189340626,0.9290174176064524,72.0,1.0,3.3712586758532748,True,0.0,1.0,0.004801521965709419,0.003777214325964451,0.9521377340250465,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\posterior_formula_ensemble\formulas\I_photo\draw_07_seed_26007\photo_current_symbolic_gated_kan\pure_symbolic_formula.txt,72.0,2.2259424323503472e-07,7.48635716529833e-07
