mechanism_index,mechanism,photo_role,mechanism_drive,mechanism_initial_sign,mechanism_scale,term_index,term_name,expression,dependencies,probability,active_gate,coefficient_model_space
0,photogeneration,main,all,-1.0,-1.0801045894622803,0,one,1,,0.8365863561630249,1.0,0.08056905120611191
1,field_collection,main,reverse,-1.0,-0.2784947454929352,4,tanh_reverse_light_voltage,tanh(-light_voltage/1.0),light_voltage,0.8365075588226318,1.0,0.08461764454841614
1,field_collection,main,reverse,-1.0,-0.2784947454929352,0,one,1,,0.8299705982208252,1.0,0.10195431858301163
1,field_collection,main,reverse,-1.0,-0.2784947454929352,7,reverse_gate_light_voltage,sigmoid(-light_voltage/0.2),light_voltage,0.8238551616668701,1.0,0.09988638013601303
1,field_collection,main,reverse,-1.0,-0.2784947454929352,3,soft_reverse_light_voltage,softplus(-light_voltage/0.2),light_voltage,0.8235516548156738,1.0,0.09404763579368591
1,field_collection,main,reverse,-1.0,-0.2784947454929352,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.82122802734375,1.0,-0.08680034428834915
1,field_collection,main,reverse,-1.0,-0.2784947454929352,24,collection_saturation_length,(1-exp(-softplus(-light_voltage/0.2)))*active_layer_length,"light_voltage,active_layer_length",0.7802307605743408,1.0,0.058245133608579636
1,field_collection,main,reverse,-1.0,-0.2784947454929352,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.7773586511611938,1.0,0.06853191554546356
1,field_collection,main,reverse,-1.0,-0.2784947454929352,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.7743512392044067,1.0,-0.0607539527118206
1,field_collection,main,reverse,-1.0,-0.2784947454929352,5,reverse_saturation_light_voltage,1-exp(-(softplus(-light_voltage/0.2)-log(2))),light_voltage,0.7724111676216125,1.0,0.06460272520780563
1,field_collection,main,reverse,-1.0,-0.2784947454929352,1,light_voltage_z,scaled(light_voltage),light_voltage,0.7616172432899475,1.0,-0.056328076869249344
4,higher_order_symbolic_residual,residual,all,0.0,1.0,0,one,1,,0.7554659843444824,1.0,-0.04628255218267441
4,higher_order_symbolic_residual,residual,all,0.0,1.0,27,reverse_thermal_surface_recomb,softplus(-light_voltage/0.2)*(ge_sio2_recomb_velocity + ge_si_recomb_velocity)/(active_layer_length*simulation_temperature),"light_voltage,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature",0.7468138337135315,1.0,-0.01606559008359909
4,higher_order_symbolic_residual,residual,all,0.0,1.0,3,soft_reverse_light_voltage,softplus(-light_voltage/0.2),light_voltage,0.7360733151435852,1.0,0.005402801092714071
4,higher_order_symbolic_residual,residual,all,0.0,1.0,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.7277330756187439,1.0,-0.042848531156778336
4,higher_order_symbolic_residual,residual,all,0.0,1.0,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.7265133261680603,1.0,-0.020537519827485085
4,higher_order_symbolic_residual,residual,all,0.0,1.0,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.7239991426467896,1.0,-0.016810724511742592
0,photogeneration,main,all,-1.0,-1.0801045894622803,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.7221730947494507,1.0,-0.028470909222960472
4,higher_order_symbolic_residual,residual,all,0.0,1.0,1,light_voltage_z,scaled(light_voltage),light_voltage,0.7182435989379883,1.0,0.020866358652710915
4,higher_order_symbolic_residual,residual,all,0.0,1.0,5,reverse_saturation_light_voltage,1-exp(-(softplus(-light_voltage/0.2)-log(2))),light_voltage,0.7119735479354858,1.0,-0.016650386154651642
4,higher_order_symbolic_residual,residual,all,0.0,1.0,6,forward_gate_light_voltage,sigmoid(light_voltage/0.2),light_voltage,0.711763322353363,1.0,0.015607088804244995
4,higher_order_symbolic_residual,residual,all,0.0,1.0,7,reverse_gate_light_voltage,sigmoid(-light_voltage/0.2),light_voltage,0.7061029672622681,1.0,0.030679931864142418
4,higher_order_symbolic_residual,residual,all,0.0,1.0,2,light_voltage_z2,scaled(light_voltage)^2,light_voltage,0.7058010101318359,1.0,0.0027045069728046656
4,higher_order_symbolic_residual,residual,all,0.0,1.0,22,reverse_drive_surface_recomb,softplus(-light_voltage/0.2)*(ge_sio2_recomb_velocity + ge_si_recomb_velocity)/active_layer_length,"light_voltage,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length",0.69999098777771,1.0,0.018985498696565628
4,higher_order_symbolic_residual,residual,all,0.0,1.0,24,collection_saturation_length,(1-exp(-softplus(-light_voltage/0.2)))*active_layer_length,"light_voltage,active_layer_length",0.6985482573509216,1.0,-0.0012312085600569844
0,photogeneration,main,all,-1.0,-1.0801045894622803,24,collection_saturation_length,(1-exp(-softplus(-light_voltage/0.2)))*active_layer_length,"light_voltage,active_layer_length",0.6837515830993652,1.0,-0.004810683894902468
0,photogeneration,main,all,-1.0,-1.0801045894622803,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.6818755865097046,1.0,0.006718146614730358
4,higher_order_symbolic_residual,residual,all,0.0,1.0,4,tanh_reverse_light_voltage,tanh(-light_voltage/1.0),light_voltage,0.6604635715484619,1.0,0.002791265957057476
4,higher_order_symbolic_residual,residual,all,0.0,1.0,23,reverse_drive_trap_A,softplus(-light_voltage/0.2)*trap_assisted_recomb_A,"light_voltage,trap_assisted_recomb_A",0.659290075302124,1.0,-0.00031287071760743856
1,field_collection,main,reverse,-1.0,-0.2784947454929352,2,light_voltage_z2,scaled(light_voltage)^2,light_voltage,0.6453773379325867,1.0,-0.016251811757683754
0,photogeneration,main,all,-1.0,-1.0801045894622803,2,light_voltage_z2,scaled(light_voltage)^2,light_voltage,0.6344248652458191,1.0,0.004455162212252617
0,photogeneration,main,all,-1.0,-1.0801045894622803,1,light_voltage_z,scaled(light_voltage),light_voltage,0.625518262386322,1.0,-0.0008756850147619843
1,field_collection,main,reverse,-1.0,-0.2784947454929352,11,length_z,scaled(active_layer_length),active_layer_length,0.4318206310272217,1.0,-0.05764690041542053
1,field_collection,main,reverse,-1.0,-0.2784947454929352,25,length_collection_saturation,1-exp(-active_layer_length/40),active_layer_length,0.4207223951816559,1.0,-0.05032258480787277
1,field_collection,main,reverse,-1.0,-0.2784947454929352,12,inverse_length,1/active_layer_length,active_layer_length,0.3971957266330719,1.0,0.04327232763171196
0,photogeneration,main,all,-1.0,-1.0801045894622803,11,length_z,scaled(active_layer_length),active_layer_length,0.37231776118278503,1.0,0.017781253904104233
4,higher_order_symbolic_residual,residual,all,0.0,1.0,18,ge_si_velocity_over_length,ge_si_recomb_velocity/active_layer_length,"ge_si_recomb_velocity,active_layer_length",0.3601028025150299,1.0,-0.005016098730266094
0,photogeneration,main,all,-1.0,-1.0801045894622803,12,inverse_length,1/active_layer_length,active_layer_length,0.3586108684539795,1.0,-0.014030861668288708
4,higher_order_symbolic_residual,residual,all,0.0,1.0,25,length_collection_saturation,1-exp(-active_layer_length/40),active_layer_length,0.35704925656318665,1.0,0.027096502482891083
4,higher_order_symbolic_residual,residual,all,0.0,1.0,26,thermal_surface_recomb_over_length,(ge_sio2_recomb_velocity + ge_si_recomb_velocity)/(active_layer_length*simulation_temperature),"ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature",0.3432696461677551,1.0,0.006604709196835756
4,higher_order_symbolic_residual,residual,all,0.0,1.0,12,inverse_length,1/active_layer_length,active_layer_length,0.3419513404369354,1.0,0.015324519947171211
0,photogeneration,main,all,-1.0,-1.0801045894622803,9,inverse_temperature,1/simulation_temperature,simulation_temperature,0.34172946214675903,1.0,-0.04428200051188469
4,higher_order_symbolic_residual,residual,all,0.0,1.0,17,ge_sio2_velocity_over_length,ge_sio2_recomb_velocity/active_layer_length,"ge_sio2_recomb_velocity,active_layer_length",0.33926165103912354,1.0,0.0068725780583918095
4,higher_order_symbolic_residual,residual,all,0.0,1.0,21,surface_recomb_over_length,(ge_sio2_recomb_velocity + ge_si_recomb_velocity)/active_layer_length,"ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length",0.31807196140289307,1.0,-0.010740100406110287
0,photogeneration,main,all,-1.0,-1.0801045894622803,25,length_collection_saturation,1-exp(-active_layer_length/40),active_layer_length,0.3127266466617584,1.0,-0.010896580293774605
4,higher_order_symbolic_residual,residual,all,0.0,1.0,28,trap_A_times_length,trap_assisted_recomb_A*active_layer_length,"trap_assisted_recomb_A,active_layer_length",0.30907246470451355,1.0,-0.0003580859047360718
0,photogeneration,main,all,-1.0,-1.0801045894622803,8,temperature_z,scaled(simulation_temperature),simulation_temperature,0.30302348732948303,1.0,-0.003941393457353115
4,higher_order_symbolic_residual,residual,all,0.0,1.0,11,length_z,scaled(active_layer_length),active_layer_length,0.2898183763027191,1.0,-0.0008146623149514198
4,higher_order_symbolic_residual,residual,all,0.0,1.0,14,trap_A_z,scaled(trap_assisted_recomb_A),trap_assisted_recomb_A,0.2890655994415283,1.0,0.0005358951166272163
4,higher_order_symbolic_residual,residual,all,0.0,1.0,8,temperature_z,scaled(simulation_temperature),simulation_temperature,0.28829333186149597,1.0,0.009195409715175629
4,higher_order_symbolic_residual,residual,all,0.0,1.0,20,surface_recomb_sum_z,scaled(ge_sio2_recomb_velocity + ge_si_recomb_velocity),"ge_sio2_recomb_velocity,ge_si_recomb_velocity",0.28470534086227417,1.0,-0.013929271139204502
4,higher_order_symbolic_residual,residual,all,0.0,1.0,9,inverse_temperature,1/simulation_temperature,simulation_temperature,0.27472665905952454,1.0,-0.015177641063928604
