test_rmse,test_mae,test_r2,active_symbolic_terms,selected_symbolic_weight,y_scale,pure_symbolic_student,kan_contribution_at_inference,bayesian_weight_min,bayesian_weight_median,bayesian_weight_max,bayesian_distill_weight,teacher_rmse,teacher_mae,teacher_r2,pure_symbolic_formula_path,pure_symbolic_exported_terms,pure_symbolic_export_rmse,pure_symbolic_export_max_abs_error
0.0037301745325800844,0.0029837298237955084,0.9725608019110957,61.0,1.0,3.3712586758532748,True,0.0,0.22503778338432312,0.9576350748538971,2.4431772232055664,0.25,0.0028560770264306865,0.0022708699107170105,0.9835777565160435,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\symbolic_fixed_teacher\seed_44\photo_current_symbolic_gated_kan\pure_symbolic_formula.txt,61.0,1.9680584525199523e-07,6.644157850566046e-07
