task,seed,teacher,teacher_to_tcad_rmse,teacher_to_tcad_r2,teacher_to_tcad_p95_abs_error,teacher_to_tcad_max_abs_error,checkpoint,checkpoint_sha256,scaler_mean_max_relative_delta,parameter_count,train_time_s,frozen_test_prediction,replay_status,replay_max_abs_error,replay_rmse,replay_tolerance,test_rows
AC_Response,44,bkan_parameter_mean,0.09462483241571538,0.9984881754743126,0.21157763024385556,0.6011941592025902,<REPO_ROOT>/artifacts\results\uq_repeated_grouped\seed_44\AC-response-bayes-results\model_checkpoint.pt,559392190376f3d17ff2d71ac8c3541e5ee58b637f47da01090b2441b8b7e9f9,5.812431418669051e-09,809,,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_44\AC_Response\bkan\test_predictions.csv,reference_difference_only,0.023750661277770924,0.006326296561706543,6.9352236e-05,448
AC_Response,44,dkan,0.3560455461090333,0.9785956396167883,1.1588567535403873,1.4482568705684609,,,,809,2.4075903999619186,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_44\AC_Response\dkan\test_predictions.csv,pass,8.821487426757812e-06,1.2611650271592295e-06,6.845391273498536e-05,448
AC_Response,44,mlp_l,0.18231909146648392,0.9943875118672647,0.3539078323722064,0.7632666435399145,,,,2369,0.38941990002058446,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_44\AC_Response\mlp_l\test_predictions.csv,pass,8.881784197001252e-16,1.282288854023841e-16,6.938785552978516e-05,448
