task,model,mae_log,rmse_log,mae_linear,mae_model_space,rmse_model_space,r2_model_space,picp_95,mpiw_log,mean_std_log,raw_picp_95,calibrated_picp_95,raw_mpiw_log,calibrated_mpiw_log,raw_gaussian_nll_model_space,calibrated_gaussian_nll_model_space,raw_interval_score_95,calibrated_interval_score_95,raw_curve_coverage_95,calibrated_curve_coverage_95,mpiw_model_space,mean_std_model_space,calibration_z,calibration_raw_quantile,calibration_std_scale_vs_normal,calibration_unit,calibration_score_count,derivative_mae_model_space,derivative_rmse_model_space,inference_method,comparison_eligible,comparison_status,hmc_acceptance_rate,train_curve_count,validation_curve_count,calibration_curve_count,test_curve_count,train_samples,validation_samples,calibration_samples,test_samples,train_fraction,validation_fraction,calibration_fraction,test_fraction,split_seed
I_dark,bayesian_kan_vi,0.002080008134411,0.0028203977378601,1.3819860267836147e-09,0.002080008134411,0.0028203977378601,0.9997256024797962,100.0,0.137616337196457,0.0193140230904926,100.0,100.0,0.0757109705147312,0.137616337196457,-3.0417128095372514,-2.449918178575435,0.0757109705147312,0.137616337196457,100.0,100.0,0.137616337196457,0.0193140230904926,3.5626015499639494,3.5626015499639494,1.8176538520224232,curve,24.0,0.0186833367272578,0.048613267263911,vi,True,eligible,,104,16,24,16,1560,240,360,240,0.65,0.1,0.15,0.1,49
I_photo,bayesian_kan_vi,0.0035663665395901,0.0043801268543335,4.036033578496045e-06,0.0035663665395901,0.0043801268543335,0.962942971151166,100.0,0.06266212871640492,0.0159852369174502,100.0,100.0,0.0626621287164051,0.06266212871640492,-3.1806553634520904,-3.1806554397128006,0.0626621287164051,0.06266212871640492,100.0,100.0,0.06266212871640492,0.0159852369174502,1.96,0.9975213565212426,1.0,curve,24.0,0.0023203844788279,0.0056305876597746,vi,True,eligible,,104,16,24,16,1664,256,384,256,0.65,0.1,0.15,0.1,49
AC_Response,bayesian_kan_vi,0.0454733831715892,0.0962448711805278,0.0454734094697169,0.0454733831715892,0.0962448711805278,0.9984586196123588,99.10714285714286,0.5443257543762864,0.1388586108102772,99.10714285714286,99.10714285714286,0.5443257543762866,0.5443257543762864,-1.13097542967391,-1.130975426754143,0.5583700751351897,0.5583701060941826,93.75,93.75,0.5443257543762864,0.1388586108102772,1.96,0.7714759039134844,1.0,curve,24.0,,,vi,True,eligible,,104,16,24,16,2912,448,672,448,0.65,0.1,0.15,0.1,49
