test_rmse,test_mae,test_r2,active_symbolic_terms,selected_symbolic_weight,y_scale,pure_symbolic_student,kan_contribution_at_inference,bayesian_distill_weight,teacher_rmse,teacher_mae,teacher_r2,pure_symbolic_formula_path,pure_symbolic_exported_terms,pure_symbolic_export_rmse,pure_symbolic_export_max_abs_error
0.019573140973581912,0.016015498952504682,0.9883942858140262,36.0,1.0,7.318022009221254,True,0.0,1.0,0.017034978162558088,0.012376997868220012,0.9908356662246053,artifacts\results\posterior_formula_ensemble\formulas\I_dark\draw_03_seed_26003\dark_current_symbolic_gated_kan\pure_symbolic_formula.txt,36.0,7.623822174497433e-07,3.3385473070524085e-06
