task,source,source_kind,family,budget,selected_alpha,terms,formula_chars,latency_per_point_s,test_finite_rate,dense_finite_rate,swept_axis_derivative_finite_rate,formula_to_network_rmse,formula_to_network_r2,formula_to_tcad_rmse,formula_to_tcad_r2,pareto_rmse_terms,pareto_rmse_chars,json_path,veriloga_path
Capacitance,bkan_parameter_mean,teacher_distillation,additive_spline,4,1e-08,36,8641,1.502666661205391e-07,1.0,1.0,1.0,2.9403001799155714e-16,0.9917514421287197,2.9738958343531576e-16,0.9915779813617887,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_4\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,additive_spline,6,1e-08,50,10197,1.504399988334626e-07,1.0,1.0,1.0,2.6331492522171343e-16,0.9933847595007045,2.6286490980639923e-16,0.9934199389369159,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_6\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,additive_spline,8,1e-08,64,11727,1.545966661069542e-07,1.0,1.0,1.0,2.5880940118097094e-16,0.9936092065622951,2.574582168706736e-16,0.9936878369715948,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_8\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,polynomial,1,1e-08,8,934,3.3257333367752534e-07,1.0,1.0,1.0,1.9703450194414004e-15,0.6295929486742475,1.972810510645266e-15,0.6293743783044261,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_1\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,polynomial,2,1e-08,36,2018,1.7332166666164995e-06,1.0,1.0,1.0,1.0688287403351595e-15,0.8910039068728012,1.0796731439695884e-15,0.888993274840238,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_2\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_2\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,polynomial,3,0.01,120,5295,4.578193333387996e-06,1.0,1.0,1.0,5.072212856990557e-16,0.9754534972004252,5.185925498000254e-16,0.9743895482191364,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_3\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_3\formula.va
Capacitance,dkan,teacher_distillation,additive_spline,4,1e-08,36,8664,1.4947999928457042e-07,1.0,1.0,1.0,2.844562651133787e-16,0.992122647429964,2.9498031165836633e-16,0.9917138888747936,True,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\dkan\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\dkan\additive_spline_4\formula.va
Capacitance,dkan,teacher_distillation,additive_spline,6,0.01,50,10191,1.650266679159055e-07,1.0,1.0,1.0,2.6024877023728217e-16,0.9934063384862825,2.6286991652340217e-16,0.9934196882772339,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\dkan\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\dkan\additive_spline_6\formula.va
Capacitance,dkan,teacher_distillation,additive_spline,8,0.01,64,11738,1.585433337216576e-07,1.0,1.0,1.0,2.4823476718737183e-16,0.9940010603593163,2.589715396798823e-16,0.9936134139104618,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\dkan\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\dkan\additive_spline_8\formula.va
Capacitance,dkan,teacher_distillation,polynomial,1,0.01,8,935,1.862033347909649e-07,1.0,1.0,1.0,1.9438049251150148e-15,0.6321636595654812,1.9725640196036513e-15,0.6294669874910233,True,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\dkan\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\dkan\polynomial_1\formula.va
Capacitance,dkan,teacher_distillation,polynomial,2,1e-08,36,2024,1.3168266663948694e-06,1.0,1.0,1.0,1.0569736583013172e-15,0.89123789487572,1.0800482115645543e-15,0.888916136203498,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\dkan\polynomial_2\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\dkan\polynomial_2\formula.va
Capacitance,dkan,teacher_distillation,polynomial,3,0.01,120,5278,4.608773333408559e-06,1.0,1.0,1.0,5.092434137814777e-16,0.974753561652593,5.248386283788817e-16,0.9737689136726545,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\dkan\polynomial_3\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\dkan\polynomial_3\formula.va
Capacitance,mlp_l,teacher_distillation,additive_spline,4,1e-08,36,8641,1.4918000088073312e-07,1.0,1.0,1.0,2.308391883475706e-16,0.9947415994534184,4.803215116402192e-16,0.9780300652154048,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\mlp_l\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\mlp_l\additive_spline_4\formula.va
Capacitance,mlp_l,teacher_distillation,additive_spline,6,1e-08,50,10221,1.589133326585094e-07,1.0,1.0,1.0,2.265711710682281e-16,0.994934248450512,4.931640846749987e-16,0.9768395189765455,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\mlp_l\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\mlp_l\additive_spline_6\formula.va
Capacitance,mlp_l,teacher_distillation,additive_spline,8,1e-08,64,11766,1.6372333241937062e-07,1.0,1.0,1.0,2.2649487193033215e-16,0.9949376597176565,4.938754760447574e-16,0.9767726525914893,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\mlp_l\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_51\Capacitance\exports\Capacitance\mlp_l\additive_spline_8\formula.va
