task,seed,teacher,teacher_to_tcad_rmse,teacher_to_tcad_r2,teacher_to_tcad_p95_abs_error,teacher_to_tcad_max_abs_error,checkpoint,checkpoint_sha256,scaler_mean_max_relative_delta,parameter_count,checkpoint_output_scale_applied,train_time_s,frozen_test_prediction,replay_status,replay_max_abs_error,replay_rmse,replay_tolerance,frozen_scale_applied,test_rows
Capacitance,42,bkan_parameter_mean,2.0378514911058205e-16,0.99642688556325,4.983680503694878e-16,1.549148671244173e-15,<REPO_ROOT>/artifacts\results\uq_repeated_grouped_capacitance\seed_42\Capacitance-bayes-results\model_checkpoint.pt,1c1caf6ea90cb52626c33e3cf4ba99258d094fbd839212527294d38baa2a69bd,7.191455198036994e-09,1477,1000.0,,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_42\Capacitance\bkan\test_predictions.csv,reference_difference_only,3.4200197400484415e-17,3.755753463176158e-18,4.14086e-19,1000.0,6400
Capacitance,42,dkan,4.613624772386557e-16,0.9816858653357579,1.24906030708525e-15,2.1148330184715985e-15,,,,1477,,3.423529400024563,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_42\Capacitance\dkan\test_predictions.csv,pass,7.755645423297187e-21,2.50733557887506e-21,4.122143409583686e-19,1000.0,6400
Capacitance,42,mlp_l,5.131580438950923e-16,0.9773429092284787,1.1129161332611311e-15,1.8552464828537723e-15,,,,2625,,3.266678799991496,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_42\Capacitance\mlp_l\test_predictions.csv,pass,5.664532841074021e-21,2.260359106007959e-21,4.031826205476981e-19,1000.0,6400
