task,seed,teacher,teacher_to_tcad_rmse,teacher_to_tcad_r2,teacher_to_tcad_p95_abs_error,teacher_to_tcad_max_abs_error,checkpoint,checkpoint_sha256,scaler_mean_max_relative_delta,parameter_count,checkpoint_output_scale_applied,train_time_s,frozen_test_prediction,replay_status,replay_max_abs_error,replay_rmse,replay_tolerance,frozen_scale_applied,test_rows
Capacitance,48,bkan_parameter_mean,5.024084463610087e-17,0.9997758489226348,9.4213214727727e-17,7.555007013230274e-16,<REPO_ROOT>/artifacts\results\uq_repeated_grouped_capacitance\seed_48\Capacitance-bayes-results\model_checkpoint.pt,37ab620ce31d00b04b25b8443d670fcddda1d206b9d2185c795c99ac123448d9,6.315030817641483e-09,1477,1000.0,,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_48\Capacitance\bkan\test_predictions.csv,reference_difference_only,2.3469394980076998e-17,2.517771763677385e-18,4.409160200000001e-19,1000.0,6400
Capacitance,48,dkan,2.6585151302886837e-16,0.9937236776717864,3.014666632450466e-16,3.3859502043125405e-15,,,,1477,,3.124302899988834,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_48\Capacitance\dkan\test_predictions.csv,pass,3.970466940254533e-21,1.2641640632188094e-21,4.0978712834334207e-19,1000.0,6400
Capacitance,48,mlp_l,4.749261553718158e-16,0.9799700833358519,1.0952983985573098e-15,2.5635098309399733e-15,,,,2625,,3.232417599996552,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_48\Capacitance\mlp_l\test_predictions.csv,pass,4.129285611553827e-21,1.2401098804613386e-21,4.2462357215899126e-19,1000.0,6400
