logical_path,file_type,run_date,campaign_relation,bytes,modified_utc,sha256,solver,software_version,gridpoint_shapes,vertices,elements,publication_status
<FROZEN_TCAD_ROOT>/ParaSimulationFile/vertical_photodetector_p351536_20260617_024432_965_p0.log,log,20260617,primary_campaign_date_match,14572,2026-06-17T04:36:46.521256+00:00,d46a9b62dd8c1df8aa2038056f728ff4e7a2df5e930ba99fdfd6ceb823470251,FDTD,Ansys Lumerical 2024 R1 FDTD Solver Version 8.31.3633 (Windows 64bit),142x94x27;1x87x13,,,hash_registered_not_packaged_commercial_binary_or_sensitive_log
<FROZEN_TCAD_ROOT>/ParaSimulationFile/vertical_photodetector_p351536_20260617_024441_217.ldev,ldev,20260617,primary_campaign_date_match,52368576,2026-06-17T04:37:21.846976+00:00,61de90d06e491b5e8e30528dddb51f9aa71dab72d857b998588a2b4c3cf6ead0,DEVICE,embedded native project; inspect with licensed Lumerical software,,,,hash_registered_not_packaged_commercial_binary_or_sensitive_log
<FROZEN_TCAD_ROOT>/ParaSimulationFile/vertical_photodetector_p351536_20260617_024441_217_p0.log,log,20260617,primary_campaign_date_match,1232,2026-06-17T04:37:21.860476+00:00,864095aeb3a4545a0a93f93f26ace20a147335bd7c0e92f12b2488a6127e604e,DEVICE,Ansys Lumerical 2024 R1 Charge Transport Solver Version 7.13.3633 (Windows 64bit),,969,1814,hash_registered_not_packaged_commercial_binary_or_sensitive_log
<FROZEN_TCAD_ROOT>/ParaSimulationFile/vertical_photodetector_p353272_20260617_024448_844.fsp,fsp,20260617,primary_campaign_date_match,33509992,2026-06-17T04:36:19.815507+00:00,a3ae80d68dedd1c2689b36d676a77766d18bc347617d9476d5b89701b1e16ca6,FDTD,embedded native project; inspect with licensed Lumerical software,,,,hash_registered_not_packaged_commercial_binary_or_sensitive_log
<FROZEN_TCAD_ROOT>/ParaSimulationFile/vertical_photodetector_p353272_20260617_024448_844_p0.log,log,20260617,primary_campaign_date_match,14690,2026-06-17T04:36:19.819506+00:00,76ba5b439aea3362058cd2a14ea63bf4afad7450016844122f56448fc46f8aa0,FDTD,Ansys Lumerical 2024 R1 FDTD Solver Version 8.31.3633 (Windows 64bit),141x94x27;1x87x13,,,hash_registered_not_packaged_commercial_binary_or_sensitive_log
<FROZEN_TCAD_ROOT>/ParaSimulationFile/vertical_photodetector_p353272_20260617_024457_203.ldev,ldev,20260617,primary_campaign_date_match,52782320,2026-06-17T04:37:03.064505+00:00,a61b19dd30dc041fe0559ac107dd53b5fd27f843c82d5d8a39669337a9c79776,DEVICE,embedded native project; inspect with licensed Lumerical software,,,,hash_registered_not_packaged_commercial_binary_or_sensitive_log
<FROZEN_TCAD_ROOT>/ParaSimulationFile/vertical_photodetector_p353272_20260617_024457_203_p0.log,log,20260617,primary_campaign_date_match,1232,2026-06-17T04:37:03.083504+00:00,5d958565305df1c8d204b63a53b4d309d1ee8571fae4d0ed5ad1e9d522e78516,DEVICE,Ansys Lumerical 2024 R1 Charge Transport Solver Version 7.13.3633 (Windows 64bit),,979,1832,hash_registered_not_packaged_commercial_binary_or_sensitive_log
<FROZEN_TCAD_ROOT>/ParaSimulationFile/vertical_photodetector_p6124_20260616_162742_127.fsp,fsp,20260616,earlier_development_context,32691024,2026-06-16T10:39:31.226054+00:00,ff5b26380e93fbf759a97fc5caf0ea8cdc790ba5cc57145650409b531b1a5baf,FDTD,embedded native project; inspect with licensed Lumerical software,,,,hash_registered_not_packaged_commercial_binary_or_sensitive_log
<FROZEN_TCAD_ROOT>/ParaSimulationFile/vertical_photodetector_p6124_20260616_162742_127_p0.log,log,20260616,earlier_development_context,15114,2026-06-16T10:39:31.231071+00:00,0bbd40b94169d8113c9bed9a02706fc93ced0804872061fb5a72aedaff82f627,FDTD,Ansys Lumerical 2024 R1 FDTD Solver Version 8.31.3633 (Windows 64bit),138x94x27;1x87x13,,,hash_registered_not_packaged_commercial_binary_or_sensitive_log
<FROZEN_TCAD_ROOT>/ParaSimulationFile/vertical_photodetector_p6124_20260616_162751_224.ldev,ldev,20260616,earlier_development_context,52574916,2026-06-16T10:40:17.103642+00:00,540924b048df7d6726ecf08a2356b9d2560c9bb762df93f2ccd30071ca49c0fb,DEVICE,embedded native project; inspect with licensed Lumerical software,,,,hash_registered_not_packaged_commercial_binary_or_sensitive_log
<FROZEN_TCAD_ROOT>/ParaSimulationFile/vertical_photodetector_p6124_20260616_162751_224_p0.log,log,20260616,earlier_development_context,1228,2026-06-16T10:40:17.149061+00:00,275496893e94d415628154b96e3a9003e23b8a2ca9d072c5cc45108b1c8494b6,DEVICE,Ansys Lumerical 2024 R1 Charge Transport Solver Version 7.13.3633 (Windows 64bit),,974,1822,hash_registered_not_packaged_commercial_binary_or_sensitive_log
