dark_voltage,trap_assisted_recomb_A,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature,model_prediction,exported_formula_prediction,formula_minus_model
-1.8,9.32148229008894e-10,2545.124905053194,512.7371789301767,40.07870713980076,299.5411124372077,-6.48453426361084,-6.484534758914223,-4.953033831966991e-07
-0.6000000000000001,8.688108546297864e-10,2646.5653288453154,498.36187777461095,39.94029005251662,299.6218359156308,-6.632822036743164,-6.632822065681649,-2.893848449758707e-08
-0.8,9.431291378149591e-10,2617.847164727645,540.4486468445567,38.69622270488729,301.9657628923453,-6.548018932342529,-6.548018621807888,3.105346415566146e-07
-2.2,1.1037395013588123e-09,2531.0169366346463,492.6438219382251,36.10636397779454,299.96382807834965,-6.486911773681641,-6.486911417332114,3.5634952677554566e-07
-1.8,8.688108546297864e-10,2646.5653288453154,498.36187777461095,39.94029005251662,299.6218359156308,-6.463839054107666,-6.463839949424374,-8.953167078828983e-07
-3.0,9.973807555784963e-10,2483.6702561944007,499.2076886794748,40.248277237816566,302.09732544564235,-6.363670349121094,-6.363670393053277,-4.393218322462644e-08
-2.4000000000000004,9.32148229008894e-10,2545.124905053194,512.7371789301767,40.07870713980076,299.5411124372077,-6.431122303009033,-6.431123710289538,-1.4072805045728387e-06
-0.6000000000000001,9.973807555784963e-10,2483.6702561944007,499.2076886794748,40.248277237816566,302.09732544564235,-6.589397430419922,-6.589397577864648,-1.4744472576211365e-07
-2.0,1.0692616090001279e-09,2445.881237248077,515.6238842072526,38.37558042728467,295.9516778251947,-6.58564567565918,-6.585646409303057,-7.336438772043152e-07
-1.4,1.0109417900146311e-09,2546.474062846718,483.0790058826933,38.96317500489286,311.33012415162744,-6.208990097045898,-6.208990229842143,-1.3279624422324332e-07
-2.8000000000000003,1.0109417900146311e-09,2546.474062846718,483.0790058826933,38.96317500489286,311.33012415162744,-6.088799953460693,-6.088801020260417,-1.0667997232260973e-06
-3.0,1.0692616090001279e-09,2445.881237248077,515.6238842072526,38.37558042728467,295.9516778251947,-6.581841945648193,-6.581842106438541,-1.6079034725891006e-07
-2.4000000000000004,9.973807555784963e-10,2483.6702561944007,499.2076886794748,40.248277237816566,302.09732544564235,-6.373457431793213,-6.373458169513691,-7.377204784830838e-07
-2.8000000000000003,8.64757430416121e-10,2613.398572092139,483.2695161383806,39.73131063338137,294.42197627514213,-6.541986465454102,-6.54198801412241,-1.5486683082599484e-06
-1.0,9.454134520298419e-10,2570.8338282332857,490.849029568548,38.28868089781682,299.0569098093356,-6.609160423278809,-6.609160859079235,-4.3580042596857993e-07
-2.0,1.0109417900146311e-09,2546.474062846718,483.0790058826933,38.96317500489286,311.33012415162744,-6.145374298095703,-6.14537479497212,-4.968764164559047e-07
-1.0,1.032683367538443e-09,2526.170348943833,478.8149532207128,42.09307571557734,293.4443281911712,-6.737648963928223,-6.737649365330965,-4.01402742156165e-07
-0.4,9.973807555784963e-10,2483.6702561944007,499.2076886794748,40.248277237816566,302.09732544564235,-6.6644287109375,-6.664429093118195,-3.821806950909945e-07
-0.8,8.688108546297864e-10,2646.5653288453154,498.36187777461095,39.94029005251662,299.6218359156308,-6.594062805175781,-6.594063070657556,-2.6548177434193576e-07
-1.2000000000000002,9.431291378149591e-10,2617.847164727645,540.4486468445567,38.69622270488729,301.9657628923453,-6.488329887390137,-6.488329888476021,-1.085884271390114e-09
-1.2000000000000002,1.0727653122619132e-09,2512.3283017034155,474.34077412964,42.74916053103488,290.5746947786968,-6.779236793518066,-6.779237390263668,-5.967456013777905e-07
-3.0,9.67689959245767e-10,2498.119875502734,535.4265253830317,42.346830624956574,300.5747457097431,-6.3810296058654785,-6.3810300794355985,-4.735701200075937e-07
-0.6000000000000001,1.0511173572717443e-09,2495.130349883853,523.8477826070769,41.27631172344517,301.59948365785385,-6.596060752868652,-6.596060843220597,-9.035194459272589e-08
-0.2,1.0109417900146311e-09,2546.474062846718,483.0790058826933,38.96317500489286,311.33012415162744,-6.524050712585449,-6.524051104967971,-3.923825220297772e-07
-1.2000000000000002,9.973807555784963e-10,2483.6702561944007,499.2076886794748,40.248277237816566,302.09732544564235,-6.498523712158203,-6.498523764867708,-5.2709505204973084e-08
-2.2,9.980121445569454e-10,2387.75545073954,508.7275610680178,38.8972081784186,297.8606493603604,-6.520785331726074,-6.520786137935615,-8.0620954090449e-07
-1.2000000000000002,1.0109417900146311e-09,2546.474062846718,483.0790058826933,38.96317500489286,311.33012415162744,-6.232056617736816,-6.232056496783334,1.209534827850689e-07
-0.2,8.64757430416121e-10,2613.398572092139,483.2695161383806,39.73131063338137,294.42197627514213,-7.0104475021362305,-7.010448260095038,-7.579588077177846e-07
-0.4,1.011801650795657e-09,2503.197375042157,521.464297637573,42.04226242943757,288.6545802497056,-7.014621734619141,-7.014621785096659,-5.047751816533719e-08
-0.2,9.67689959245767e-10,2498.119875502734,535.4265253830317,42.346830624956574,300.5747457097431,-6.8060173988342285,-6.806017138012756,2.6082147286388135e-07
-2.6,9.67689959245767e-10,2498.119875502734,535.4265253830317,42.346830624956574,300.5747457097431,-6.389787197113037,-6.389788543512804,-1.3463997667884087e-06
-2.0,9.980121445569454e-10,2387.75545073954,508.7275610680178,38.8972081784186,297.8606493603604,-6.537431716918945,-6.5374322626830415,-5.457640961381571e-07
-1.4,9.973807555784963e-10,2483.6702561944007,499.2076886794748,40.248277237816566,302.09732544564235,-6.473974227905273,-6.473974676307631,-4.4840235791099303e-07
-0.6000000000000001,1.0727653122619132e-09,2512.3283017034155,474.34077412964,42.74916053103488,290.5746947786968,-6.877910137176514,-6.877910647282156,-5.101056421707995e-07
-0.6000000000000001,1.1065063764088472e-09,2603.202340784687,488.6799605874269,40.68035124967265,296.73843693227377,-6.728517532348633,-6.728517957292064,-4.249434315539702e-07
-1.0,1.1065063764088472e-09,2603.202340784687,488.6799605874269,40.68035124967265,296.73843693227377,-6.658565521240234,-6.658565824602878,-3.033626434501002e-07
-0.4,1.0511173572717443e-09,2495.130349883853,523.8477826070769,41.27631172344517,301.59948365785385,-6.667773723602295,-6.667774659890412,-9.362881172592097e-07
-2.4000000000000004,1.0727653122619132e-09,2512.3283017034155,474.34077412964,42.74916053103488,290.5746947786968,-6.642354965209961,-6.642356474129629,-1.5089196683248929e-06
-2.0,9.431291378149591e-10,2617.847164727645,540.4486468445567,38.69622270488729,301.9657628923453,-6.400382995605469,-6.40038316597116,-1.7036569133210833e-07
-0.4,9.454134520298419e-10,2570.8338282332857,490.849029568548,38.28868089781682,299.0569098093356,-6.772190570831299,-6.772190571160665,-3.2936586791265654e-10
-1.8,1.1065063764088472e-09,2603.202340784687,488.6799605874269,40.68035124967265,296.73843693227377,-6.556275844573975,-6.55627693068633,-1.086112355608293e-06
-2.4000000000000004,9.431291378149591e-10,2617.847164727645,540.4486468445567,38.69622270488729,301.9657628923453,-6.3724541664123535,-6.372455266333623,-1.0999212696205518e-06
-1.6,9.973807555784963e-10,2483.6702561944007,499.2076886794748,40.248277237816566,302.09732544564235,-6.4511494636535645,-6.451149144525975,3.1912758924335094e-07
-0.4,8.688108546297864e-10,2646.5653288453154,498.36187777461095,39.94029005251662,299.6218359156308,-6.710876941680908,-6.710877723414602,-7.817336937776531e-07
-2.8000000000000003,9.32148229008894e-10,2545.124905053194,512.7371789301767,40.07870713980076,299.5411124372077,-6.420454978942871,-6.420454047162625,9.317802458497226e-07
-1.6,8.64757430416121e-10,2613.398572092139,483.2695161383806,39.73131063338137,294.42197627514213,-6.619571208953857,-6.619571337442783,-1.284889252772814e-07
-0.2,1.0692616090001279e-09,2445.881237248077,515.6238842072526,38.37558042728467,295.9516778251947,-7.033057689666748,-7.033058029353721,-3.3968697277231286e-07
-2.8000000000000003,1.0692616090001279e-09,2445.881237248077,515.6238842072526,38.37558042728467,295.9516778251947,-6.563852787017822,-6.563853375270508,-5.882526856737513e-07
-1.8,1.0692616090001279e-09,2445.881237248077,515.6238842072526,38.37558042728467,295.9516778251947,-6.6048736572265625,-6.604873982633554,-3.254069911307056e-07
-1.8,9.454134520298419e-10,2570.8338282332857,490.849029568548,38.28868089781682,299.0569098093356,-6.503360271453857,-6.503360487544495,-2.1609063782790372e-07
-2.6,1.0109417900146311e-09,2546.474062846718,483.0790058826933,38.96317500489286,311.33012415162744,-6.095435619354248,-6.095436704083268,-1.0847290203841453e-06
-0.8,1.011801650795657e-09,2503.197375042157,521.464297637573,42.04226242943757,288.6545802497056,-6.892477512359619,-6.892477353734089,1.5862553048862083e-07
-2.6,1.0692616090001279e-09,2445.881237248077,515.6238842072526,38.37558042728467,295.9516778251947,-6.557338237762451,-6.557339180377895,-9.426154434777345e-07
-1.6,1.0727653122619132e-09,2512.3283017034155,474.34077412964,42.74916053103488,290.5746947786968,-6.726850986480713,-6.7268508420798225,1.4440089035616666e-07
-2.2,1.011801650795657e-09,2503.197375042157,521.464297637573,42.04226242943757,288.6545802497056,-6.707045555114746,-6.707046790478449,-1.2353637028894582e-06
-1.2000000000000002,8.64757430416121e-10,2613.398572092139,483.2695161383806,39.73131063338137,294.42197627514213,-6.673726558685303,-6.673726796646622,-2.379613190939267e-07
-2.8000000000000003,1.011801650795657e-09,2503.197375042157,521.464297637573,42.04226242943757,288.6545802497056,-6.6825408935546875,-6.6825398038435155,1.0897111719643249e-06
-2.2,8.64757430416121e-10,2613.398572092139,483.2695161383806,39.73131063338137,294.42197627514213,-6.558403015136719,-6.558403681270708,-6.661339888580642e-07
-0.8,9.67689959245767e-10,2498.119875502734,535.4265253830317,42.346830624956574,300.5747457097431,-6.579041481018066,-6.579041743323223,-2.623051562622436e-07
-1.0,8.688108546297864e-10,2646.5653288453154,498.36187777461095,39.94029005251662,299.6218359156308,-6.563614368438721,-6.563614889066481,-5.206277604585807e-07
-2.8000000000000003,1.1037395013588123e-09,2531.0169366346463,492.6438219382251,36.10636397779454,299.96382807834965,-6.4965972900390625,-6.496596948309511,3.417295513230556e-07
-1.0,1.011801650795657e-09,2503.197375042157,521.464297637573,42.04226242943757,288.6545802497056,-6.858891487121582,-6.858891330648585,1.5647299722587604e-07
-2.6,8.688108546297864e-10,2646.5653288453154,498.36187777461095,39.94029005251662,299.6218359156308,-6.401530742645264,-6.401531594317984,-8.516727199037177e-07
-2.4000000000000004,1.032683367538443e-09,2526.170348943833,478.8149532207128,42.09307571557734,293.4443281911712,-6.5754828453063965,-6.575483354375128,-5.090687311692932e-07
