task,model,inference_method,n_seeds,rmse_model_space_mean,rmse_model_space_std,rmse_model_space_median,r2_model_space_mean,r2_model_space_std,r2_model_space_median,raw_picp_95_mean,raw_picp_95_std,raw_picp_95_median,standard_conformal_picp_95_mean,standard_conformal_picp_95_std,standard_conformal_picp_95_median,no_shrink_conformal_picp_95_mean,no_shrink_conformal_picp_95_std,no_shrink_conformal_picp_95_median,calibrated_picp_95_mean,calibrated_picp_95_std,calibrated_picp_95_median,raw_subcurve_coverage_95_mean,raw_subcurve_coverage_95_std,raw_subcurve_coverage_95_median,standard_conformal_subcurve_coverage_95_mean,standard_conformal_subcurve_coverage_95_std,standard_conformal_subcurve_coverage_95_median,no_shrink_conformal_subcurve_coverage_95_mean,no_shrink_conformal_subcurve_coverage_95_std,no_shrink_conformal_subcurve_coverage_95_median,calibrated_subcurve_coverage_95_mean,calibrated_subcurve_coverage_95_std,calibrated_subcurve_coverage_95_median,raw_device_coverage_95_mean,raw_device_coverage_95_std,raw_device_coverage_95_median,standard_conformal_device_coverage_95_mean,standard_conformal_device_coverage_95_std,standard_conformal_device_coverage_95_median,no_shrink_conformal_device_coverage_95_mean,no_shrink_conformal_device_coverage_95_std,no_shrink_conformal_device_coverage_95_median,calibrated_device_coverage_95_mean,calibrated_device_coverage_95_std,calibrated_device_coverage_95_median,raw_mpiw_log_mean,raw_mpiw_log_std,raw_mpiw_log_median,standard_conformal_mpiw_log_mean,standard_conformal_mpiw_log_std,standard_conformal_mpiw_log_median,no_shrink_conformal_mpiw_log_mean,no_shrink_conformal_mpiw_log_std,no_shrink_conformal_mpiw_log_median,calibrated_mpiw_log_mean,calibrated_mpiw_log_std,calibrated_mpiw_log_median,raw_gaussian_nll_model_space_mean,raw_gaussian_nll_model_space_std,raw_gaussian_nll_model_space_median,standard_conformal_gaussian_nll_model_space_mean,standard_conformal_gaussian_nll_model_space_std,standard_conformal_gaussian_nll_model_space_median,no_shrink_conformal_gaussian_nll_model_space_mean,no_shrink_conformal_gaussian_nll_model_space_std,no_shrink_conformal_gaussian_nll_model_space_median,calibrated_gaussian_nll_model_space_mean,calibrated_gaussian_nll_model_space_std,calibrated_gaussian_nll_model_space_median,raw_interval_score_95_mean,raw_interval_score_95_std,raw_interval_score_95_median,standard_conformal_interval_score_95_mean,standard_conformal_interval_score_95_std,standard_conformal_interval_score_95_median,no_shrink_conformal_interval_score_95_mean,no_shrink_conformal_interval_score_95_std,no_shrink_conformal_interval_score_95_median,calibrated_interval_score_95_mean,calibrated_interval_score_95_std,calibrated_interval_score_95_median,raw_z_mean,raw_z_std,raw_z_median,standard_conformal_z_mean,standard_conformal_z_std,standard_conformal_z_median,no_shrink_conformal_z_mean,no_shrink_conformal_z_std,no_shrink_conformal_z_median,calibration_raw_quantile_mean,calibration_raw_quantile_std,calibration_raw_quantile_median,calibration_z_mean,calibration_z_std,calibration_z_median,calibration_score_count_mean,calibration_score_count_std,calibration_score_count_median
Capacitance,bayesian_kan_vi,vi,10,6.85373007960255e-20,4.8987018783160473e-20,5.413222743182484e-20,0.9993970854273078,0.0010659721885125908,0.9997276032651596,98.6390625,3.926713413722339,99.9140625,98.8484375,3.641560368037649,100.0,98.8484375,3.641560368037649,100.0,98.8484375,3.641560368037649,100.0,97.475,4.137313272053631,99.0,98.75,3.952847075210474,100.0,98.75,3.952847075210474,100.0,98.75,3.952847075210474,100.0,82.5,12.0761472884912,84.375,98.75,3.952847075210474,100.0,98.75,3.952847075210474,100.0,98.75,3.952847075210474,100.0,2.451917719339899e-19,4.074643178162928e-20,2.372404180086803e-19,4.027581529558751e-19,9.049018528287481e-20,3.899760564055314e-19,4.027581529558751e-19,9.049018528287481e-20,3.899760564055314e-19,4.027581529558751e-19,9.049018528287481e-20,3.899760564055314e-19,-3.223337671647952,0.7976671052986751,-3.4875466700549245,-2.852651500452432,0.508217985261496,-3.0223592348030457,-2.852651500452432,0.508217985261496,-3.0223592348030457,-2.852651500452432,0.508217985261496,-3.0223592348030457,4.011617176138529e-19,5.171090747313549e-19,2.398422839993279e-19,5.316259623106746e-19,4.1944332203801605e-19,3.899760564055314e-19,5.316259623106746e-19,4.1944332203801605e-19,3.899760564055314e-19,5.316259623106746e-19,4.1944332203801605e-19,3.899760564055314e-19,1.9600000000000002,2.340555645717801e-16,1.96,3.2780486503556836,0.8643019856645046,3.079635929965863,3.2780486503556836,0.8643019856645046,3.079635929965863,3.2780486503556836,0.8643019856645046,3.079635929965863,3.2780486503556836,0.8643019856645046,3.079635929965863,24.0,0.0,24.0
