task,dark_voltage,trap_assisted_recomb_A,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature,dark_current,_curve_id
I_dark,-2.0,1.0308127820747194e-09,2437.7200106987866,482.5972990901911,40.648465379108416,299.4728047413536,3.336156883912036e-07,18026431441542812131
I_dark,-1.8,1.1421949243104863e-09,2464.085688286918,515.1290966367517,40.96326376678826,298.8654192354596,3.081404400278936e-07,12882774050561771087
I_dark,-2.0,9.60969170700449e-10,2766.6918918406623,529.8468751484584,39.61181207182135,297.3307652107198,3.186826061924839e-07,6563696386679920944
I_dark,-2.0,1.0692616090001279e-09,2445.881237248077,515.6238842072526,38.37558042728467,295.9516778251947,2.5143859619243495e-07,2860266914913243763
I_dark,-2.4000000000000004,8.058950792540601e-10,2412.212725535436,472.1154567367515,38.858183000543626,295.7855807653235,2.819137272529684e-07,7296031158140813817
I_dark,-3.0,8.979123523428992e-10,2531.360993910196,491.918494232159,35.793021097389925,308.86985058095934,6.107557509013208e-07,579736006479800074
I_dark,-2.0,9.16382362452114e-10,2549.3338723326283,483.7915671011157,41.484417545989686,302.7283665488111,4.397959494290816e-07,779010489516208886
I_dark,-1.8,1.0025105539620802e-09,2526.9743060678943,509.1946075584183,40.75166342427999,301.0515477079729,3.665029423175872e-07,15180030701036252205
I_dark,-1.4,1.0109417900146311e-09,2546.474062846718,483.0790058826933,38.96317500489286,311.33012415162744,6.003558240973907e-07,11587428247216890986
I_dark,-2.0,8.75983736068783e-10,2627.978517028968,489.37942559949954,40.91913452211564,297.20307373531364,3.202068545573487e-07,5144607327742428380
I_dark,-2.8000000000000003,1.0933784852654091e-09,2410.884334287086,539.0569290920441,39.62193192256099,289.3285700165644,1.871836651221425e-07,16519722322841066187
I_dark,-2.6,9.143704143090119e-10,2444.5179463100326,473.4138143725302,40.94136333558407,299.94201571725745,3.83549897728707e-07,11714911050137312102
I_dark,-2.8000000000000003,1.0109417900146311e-09,2546.474062846718,483.0790058826933,38.96317500489286,311.33012415162744,7.379168391798e-07,11587428247216890986
I_dark,-0.8,8.595939611542648e-10,2643.7199291480506,484.396762738386,41.95641496228942,305.9180523366615,4.029125371671552e-07,15230833052760599040
I_dark,-0.8,9.74908016407874e-10,2433.9347159425315,536.1873069142775,40.58953669016749,293.2225739384997,1.610903771488368e-07,18393380424088899902
I_dark,-3.0,9.123213222215395e-10,2625.69228411366,506.617977618184,38.92442853409919,306.1252360546967,5.792478695503729e-07,2928394120619732261
I_dark,-0.8,8.354324428057497e-10,2430.182491588309,507.603602235917,36.73791801396338,295.61725668807514,1.7479028034662568e-07,10829525609740651031
I_dark,-1.0,1.0040157435828723e-09,2421.1156291426087,502.3421578152334,38.33334239027114,293.10089722857373,1.626564569932206e-07,12886194249589357920
I_dark,-1.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,1.8543726149067328e-07,12823118457006761398
I_dark,-1.4,1.1459805246638944e-09,2630.825732937456,497.4739907663986,41.26661222078493,300.2753689300697,3.276328384151511e-07,12849312948239067464
I_dark,-1.0,1.0308127820747194e-09,2437.7200106987866,482.5972990901911,40.648465379108416,299.4728047413536,2.587728562831842e-07,18026431441542812131
I_dark,-2.2,1.0050965165320695e-09,2414.3235243349927,515.5034020410067,40.79653471954481,301.4383600393062,3.882922680648196e-07,18237334030368139870
I_dark,-2.2,9.612679185080118e-10,2493.7557151613,504.62150372842615,37.39117268896573,297.8667082132286,2.949374404316791e-07,433422742429117681
I_dark,-2.0,1.08604047901988e-09,2575.5622449220923,476.6697423761544,40.75046782180591,305.2870639056014,4.905078413671561e-07,17451691503515762550
I_dark,-2.2,9.89963136259949e-10,2542.7024133885266,503.0087467521194,39.0211226249472,305.0510216058231,4.789518259250689e-07,380264510751012186
I_dark,-2.4000000000000004,9.595802013951228e-10,2610.2949574222403,489.9218602044182,42.219532217947325,302.0841812978663,4.574086313404687e-07,11643629726484600332
I_dark,-0.6000000000000001,1.0368980362030106e-09,2588.682974046272,505.298163800807,40.78433779833217,301.9145433801493,2.633507010413711e-07,3703347433873037581
I_dark,-1.0,8.8914003988915e-10,2578.309809077789,484.4641187531683,42.13424050837239,300.34884642744885,3.044394865257906e-07,59563343903943478
I_dark,-1.6,1.000072357945733e-09,2615.067429542859,502.8265147659643,41.97319841319997,303.92619603855775,4.457333481297181e-07,2056914843148536795
I_dark,-2.8000000000000003,1.1396379394271226e-09,2408.4924726992253,490.0725825278824,43.06550150160359,292.35304316269765,2.441059222057255e-07,10954724855113224492
I_dark,-2.0,9.603042271636284e-10,2438.0715583385486,503.6957420101608,43.08491203323523,298.5763734449834,3.402942435470009e-07,2124884718484563516
I_dark,-0.8,8.920412889937107e-10,2700.220283946353,481.8164609958477,41.48473029075561,294.1535226587993,1.91904241117843e-07,2447368541047246097
I_dark,-3.0,1.0692616090001279e-09,2445.881237248077,515.6238842072526,38.37558042728467,295.9516778251947,2.843369164336902e-07,2860266914913243763
I_dark,-0.6000000000000001,8.595939611542648e-10,2643.7199291480506,484.396762738386,41.95641496228942,305.9180523366615,3.655195531779782e-07,15230833052760599040
I_dark,-0.4,8.762920771795992e-10,2597.67569731618,502.646286170094,38.978559546027874,295.06946514256083,1.4313640687524537e-07,2033506848451370756
I_dark,-2.2,9.928313705154955e-10,2556.196978076177,523.0189213691006,40.51326020590248,298.8914974420704,3.444159718621253e-07,903425415547655004
I_dark,-2.6,9.926993823896762e-10,2332.1716999604114,489.929360905385,39.90607827400121,296.137708789732,2.8149327902045817e-07,8562678507013604755
I_dark,-1.2000000000000002,1.0191682032973931e-09,2560.240612715575,475.6482256289376,41.11142736058992,291.8506686301862,1.804700270545622e-07,14547390297170085011
I_dark,-2.6,1.0933784852654091e-09,2410.884334287086,539.0569290920441,39.62193192256099,289.3285700165644,1.830884121331408e-07,16519722322841066187
I_dark,-2.6,9.664729913030388e-10,2627.7330466636663,506.9906344590098,40.06029068650691,301.1540677406581,4.21652737458614e-07,8813459275462154891
I_dark,-0.8,1.0071535471770136e-09,2369.635821802133,538.5091665951578,40.65637295368661,296.23853018587084,1.9073871279365265e-07,6305389621858259219
I_dark,-2.0,1.104689398918354e-09,2572.8324404304963,485.2307246352714,40.714467773434976,300.93677074401546,3.758466571683521e-07,9216328605101287225
I_dark,-1.4,1.0050965165320695e-09,2414.3235243349927,515.5034020410067,40.79653471954481,301.4383600393062,3.342512025733236e-07,18237334030368139870
I_dark,-3.0,7.777840542828623e-10,2445.911024694583,482.1130919467457,41.27682283342508,300.8565986758517,4.4226438729731526e-07,13149960228396626776
I_dark,-2.0,8.931040101417876e-10,2540.0923303514373,529.7791096206541,38.25394170360681,296.3367780179062,2.753728154613044e-07,7126979072579706712
I_dark,-2.6,8.589969950121182e-10,2505.474763633521,514.8627810246533,39.90795077029272,306.8673078749587,5.830187311376956e-07,8372103036707258832
I_dark,-1.2000000000000002,1.0203477325736783e-09,2420.870896846657,485.827773341465,41.83782044136868,301.83723728961854,3.280792107832235e-07,4106527973129540887
I_dark,-1.8,8.241763212999094e-10,2472.357675267654,473.84577322091,39.21856251436128,307.7679942040925,5.415379391182206e-07,14456930291123660273
I_dark,-0.6000000000000001,1.1396379394271226e-09,2408.4924726992253,490.0725825278824,43.06550150160359,292.35304316269765,1.398887876679399e-07,10954724855113224492
I_dark,-1.8,1.0071535471770136e-09,2369.635821802133,538.5091665951578,40.65637295368661,296.23853018587084,2.598256728386621e-07,6305389621858259219
I_dark,-2.8000000000000003,9.162514515645111e-10,2366.748252214537,515.4599435910573,36.43861892729903,303.676124223718,4.253476511728298e-07,17492872546512810480
I_dark,-0.4,1.0676002138658572e-09,2409.8209682971515,478.7831941058398,39.56928699408093,298.75903253628616,1.684890816510949e-07,3193110456536102066
I_dark,-2.0,1.0806933086411387e-09,2604.781653428076,466.5836923998952,39.33731057072893,297.69705044733973,3.024617349942285e-07,3371631208540637995
I_dark,-1.0,9.756514716409811e-10,2404.497548871577,500.9208966540563,41.62971960161597,300.52976098251094,2.832119059745775e-07,7311808897764695838
I_dark,-3.0,1.0160850161999514e-09,2298.443581617521,494.46825331908406,37.50931802222772,308.1655826328421,5.558596954508266e-07,4552925917595615164
I_dark,-2.8000000000000003,9.928313705154955e-10,2556.196978076177,523.0189213691006,40.51326020590248,298.8914974420704,3.699181646099134e-07,903425415547655004
I_dark,-0.4,1.0203477325736783e-09,2420.870896846657,485.827773341465,41.83782044136868,301.83723728961854,2.1974712860922882e-07,4106527973129540887
I_dark,-2.4000000000000004,9.973807555784963e-10,2483.6702561944007,499.2076886794748,40.248277237816566,302.09732544564235,4.168322691941423e-07,7286060296444835846
I_dark,-2.2,1.2307353848142815e-09,2445.249484887284,482.48119148575233,42.87746783295031,307.55593866537106,5.686001596629932e-07,15038946426069692038
I_dark,-2.4000000000000004,1.0942344693420075e-09,2360.838758300681,491.3731844386217,39.51420947268076,305.7035776891924,4.801502291171074e-07,3134241803077969267
I_dark,-3.0,9.89297888860932e-10,2413.8801533334354,510.75595836241,38.53132745549709,285.1813868750008,1.4546556656835278e-07,6508029577517650568
I_dark,-1.6,9.570305915597544e-10,2609.011101819734,467.3507151496423,38.45876893881996,290.3471581734896,1.767986770943018e-07,14219469232104377133
I_dark,-1.0,7.777840542828623e-10,2445.911024694583,482.1130919467457,41.27682283342508,300.8565986758517,3.049108974558083e-07,13149960228396626776
I_dark,-2.8000000000000003,8.64757430416121e-10,2613.398572092139,483.2695161383806,39.73131063338137,294.42197627514213,2.8912020675101455e-07,1633077101789385956
I_dark,-0.4,1.243555870393131e-09,2440.816535503744,483.6779599156501,38.81204244575611,302.5323056028984,2.0788356070527802e-07,4261926717090881150
I_dark,-2.0,1.0060692139373963e-09,2527.3807724384133,522.7157534573084,43.167246359099664,298.50956140834,3.4386540856820414e-07,1367897570274288222
I_dark,-1.6,1.0991618704794608e-09,2475.161456337068,505.0064403774024,34.84085283436253,301.39850617403,2.987060869923898e-07,4837710515318421738
I_dark,-2.6,8.622252758820395e-10,2596.9228583838576,499.2028055441836,37.99663516660689,298.18972265332246,3.393787456132726e-07,7681735671422946543
I_dark,-2.8000000000000003,1.000096056099185e-09,2446.239819629679,503.61049666576776,43.101977222602514,303.9832024614659,5.164941262207514e-07,13944279034983237670
I_dark,-1.0,9.454134520298419e-10,2570.8338282332857,490.849029568548,38.28868089781682,299.0569098093356,2.515271952074086e-07,8778145279652222064
I_dark,-1.8,8.89459518994858e-10,2383.601346469497,502.4892009812192,38.55163090195673,309.2198732722366,5.547058429467201e-07,3483175946691254694
I_dark,-3.0,9.596807973870107e-10,2396.380469719385,547.2442070596833,39.34847113068841,298.5552181462747,3.444279173679179e-07,16164245777420927440
I_dark,-0.6000000000000001,9.50582857470194e-10,2403.738957653681,492.6388454667692,37.10727035463277,300.4554170460457,2.0999705141823265e-07,9184494546452176042
I_dark,-1.0,1.000096056099185e-09,2446.239819629679,503.61049666576776,43.101977222602514,303.9832024614659,3.66273762210341e-07,13944279034983237670
I_dark,-2.2,9.634928280602635e-10,2455.009212271192,512.2369330710814,40.30940301281442,306.6726054586492,5.332127191394247e-07,9415233787243991652
I_dark,-2.0,1.0109417900146311e-09,2546.474062846718,483.0790058826933,38.96317500489286,311.33012415162744,6.719099960587825e-07,11587428247216890986
I_dark,-1.6,1.2225745089622023e-09,2432.279761567632,478.07469592026655,37.79561575023349,300.3431374384869,2.938430573256311e-07,2216844718377656366
I_dark,-1.0,1.032683367538443e-09,2526.170348943833,478.8149532207128,42.09307571557734,293.4443281911712,1.866011307975288e-07,12981595077382156139
I_dark,-2.2,1.1064539714677527e-09,2488.434465234489,500.4335716276796,41.129719458135625,288.0815978442095,1.7017009747391777e-07,4253972365711734043
I_dark,-2.4000000000000004,9.42387899986183e-10,2596.3418775504824,506.9916211367261,42.54178389838287,305.55199671356803,5.677742906127235e-07,3392607520233113049
I_dark,-2.0,1.0732744646319759e-09,2458.1779927472685,500.451348042105,41.29986197643443,296.3385514465405,2.7904308266650217e-07,15854623793106210877
I_dark,-1.4,1.0663734802785015e-09,2646.766281337793,486.2018595083384,41.79339850063371,299.641349014439,3.247431657823778e-07,5637171177688138856
I_dark,-2.2,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.484097254130329e-07,12823118457006761398
I_dark,-1.6,9.58904338765352e-10,2486.667922677388,495.3304947031063,40.43386356777175,305.1954997344612,4.476033604018638e-07,13052852389533457310
I_dark,-0.4,9.973807555784963e-10,2483.6702561944007,499.2076886794748,40.248277237816566,302.09732544564235,2.2007998815569845e-07,7286060296444835846
I_dark,-1.0,9.928313705154955e-10,2556.196978076177,523.0189213691006,40.51326020590248,298.8914974420704,2.5824190347250974e-07,903425415547655004
I_dark,-2.0,8.220747042076196e-10,2489.354974528123,536.8974000619587,36.589080383233394,294.68809277779184,2.388051459448992e-07,13344013943894260190
I_dark,-2.4000000000000004,1.0025105539620802e-09,2526.9743060678943,509.1946075584183,40.75166342427999,301.0515477079729,4.01179865694121e-07,15180030701036252205
I_dark,-0.8,9.928313705154955e-10,2556.196978076177,523.0189213691006,40.51326020590248,298.8914974420704,2.382197057352127e-07,903425415547655004
