sample_id,terminal_charge_bias_v,trap_assisted_recomb_A,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature,compact_port_positive_charge_C,compact_port_negative_charge_C,compact_port_charge_conservation_residual_C,production_source_row,split
1,-2.75,8.758150413106088e-10,2554.792538970499,492.8309420700668,37.207464786418186,297.95471711920453,-2.0862139545727463e-15,2.0862139545727463e-15,0.0,1,train
1,-2.5,8.758150413106088e-10,2554.792538970499,492.8309420700668,37.207464786418186,297.95471711920453,-1.8170938120562312e-15,1.8170938120562312e-15,0.0,1,train
1,-2.25,8.758150413106088e-10,2554.792538970499,492.8309420700668,37.207464786418186,297.95471711920453,-1.5665963510752369e-15,1.5665963510752369e-15,0.0,1,train
1,-2.0,8.758150413106088e-10,2554.792538970499,492.8309420700668,37.207464786418186,297.95471711920453,-1.3334209359002606e-15,1.3334209359002606e-15,0.0,1,train
1,-1.75,8.758150413106088e-10,2554.792538970499,492.8309420700668,37.207464786418186,297.95471711920453,-1.1166959517994701e-15,1.1166959517994701e-15,0.0,1,train
1,-1.5,8.758150413106088e-10,2554.792538970499,492.8309420700668,37.207464786418186,297.95471711920453,-9.15639416316786e-16,9.15639416316786e-16,0.0,1,train
1,-1.25,8.758150413106088e-10,2554.792538970499,492.8309420700668,37.207464786418186,297.95471711920453,-7.29566763658257e-16,7.29566763658257e-16,0.0,1,train
1,-1.0,8.758150413106088e-10,2554.792538970499,492.8309420700668,37.207464786418186,297.95471711920453,-5.577380491792583e-16,5.577380491792583e-16,0.0,1,train
1,-0.75,8.758150413106088e-10,2554.792538970499,492.8309420700668,37.207464786418186,297.95471711920453,-3.992937993488636e-16,3.992937993488636e-16,0.0,1,train
1,-0.5,8.758150413106088e-10,2554.792538970499,492.8309420700668,37.207464786418186,297.95471711920453,-2.535809360923857e-16,2.535809360923857e-16,0.0,1,train
1,-0.25,8.758150413106088e-10,2554.792538970499,492.8309420700668,37.207464786418186,297.95471711920453,-1.2028042972721123e-16,1.2028042972721123e-16,0.0,1,train
1,0.0,8.758150413106088e-10,2554.792538970499,492.8309420700668,37.207464786418186,297.95471711920453,0.0,-0.0,0.0,1,train
2,-3.0,8.58996995012118e-10,2505.474763633521,514.8627810246533,39.90795077029272,306.8673078749587,-2.5654880490057017e-15,2.5654880490057017e-15,0.0,2,val
2,-2.75,8.58996995012118e-10,2505.474763633521,514.8627810246533,39.90795077029272,306.8673078749587,-2.2523286096695386e-15,2.2523286096695386e-15,0.0,2,val
2,-2.5,8.58996995012118e-10,2505.474763633521,514.8627810246533,39.90795077029272,306.8673078749587,-1.960753896008647e-15,1.960753896008647e-15,0.0,2,val
2,-2.25,8.58996995012118e-10,2505.474763633521,514.8627810246533,39.90795077029272,306.8673078749587,-1.6894506689130113e-15,1.6894506689130113e-15,0.0,2,val
2,-2.0,8.58996995012118e-10,2505.474763633521,514.8627810246533,39.90795077029272,306.8673078749587,-1.4372734450854413e-15,1.4372734450854413e-15,0.0,2,val
2,-1.75,8.58996995012118e-10,2505.474763633521,514.8627810246533,39.90795077029272,306.8673078749587,-1.2031177878424651e-15,1.2031177878424651e-15,0.0,2,val
2,-1.5,8.58996995012118e-10,2505.474763633521,514.8627810246533,39.90795077029272,306.8673078749587,-9.858101268549211e-16,9.858101268549211e-16,0.0,2,val
2,-1.25,8.58996995012118e-10,2505.474763633521,514.8627810246533,39.90795077029272,306.8673078749587,-7.846157322444756e-16,7.846157322444756e-16,0.0,2,val
2,-1.0,8.58996995012118e-10,2505.474763633521,514.8627810246533,39.90795077029272,306.8673078749587,-5.9902546383828815e-16,5.9902546383828815e-16,0.0,2,val
2,-0.75,8.58996995012118e-10,2505.474763633521,514.8627810246533,39.90795077029272,306.8673078749587,-4.283127188055258e-16,4.283127188055258e-16,0.0,2,val
2,-0.5,8.58996995012118e-10,2505.474763633521,514.8627810246533,39.90795077029272,306.8673078749587,-2.716847877860165e-16,2.716847877860165e-16,0.0,2,val
2,-0.25,8.58996995012118e-10,2505.474763633521,514.8627810246533,39.90795077029272,306.8673078749587,-1.2863771348335192e-16,1.2863771348335192e-16,0.0,2,val
2,0.0,8.58996995012118e-10,2505.474763633521,514.8627810246533,39.90795077029272,306.8673078749587,0.0,-0.0,0.0,2,val
3,-3.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,-2.4973262685167295e-15,2.4973262685167295e-15,0.0,3,val
3,-2.75,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,-2.193646298507808e-15,2.193646298507808e-15,0.0,3,val
3,-2.5,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,-1.9110171946609e-15,1.9110171946609e-15,0.0,3,val
3,-2.25,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,-1.6479399387816837e-15,1.6479399387816837e-15,0.0,3,val
3,-2.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,-1.4030423802605901e-15,1.4030423802605901e-15,0.0,3,val
3,-1.75,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,-1.1754040811539944e-15,1.1754040811539944e-15,0.0,3,val
3,-1.5,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,-9.641641536821518e-16,9.641641536821518e-16,0.0,3,val
3,-1.25,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,-7.6857553904872365e-16,7.6857553904872365e-16,0.0,3,val
3,-1.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,-5.878619555850288e-16,5.878619555850288e-16,0.0,3,val
3,-0.75,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,-4.211178555004817e-16,4.211178555004817e-16,0.0,3,val
3,-0.5,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,-2.6764252699912296e-16,2.6764252699912296e-16,0.0,3,val
3,-0.25,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,-1.27080204909463e-16,1.27080204909463e-16,0.0,3,val
3,0.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,0.0,-0.0,0.0,3,val
4,-3.0,1.0073410050818803e-09,2574.374612551252,485.6872921198837,42.17824256593523,298.72995545788456,-2.689723246929777e-15,2.689723246929777e-15,0.0,4,val
4,-2.75,1.0073410050818803e-09,2574.374612551252,485.6872921198837,42.17824256593523,298.72995545788456,-2.3618113845499704e-15,2.3618113845499704e-15,0.0,4,val
4,-2.5,1.0073410050818803e-09,2574.374612551252,485.6872921198837,42.17824256593523,298.72995545788456,-2.0563682109610983e-15,2.0563682109610983e-15,0.0,4,val
4,-2.25,1.0073410050818803e-09,2574.374612551252,485.6872921198837,42.17824256593523,298.72995545788456,-1.772011437981369e-15,1.772011437981369e-15,0.0,4,val
4,-2.0,1.0073410050818803e-09,2574.374612551252,485.6872921198837,42.17824256593523,298.72995545788456,-1.507687304264846e-15,1.507687304264846e-15,0.0,4,val
4,-1.75,1.0073410050818803e-09,2574.374612551252,485.6872921198837,42.17824256593523,298.72995545788456,-1.2624731190029092e-15,1.2624731190029092e-15,0.0,4,val
4,-1.5,1.0073410050818803e-09,2574.374612551252,485.6872921198837,42.17824256593523,298.72995545788456,-1.035124852659402e-15,1.035124852659402e-15,0.0,4,val
4,-1.25,1.0073410050818803e-09,2574.374612551252,485.6872921198837,42.17824256593523,298.72995545788456,-8.246368063972007e-16,8.246368063972007e-16,0.0,4,val
4,-1.0,1.0073410050818803e-09,2574.374612551252,485.6872921198837,42.17824256593523,298.72995545788456,-6.302178645158182e-16,6.302178645158182e-16,0.0,4,val
4,-0.75,1.0073410050818803e-09,2574.374612551252,485.6872921198837,42.17824256593523,298.72995545788456,-4.510332946352613e-16,4.510332946352613e-16,0.0,4,val
4,-0.5,1.0073410050818803e-09,2574.374612551252,485.6872921198837,42.17824256593523,298.72995545788456,-2.8642849426679e-16,2.8642849426679e-16,0.0,4,val
4,-0.25,1.0073410050818803e-09,2574.374612551252,485.6872921198837,42.17824256593523,298.72995545788456,-1.3590895453762206e-16,1.3590895453762206e-16,0.0,4,val
4,0.0,1.0073410050818803e-09,2574.374612551252,485.6872921198837,42.17824256593523,298.72995545788456,0.0,-0.0,0.0,4,val
