test_rmse,test_mae,test_r2,active_symbolic_terms,selected_symbolic_weight,y_scale,pure_symbolic_student,kan_contribution_at_inference,bayesian_weight_min,bayesian_weight_median,bayesian_weight_max,bayesian_distill_weight,teacher_rmse,teacher_mae,teacher_r2,pure_symbolic_formula_path,pure_symbolic_exported_terms,pure_symbolic_export_rmse,pure_symbolic_export_max_abs_error
0.0035329303997252053,0.0028434450235413217,0.9753859389693328,72.0,1.0,3.3712586758532748,True,0.0,0.22503778338432312,0.9576350748538971,2.4431772232055664,0.25,0.002622181684895262,0.0021228203549981117,0.9861378812571937,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\symbolic_gate_replacement\photo_teacher_budget72\photo_current_symbolic_gated_kan\pure_symbolic_formula.txt,72.0,1.923814321047958e-07,5.505097631086642e-07
