task,seed,teacher,teacher_to_tcad_rmse,teacher_to_tcad_r2,teacher_to_tcad_p95_abs_error,teacher_to_tcad_max_abs_error,checkpoint,checkpoint_sha256,scaler_mean_max_relative_delta,parameter_count,train_time_s,frozen_test_prediction,replay_status,replay_max_abs_error,replay_rmse,replay_tolerance,test_rows
AC_Response,51,bkan_parameter_mean,0.054841856027522284,0.9994951720550657,0.1088028284175011,0.2790320476039332,<REPO_ROOT>/artifacts\results\uq_repeated_grouped\seed_51\AC-response-bayes-results\model_checkpoint.pt,b3c19399a5d0c2d7413c3501713df725ded15f9ef310b52808ebcbcf6327f5f3,5.812431418669051e-09,809,,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_51\AC_Response\bkan\test_predictions.csv,reference_difference_only,0.02897025458374003,0.007009458157170464,6.972202000000001e-05,448
AC_Response,51,dkan,0.11410413283640039,0.997814645742784,0.24816657720078478,0.6034410581315925,,,,809,2.4276877000229433,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_51\AC_Response\dkan\test_predictions.csv,pass,8.106231689453125e-06,1.0641110483230503e-06,6.915735721588135e-05,448
AC_Response,51,mlp_l,0.17775890874827713,0.9946962645933777,0.3737458553303043,0.46533608530808124,,,,2369,0.3681407000403851,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_51\AC_Response\mlp_l\test_predictions.csv,pass,8.881784197001252e-16,1.0107555798891508e-16,7.028478622436524e-05,448
