mechanism_index,mechanism,photo_role,mechanism_drive,mechanism_initial_sign,mechanism_scale,term_index,term_name,expression,dependencies,probability,active_gate,coefficient_model_space
2,surface_recombination,surface_loss,reverse,1.0,0.019368216395378113,7,reverse_gate_light_voltage,sigmoid(-light_voltage/0.2),light_voltage,0.9307282567024231,1.0,-0.19169658422470093
1,field_collection,main,reverse,-1.0,-0.27761468291282654,3,soft_reverse_light_voltage,softplus(-light_voltage/0.2),light_voltage,0.875977635383606,1.0,0.1458454728126526
1,field_collection,main,reverse,-1.0,-0.27761468291282654,1,light_voltage_z,scaled(light_voltage),light_voltage,0.8723750114440918,1.0,-0.16797883808612823
1,field_collection,main,reverse,-1.0,-0.27761468291282654,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.8720418810844421,1.0,0.14049400389194489
1,field_collection,main,reverse,-1.0,-0.27761468291282654,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.8688140511512756,1.0,-0.15643499791622162
1,field_collection,main,reverse,-1.0,-0.27761468291282654,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.8352444171905518,1.0,-0.11245977878570557
2,surface_recombination,surface_loss,reverse,1.0,0.019368216395378113,5,reverse_saturation_light_voltage,1-exp(-(softplus(-light_voltage/0.2)-log(2))),light_voltage,0.8217062950134277,1.0,-0.11911321431398392
1,field_collection,main,reverse,-1.0,-0.27761468291282654,4,tanh_reverse_light_voltage,tanh(-light_voltage/1.0),light_voltage,0.8198493123054504,1.0,0.1049148291349411
1,field_collection,main,reverse,-1.0,-0.27761468291282654,0,one,1,,0.8175491094589233,1.0,0.08244267851114273
2,surface_recombination,surface_loss,reverse,1.0,0.019368216395378113,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.8167718648910522,1.0,-0.1275695562362671
4,higher_order_symbolic_residual,residual,all,0.0,1.0,0,one,1,,0.8101115822792053,1.0,-0.08230983465909958
4,higher_order_symbolic_residual,residual,all,0.0,1.0,4,tanh_reverse_light_voltage,tanh(-light_voltage/1.0),light_voltage,0.8074405193328857,1.0,0.016446959227323532
0,photogeneration,main,all,-1.0,-1.0621576309204102,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.7936626672744751,1.0,0.09121882170438766
0,photogeneration,main,all,-1.0,-1.0621576309204102,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.7917025089263916,1.0,0.05803978070616722
0,photogeneration,main,all,-1.0,-1.0621576309204102,0,one,1,,0.7913467288017273,1.0,0.05770069360733032
1,field_collection,main,reverse,-1.0,-0.27761468291282654,7,reverse_gate_light_voltage,sigmoid(-light_voltage/0.2),light_voltage,0.7823431491851807,1.0,0.07475414872169495
0,photogeneration,main,all,-1.0,-1.0621576309204102,1,light_voltage_z,scaled(light_voltage),light_voltage,0.7799445390701294,1.0,0.04046043008565903
0,photogeneration,main,all,-1.0,-1.0621576309204102,24,collection_saturation_length,(1-exp(-softplus(-light_voltage/0.2)))*active_layer_length,"light_voltage,active_layer_length",0.7769201993942261,1.0,-0.055337630212306976
2,surface_recombination,surface_loss,reverse,1.0,0.019368216395378113,27,reverse_thermal_surface_recomb,softplus(-light_voltage/0.2)*(ge_sio2_recomb_velocity + ge_si_recomb_velocity)/(active_layer_length*simulation_temperature),"light_voltage,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature",0.7755926251411438,1.0,-0.10741189122200012
4,higher_order_symbolic_residual,residual,all,0.0,1.0,1,light_voltage_z,scaled(light_voltage),light_voltage,0.7719791531562805,1.0,0.04819224029779434
0,photogeneration,main,all,-1.0,-1.0621576309204102,2,light_voltage_z2,scaled(light_voltage)^2,light_voltage,0.7597503662109375,1.0,-0.03596944361925125
4,higher_order_symbolic_residual,residual,all,0.0,1.0,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.7515668272972107,1.0,0.022862693294882774
4,higher_order_symbolic_residual,residual,all,0.0,1.0,24,collection_saturation_length,(1-exp(-softplus(-light_voltage/0.2)))*active_layer_length,"light_voltage,active_layer_length",0.7515150308609009,1.0,-0.042377568781375885
2,surface_recombination,surface_loss,reverse,1.0,0.019368216395378113,22,reverse_drive_surface_recomb,softplus(-light_voltage/0.2)*(ge_sio2_recomb_velocity + ge_si_recomb_velocity)/active_layer_length,"light_voltage,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length",0.7462866306304932,1.0,-0.09292219579219818
1,field_collection,main,reverse,-1.0,-0.27761468291282654,2,light_voltage_z2,scaled(light_voltage)^2,light_voltage,0.7395411729812622,1.0,-0.05433488264679909
4,higher_order_symbolic_residual,residual,all,0.0,1.0,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.7386928796768188,1.0,-0.05417187884449959
