test_rmse,test_mae,test_r2,active_symbolic_terms,selected_symbolic_weight,y_scale,pure_symbolic_student,kan_contribution_at_inference,bayesian_distill_weight,teacher_rmse,teacher_mae,teacher_r2,pure_symbolic_formula_path,pure_symbolic_exported_terms,pure_symbolic_export_rmse,pure_symbolic_export_max_abs_error
5.74324633702746e-19,4.254410713695398e-19,0.9690822639059231,24.0,1.0,4.4557012978166366e-17,True,0.0,1.0,5.415836326617319e-19,4.082184875866209e-19,0.9717540708741272,artifacts\results\posterior_formula_ensemble\formulas\Capacitance\draw_03_seed_26003\capacitance_symbolic_gated_kan\pure_symbolic_formula.txt,24.0,2.249061953157902e-24,1.1342831479134497e-23
