mechanism_index,mechanism,photo_role,mechanism_drive,mechanism_initial_sign,mechanism_scale,term_index,term_name,expression,dependencies,probability,active_gate,coefficient_model_space
1,field_collection,main,reverse,-1.0,-0.2753593921661377,3,soft_reverse_light_voltage,softplus(-light_voltage/0.2),light_voltage,0.8612572550773621,1.0,0.1319313943386078
1,field_collection,main,reverse,-1.0,-0.2753593921661377,1,light_voltage_z,scaled(light_voltage),light_voltage,0.8580841422080994,1.0,-0.1542922854423523
1,field_collection,main,reverse,-1.0,-0.2753593921661377,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.8574663400650024,1.0,0.12705384194850922
1,field_collection,main,reverse,-1.0,-0.2753593921661377,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.8547338843345642,1.0,-0.14330539107322693
2,surface_recombination,surface_loss,reverse,1.0,0.033027682453393936,7,reverse_gate_light_voltage,sigmoid(-light_voltage/0.2),light_voltage,0.8498748540878296,1.0,-0.118110291659832
2,surface_recombination,surface_loss,reverse,1.0,0.033027682453393936,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.8438306450843811,1.0,-0.13214126229286194
2,surface_recombination,surface_loss,reverse,1.0,0.033027682453393936,27,reverse_thermal_surface_recomb,softplus(-light_voltage/0.2)*(ge_sio2_recomb_velocity + ge_si_recomb_velocity)/(active_layer_length*simulation_temperature),"light_voltage,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature",0.819667637348175,1.0,-0.11562395840883255
1,field_collection,main,reverse,-1.0,-0.2753593921661377,0,one,1,,0.8123334646224976,1.0,0.0799596756696701
1,field_collection,main,reverse,-1.0,-0.2753593921661377,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.8112320303916931,1.0,-0.09660989791154861
4,higher_order_symbolic_residual,residual,all,0.0,1.0,0,one,1,,0.808790922164917,1.0,-0.08294427394866943
2,surface_recombination,surface_loss,reverse,1.0,0.033027682453393936,22,reverse_drive_surface_recomb,softplus(-light_voltage/0.2)*(ge_sio2_recomb_velocity + ge_si_recomb_velocity)/active_layer_length,"light_voltage,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length",0.8045694231987,1.0,-0.10045754164457321
1,field_collection,main,reverse,-1.0,-0.2753593921661377,4,tanh_reverse_light_voltage,tanh(-light_voltage/1.0),light_voltage,0.8012910485267639,1.0,0.09234436601400375
0,photogeneration,main,all,-1.0,-1.0627176761627197,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.7959933876991272,1.0,0.05843145027756691
0,photogeneration,main,all,-1.0,-1.0627176761627197,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.7953125238418579,1.0,0.09186547249555588
2,surface_recombination,surface_loss,reverse,1.0,0.033027682453393936,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.791395902633667,1.0,0.09594399482011795
0,photogeneration,main,all,-1.0,-1.0627176761627197,0,one,1,,0.7898561358451843,1.0,0.05847114324569702
0,photogeneration,main,all,-1.0,-1.0627176761627197,1,light_voltage_z,scaled(light_voltage),light_voltage,0.7830228209495544,1.0,0.04349445179104805
0,photogeneration,main,all,-1.0,-1.0627176761627197,24,collection_saturation_length,(1-exp(-softplus(-light_voltage/0.2)))*active_layer_length,"light_voltage,active_layer_length",0.7804797887802124,1.0,-0.06272009760141373
1,field_collection,main,reverse,-1.0,-0.2753593921661377,7,reverse_gate_light_voltage,sigmoid(-light_voltage/0.2),light_voltage,0.7781765460968018,1.0,0.07378720492124557
4,higher_order_symbolic_residual,residual,all,0.0,1.0,1,light_voltage_z,scaled(light_voltage),light_voltage,0.767345130443573,1.0,0.045277874916791916
2,surface_recombination,surface_loss,reverse,1.0,0.033027682453393936,3,soft_reverse_light_voltage,softplus(-light_voltage/0.2),light_voltage,0.764833927154541,1.0,-0.09105159342288971
0,photogeneration,main,all,-1.0,-1.0627176761627197,2,light_voltage_z2,scaled(light_voltage)^2,light_voltage,0.7634564638137817,1.0,-0.041994642466306686
4,higher_order_symbolic_residual,residual,all,0.0,1.0,24,collection_saturation_length,(1-exp(-softplus(-light_voltage/0.2)))*active_layer_length,"light_voltage,active_layer_length",0.7604441046714783,1.0,-0.046932119876146317
4,higher_order_symbolic_residual,residual,all,0.0,1.0,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.7572826147079468,1.0,0.057603541761636734
2,surface_recombination,surface_loss,reverse,1.0,0.033027682453393936,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.7495716214179993,1.0,0.0869276225566864
4,higher_order_symbolic_residual,residual,all,0.0,1.0,4,tanh_reverse_light_voltage,tanh(-light_voltage/1.0),light_voltage,0.7417256832122803,1.0,0.025568887591362
2,surface_recombination,surface_loss,reverse,1.0,0.033027682453393936,8,temperature_z,scaled(simulation_temperature),simulation_temperature,0.7404330968856812,1.0,0.18292786180973053
4,higher_order_symbolic_residual,residual,all,0.0,1.0,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.7366337180137634,1.0,-0.04918492212891579
4,higher_order_symbolic_residual,residual,all,0.0,1.0,7,reverse_gate_light_voltage,sigmoid(-light_voltage/0.2),light_voltage,0.7327037453651428,1.0,-0.022404616698622704
4,higher_order_symbolic_residual,residual,all,0.0,1.0,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.7319706082344055,1.0,-0.050143349915742874
4,higher_order_symbolic_residual,residual,all,0.0,1.0,5,reverse_saturation_light_voltage,1-exp(-(softplus(-light_voltage/0.2)-log(2))),light_voltage,0.7315228581428528,1.0,0.03767029941082001
4,higher_order_symbolic_residual,residual,all,0.0,1.0,6,forward_gate_light_voltage,sigmoid(light_voltage/0.2),light_voltage,0.7285099625587463,1.0,0.01216363999992609
1,field_collection,main,reverse,-1.0,-0.2753593921661377,2,light_voltage_z2,scaled(light_voltage)^2,light_voltage,0.7273954153060913,1.0,-0.013154209591448307
4,higher_order_symbolic_residual,residual,all,0.0,1.0,2,light_voltage_z2,scaled(light_voltage)^2,light_voltage,0.7208310961723328,1.0,-0.007097545079886913
