task,source,source_kind,family,budget,selected_alpha,terms,formula_chars,latency_per_point_s,test_finite_rate,dense_finite_rate,swept_axis_derivative_finite_rate,formula_to_network_rmse,formula_to_network_r2,formula_to_tcad_rmse,formula_to_tcad_r2,pareto_rmse_terms,pareto_rmse_chars,json_path,veriloga_path
I_dark,bkan_parameter_mean,teacher_distillation,additive_spline,4,1e-08,31,7122,1.2988666615759332e-07,1.0,1.0,1.0,0.005588240701980794,0.9988319572501683,0.005145528602980266,0.9990235604672586,True,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\bkan_parameter_mean\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\bkan_parameter_mean\additive_spline_4\formula.va
I_dark,bkan_parameter_mean,teacher_distillation,additive_spline,6,1e-08,43,8359,1.2989666623373826e-07,1.0,1.0,1.0,0.004355766117675956,0.9992903607400497,0.0034988214648827664,0.9995485299705572,True,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\bkan_parameter_mean\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\bkan_parameter_mean\additive_spline_6\formula.va
I_dark,bkan_parameter_mean,teacher_distillation,additive_spline,8,0.0001,55,9567,1.5095333219505845e-07,1.0,1.0,1.0,0.004521339845912673,0.9992353849648977,0.003641800676931827,0.9995108774276212,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\bkan_parameter_mean\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\bkan_parameter_mean\additive_spline_8\formula.va
I_dark,bkan_parameter_mean,teacher_distillation,polynomial,1,1e-08,7,816,1.648900002085914e-07,1.0,1.0,1.0,0.046895643807724735,0.9177428734206298,0.04725686555209846,0.917640218521765,True,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\bkan_parameter_mean\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\bkan_parameter_mean\polynomial_1\formula.va
I_dark,bkan_parameter_mean,teacher_distillation,polynomial,2,1e-08,28,1588,1.122810000864168e-06,1.0,1.0,1.0,0.02039764775839836,0.9844378819559697,0.020765088062961966,0.9840979572984702,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\bkan_parameter_mean\polynomial_2\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\bkan_parameter_mean\polynomial_2\formula.va
I_dark,bkan_parameter_mean,teacher_distillation,polynomial,3,1e-08,84,3639,3.906619998936852e-06,1.0,1.0,1.0,0.01120457383614224,0.9953043121896156,0.011694217367481335,0.9949565504029535,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\bkan_parameter_mean\polynomial_3\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\bkan_parameter_mean\polynomial_3\formula.va
I_dark,dkan,teacher_distillation,additive_spline,4,1e-08,31,7090,1.2807666595714788e-07,1.0,1.0,1.0,0.02051703292049907,0.9843732712559655,0.005300718504132247,0.998963773143698,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\dkan\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\dkan\additive_spline_4\formula.va
I_dark,dkan,teacher_distillation,additive_spline,6,1e-08,43,8302,1.4702666667290033e-07,1.0,1.0,1.0,0.020750069264568603,0.9840162725888234,0.004623454718784708,0.9992116508966598,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\dkan\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\dkan\additive_spline_6\formula.va
I_dark,dkan,teacher_distillation,additive_spline,8,1e-08,55,9410,1.6852000068562725e-07,1.0,1.0,1.0,0.020741544870532,0.9840294025308917,0.006088304779624698,0.9986329697310866,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\dkan\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\dkan\additive_spline_8\formula.va
I_dark,dkan,teacher_distillation,polynomial,1,0.01,7,815,1.4951333287172018e-07,1.0,1.0,1.0,0.05172152584849864,0.9006925980469536,0.04728641875220596,0.9175371750315702,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\dkan\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\dkan\polynomial_1\formula.va
I_dark,dkan,teacher_distillation,polynomial,2,0.01,28,1584,9.113966661971062e-07,1.0,1.0,1.0,0.029180882111050632,0.9683891775766269,0.02103996271156901,0.9836741691538633,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\dkan\polynomial_2\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\dkan\polynomial_2\formula.va
I_dark,dkan,teacher_distillation,polynomial,3,1e-08,84,3630,2.96919999915796e-06,1.0,1.0,1.0,0.02593134818423192,0.9750374380290421,0.014757644047387527,0.9919680790995503,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\dkan\polynomial_3\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_44\I_dark\exports\I_dark\dkan\polynomial_3\formula.va
