seed,task,model,mae_log,rmse_log,mae_linear,mae_model_space,rmse_model_space,r2_model_space,picp_95,mpiw_log,mean_std_log,raw_picp_95,calibrated_picp_95,raw_mpiw_log,calibrated_mpiw_log,standard_conformal_picp_95,no_shrink_conformal_picp_95,standard_conformal_mpiw_log,no_shrink_conformal_mpiw_log,raw_gaussian_nll_model_space,standard_conformal_gaussian_nll_model_space,no_shrink_conformal_gaussian_nll_model_space,calibrated_gaussian_nll_model_space,raw_interval_score_95,standard_conformal_interval_score_95,no_shrink_conformal_interval_score_95,calibrated_interval_score_95,raw_curve_coverage_95,standard_conformal_curve_coverage_95,no_shrink_conformal_curve_coverage_95,calibrated_curve_coverage_95,raw_group_coverage_95,standard_conformal_group_coverage_95,no_shrink_conformal_group_coverage_95,calibrated_group_coverage_95,raw_device_coverage_95,standard_conformal_device_coverage_95,no_shrink_conformal_device_coverage_95,calibrated_device_coverage_95,raw_subcurve_coverage_95,standard_conformal_subcurve_coverage_95,no_shrink_conformal_subcurve_coverage_95,calibrated_subcurve_coverage_95,test_group_count,test_device_count,test_subcurve_count,test_point_count,mpiw_model_space,mean_std_model_space,calibration_z,calibration_raw_quantile,raw_z,standard_conformal_z,no_shrink_conformal_z,calibration_std_scale_vs_normal,calibration_unit,calibration_score_count,calibration_group_columns,calibration_sigma_floor_standardized,calibration_sigma_floor_model_space,derivative_mae_model_space,derivative_rmse_model_space,inference_method,comparison_eligible,comparison_status,hmc_acceptance_rate,train_curve_count,validation_curve_count,calibration_curve_count,test_curve_count,train_samples,validation_samples,calibration_samples,test_samples,train_fraction,validation_fraction,calibration_fraction,test_fraction,split_seed,run_label,raw_curve_coverage_95_wilson_low,raw_curve_coverage_95_wilson_high,standard_conformal_curve_coverage_95_wilson_low,standard_conformal_curve_coverage_95_wilson_high,no_shrink_conformal_curve_coverage_95_wilson_low,no_shrink_conformal_curve_coverage_95_wilson_high,calibrated_curve_coverage_95_wilson_low,calibrated_curve_coverage_95_wilson_high,raw_group_coverage_95_wilson_low,raw_group_coverage_95_wilson_high,standard_conformal_group_coverage_95_wilson_low,standard_conformal_group_coverage_95_wilson_high,no_shrink_conformal_group_coverage_95_wilson_low,no_shrink_conformal_group_coverage_95_wilson_high,calibrated_group_coverage_95_wilson_low,calibrated_group_coverage_95_wilson_high,raw_device_coverage_95_wilson_low,raw_device_coverage_95_wilson_high,standard_conformal_device_coverage_95_wilson_low,standard_conformal_device_coverage_95_wilson_high,no_shrink_conformal_device_coverage_95_wilson_low,no_shrink_conformal_device_coverage_95_wilson_high,calibrated_device_coverage_95_wilson_low,calibrated_device_coverage_95_wilson_high,raw_gaussian_nll_task_space,raw_gaussian_crps_task_space,task_key,likelihood,architecture,budget_multiplier,epochs_completed_mean,optimizer_updates_total,source_maximum_epochs,source_realized_epochs,source_batch_size,source_learning_rate,source_train_mc_samples,source_validation_mc_samples,source_early_stopping_patience,matching_rule,frozen_source,raw_group_calibration_error_pp,no_shrink_group_calibration_error_pp,dropout_rate,ensemble_size,mc_samples,per_member_parameter_count,total_parameter_count,training_time_s,per_member_optimizer_updates,source_bkan_optimizer_updates,total_optimizer_update_ratio_vs_bkan
47,I_photo,bkan_vi_frozen,0.0036374862363715,0.0043410419769833,4.163369708376529e-06,0.0036374862363715,0.0043410419769833,0.9635525978890314,100.0,0.0382502241285827,0.0042538392591349,91.015625,100.0,0.0166750498958088,0.0382502241285827,100.0,100.0,0.0382502241285827,0.0382502241285827,-0.2083822542366865,0.1631185675842446,0.1631185675842446,0.1631185675842446,0.01842450999325487,0.0382502241285827,0.03825022412858273,0.0382502241285827,87.5,100.0,100.0,100.0,87.5,100.0,100.0,100.0,87.5,100.0,100.0,100.0,,,,,16.0,16.0,0.0,256.0,0.0382502241285827,0.0042538392591349,4.495964915275322,4.495964915275322,1.96,4.495964915275322,4.495964915275322,2.2938596506506745,curve,24.0,_curve_id,0.0178853943943977,0.0004054594177344,0.0016752556992879,0.0037872807778258,vi,True,eligible,,104.0,16.0,24.0,16.0,1664,256,384,256,0.65,0.1,0.15,0.1,47.0,net_photocurrent_confirmatory,63.97717273424131,96.50225122567596,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,63.97717273424131,96.50225122567596,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,63.97717273424131,96.50225122567596,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,-3.995102225932756,0.0025168202622004965,photo_current,heteroscedastic_gaussian_softplus_variance,bkan_width8_grid8_order3,1.0,300.0,15600,300,300,32,0.001,3,20,7,frozen_bkan_realized_epoch_and_update_horizon,artifacts\results\net_photocurrent_retrain\uq_repeated_grouped,7.5,5.0,,,,,,,,,
47,I_photo,mc_dropout_mlp,0.004613387585204536,0.005372516373801111,5.302169020457794e-06,0.004613387585204536,0.005372516373801111,0.944174309570693,100.0,0.047687843441963196,0.004658114165067673,86.71875,100.0,0.0182598028331995,0.047687843441963196,100.0,100.0,0.047687843441963196,0.047687843441963196,0.08767143756333678,0.3908277213578393,0.3908277213578393,0.3908277213578393,0.02335544082622583,0.047687845304608345,0.047687846484375004,0.047687845304608345,56.25,100.0,100.0,100.0,56.25,100.0,100.0,100.0,56.25,100.0,100.0,100.0,,,,,16.0,16.0,0.0,256.0,0.047687843441963196,0.004658114165067673,5.118792788593769,5.118792788593769,1.96,5.118792788593769,5.118792788593769,2.6116289737723313,curve,24.0,_curve_id,0.01978165089781544,0.0004484473261982203,,,,,,,,,,,1664,256,384,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.699046848546505,0.0032115700201978416,photo_current,heteroscedastic_gaussian_softplus_variance,mlp_64-32,1.0,300.0,15600,300,300,32,0.001,3,20,7,frozen_bkan_realized_epoch_and_update_horizon,,38.75,5.0,0.05,1.0,500.0,2594.0,2594.0,143.09042480000062,15600.0,15600.0,1.0
48,I_photo,bkan_vi_frozen,0.0038818156785454,0.0047148767762271,4.436276032705034e-06,0.0038818156785454,0.0047148767762271,0.9563824967139752,100.0,0.0573027184065909,0.0146180404098446,100.0,100.0,0.0573027184065909,0.0573027184065909,90.625,100.0,0.0167738020976515,0.0573027184065909,0.5251627632849718,-0.1432352995139856,0.5251627632849719,0.5251627632849719,0.057302718406590764,0.0214187037563947,0.057302718406590916,0.0573027184065909,100.0,87.5,100.0,100.0,100.0,87.5,100.0,100.0,100.0,87.5,100.0,100.0,,,,,16.0,16.0,0.0,256.0,0.0573027184065909,0.0146180404098446,1.96,0.5737363431542803,1.96,0.5737363431542803,1.96,1.0,curve,24.0,_curve_id,0.0611605435609817,0.0013906583774707,0.0026595706884247,0.0066328478872471,vi,True,eligible,,104.0,16.0,24.0,16.0,1664,256,384,256,0.65,0.1,0.15,0.1,48.0,net_photocurrent_confirmatory,80.63923194655636,100.00000000000004,63.97717273424131,96.50225122567596,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,63.97717273424131,96.50225122567596,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,63.97717273424131,96.50225122567596,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,-3.2585621915475245,0.0040106615983272614,photo_current,heteroscedastic_gaussian_softplus_variance,bkan_width8_grid8_order3,1.0,130.0,6760,300,130,32,0.001,3,20,7,frozen_bkan_realized_epoch_and_update_horizon,artifacts\results\net_photocurrent_retrain\uq_repeated_grouped,5.0,5.0,,,,,,,,,
48,I_photo,mc_dropout_mlp,0.004736879912240541,0.005351994534122227,5.423622874184679e-06,0.004736879912240541,0.005351994534122227,0.9437980439333942,100.0,0.07486210018396378,0.019097473472356796,100.0,100.0,0.07486210018396378,0.07486210018396378,100.0,100.0,0.022899480536580086,0.07486210018396378,0.7837430038189281,-0.0200058705705611,0.7837430038189281,0.7837430038189281,0.07486209238937573,0.022899480536580086,0.074862110546875,0.07486210204660892,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,16.0,16.0,0.0,256.0,0.07486210018396378,0.019097473472356796,1.96,0.5995421824335088,1.96,0.5995421824335088,1.96,1.0,curve,24.0,_curve_id,0.08384429283096557,0.001906437799334526,,,,,,,,,,,1664,256,384,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9999818956745656,0.005054875121175732,photo_current,heteroscedastic_gaussian_softplus_variance,mlp_64-32,1.0,130.0,6760,300,130,32,0.001,3,20,7,frozen_bkan_realized_epoch_and_update_horizon,,5.0,5.0,0.05,1.0,500.0,2594.0,2594.0,89.22176609997405,6760.0,6760.0,1.0
49,I_photo,bkan_vi_frozen,0.0035653345158017,0.0043803536755379,4.032640486553508e-06,0.0035653345158017,0.0043803536755379,0.9626948549374124,100.0,0.0625220571262547,0.0159495043689425,100.0,100.0,0.0625220571262547,0.0625220571262547,100.0,100.0,0.0319328910987318,0.0625220571262547,0.6002491111235565,0.0357682645449906,0.6002491111235565,0.6002491111235565,0.06252205712625453,0.0319328910987318,0.0625220571262547,0.0625220571262547,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,16.0,16.0,0.0,256.0,0.0625220571262547,0.0159495043689425,1.96,1.0010621759793596,1.96,1.0010621759793596,1.96,1.0,curve,24.0,_curve_id,0.0708493649959564,0.0016122311367549,0.0022894678234649,0.0055359055803512,vi,True,eligible,,104.0,16.0,24.0,16.0,1664,256,384,256,0.65,0.1,0.15,0.1,49.0,net_photocurrent_confirmatory,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,-3.1826878144075916,0.004200262740212395,photo_current,heteroscedastic_gaussian_softplus_variance,bkan_width8_grid8_order3,1.0,130.0,6760,300,130,32,0.001,3,20,7,frozen_bkan_realized_epoch_and_update_horizon,artifacts\results\net_photocurrent_retrain\uq_repeated_grouped,5.0,5.0,,,,,,,,,
49,I_photo,mc_dropout_mlp,0.0033177710977931544,0.004301578199862062,3.7705969044030765e-06,0.0033177710977931544,0.004301578199862062,0.9640245675442353,100.0,0.04790432006120682,0.004772454500198364,89.84375,100.0,0.018708018586039543,0.04790432006120682,100.0,100.0,0.04790432006120682,0.04790432006120682,-0.13358569828546876,0.36204035507544724,0.36204035507544724,0.36204035507544724,0.027518325776630964,0.04790432192385197,0.04790433007812501,0.04790432192385197,87.5,100.0,100.0,100.0,87.5,100.0,100.0,100.0,87.5,100.0,100.0,100.0,,,,,16.0,16.0,0.0,256.0,0.04790432006120682,0.004772454500198364,5.018834865443497,5.018834865443497,1.96,5.018834865443497,5.018834865443497,2.5606300333895393,curve,24.0,_curve_id,0.021292431820019598,0.00048452545888721943,,,,,,,,,,,1664,256,384,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.916522918682942,0.0024528415109325253,photo_current,heteroscedastic_gaussian_softplus_variance,mlp_64-32,1.0,130.0,6760,300,130,32,0.001,3,20,7,frozen_bkan_realized_epoch_and_update_horizon,,7.5,5.0,0.05,1.0,500.0,2594.0,2594.0,80.10639210004592,6760.0,6760.0,1.0
50,I_photo,bkan_vi_frozen,0.0051095784682705,0.006343943367975,5.803977723313044e-06,0.0051095784682705,0.006343943367975,0.9217688684985114,100.0,0.0784280722514388,0.0200071612886323,100.0,100.0,0.0784280722514388,0.0784280722514388,87.5,100.0,0.0184600564462852,0.0784280722514388,0.8416541540771563,0.2570591384802022,0.8416541540771563,0.8416541540771563,0.07842807225143865,0.034153208676787,0.07842807225143889,0.0784280722514388,100.0,81.25,100.0,100.0,100.0,81.25,100.0,100.0,100.0,81.25,100.0,100.0,,,,,16.0,16.0,0.0,256.0,0.0784280722514388,0.0200071612886323,1.96,0.4613362230646336,1.96,0.4613362230646336,1.96,1.0,curve,24.0,_curve_id,0.0871138572692871,0.00197989558333,0.002905881610148,0.0066321045262673,vi,True,eligible,,104.0,16.0,24.0,16.0,1664,256,384,256,0.65,0.1,0.15,0.1,50.0,net_photocurrent_confirmatory,80.63923194655636,100.00000000000004,56.991119038025865,93.40840092857188,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,56.991119038025865,93.40840092857188,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,56.991119038025865,93.40840092857188,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,-2.942517781971074,0.0054634304472436675,photo_current,heteroscedastic_gaussian_softplus_variance,bkan_width8_grid8_order3,1.0,110.0,5720,300,110,32,0.001,3,20,7,frozen_bkan_realized_epoch_and_update_horizon,artifacts\results\net_photocurrent_retrain\uq_repeated_grouped,5.0,5.0,,,,,,,,,
50,I_photo,mc_dropout_mlp,0.004836764086783275,0.00594057838273661,5.4878566505068345e-06,0.004836764086783275,0.00594057838273661,0.931400890510468,100.0,0.07516859471797943,0.019175659865140915,100.0,100.0,0.07516859471797943,0.07516859471797943,97.265625,100.0,0.023839984089136124,0.07516859471797943,0.7967606604163197,0.07604112541052518,0.7967606604163197,0.7967606604163197,0.07516858575865605,0.025840838626057128,0.0751685921875,0.07516859285533428,100.0,75.0,100.0,100.0,100.0,75.0,100.0,100.0,100.0,75.0,100.0,100.0,,,,,16.0,16.0,0.0,256.0,0.07516859471797943,0.019175659865140915,1.96,0.6216211878034693,1.96,0.6216211878034693,1.96,1.0,curve,24.0,_curve_id,0.08400205764593488,0.0019091716036200523,,,,,,,,,,,1664,256,384,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9874112437920437,0.005199682719106142,photo_current,heteroscedastic_gaussian_softplus_variance,mlp_64-32,1.0,110.0,5720,300,110,32,0.001,3,20,7,frozen_bkan_realized_epoch_and_update_horizon,,5.0,5.0,0.05,1.0,500.0,2594.0,2594.0,17.180750700004864,5720.0,5720.0,1.0
51,I_photo,bkan_vi_frozen,0.0039199007615681,0.0050947998028954,4.474343013631269e-06,0.0039199007615681,0.0050947998028954,0.9503984579289292,100.0,0.0537178994040087,0.0137035457663287,100.0,100.0,0.0537178994040087,0.0537178994040087,100.0,100.0,0.0259281537362171,0.0537178994040087,0.4671282737326745,-0.0243074156720936,0.4671282737326745,0.4671282737326745,0.05371789940400859,0.0259281537362171,0.05371789940400875,0.0537178994040087,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,16.0,16.0,0.0,256.0,0.0537178994040087,0.0137035457663287,1.96,0.9460381341566976,1.96,0.9460381341566976,1.96,1.0,curve,24.0,_curve_id,0.0598720997571945,0.0013663884276916,0.0041665039825422,0.0122200114258125,vi,True,eligible,,104.0,16.0,24.0,16.0,1664,256,384,256,0.65,0.1,0.15,0.1,51.0,net_photocurrent_confirmatory,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,80.63923194655636,100.00000000000004,-3.3129112042777846,0.003941083489689152,photo_current,heteroscedastic_gaussian_softplus_variance,bkan_width8_grid8_order3,1.0,130.0,6760,300,130,32,0.001,3,20,7,frozen_bkan_realized_epoch_and_update_horizon,artifacts\results\net_photocurrent_retrain\uq_repeated_grouped,5.0,5.0,,,,,,,,,
51,I_photo,mc_dropout_mlp,0.004785344293573636,0.005942685634179979,5.471967131535565e-06,0.004785344293573636,0.005942685634179979,0.932515125342383,94.921875,0.026280924677848816,0.0043191611766815186,82.8125,94.921875,0.016931120306253433,0.026280924677848816,94.921875,94.921875,0.026280924677848816,0.026280924677848816,0.3482995125629116,0.13557144126800078,0.13557144126800078,0.13557144126800078,0.03748011873797788,0.02993541142859993,0.029935404645686822,0.02993541142859993,68.75,93.75,93.75,93.75,68.75,93.75,93.75,93.75,68.75,93.75,93.75,93.75,,,,,16.0,16.0,0.0,256.0,0.026280924677848816,0.0043191611766815186,3.0423653928269183,3.0423653928269183,1.96,3.0423653928269183,3.0423653928269183,1.5522272412382236,curve,24.0,_curve_id,0.0179383157167306,0.00040938446763902906,,,,,,,,,,,1664,256,384,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4317390465859368,0.0035161659340845375,photo_current,heteroscedastic_gaussian_softplus_variance,mlp_64-32,1.0,130.0,6760,300,130,32,0.001,3,20,7,frozen_bkan_realized_epoch_and_update_horizon,,26.25,1.25,0.05,1.0,500.0,2594.0,2594.0,15.139125899993815,6760.0,6760.0,1.0
