task,seed,teacher,teacher_to_tcad_rmse,teacher_to_tcad_r2,teacher_to_tcad_p95_abs_error,teacher_to_tcad_max_abs_error,checkpoint,checkpoint_sha256,scaler_mean_max_relative_delta,parameter_count,train_time_s,frozen_test_prediction,replay_status,replay_max_abs_error,replay_rmse,replay_tolerance,test_rows
I_dark,47,bkan_parameter_mean,0.00449998329443798,0.9993480583853468,0.008922732191629508,0.0241189506562014,<REPO_ROOT>/artifacts\results\uq_repeated_grouped\seed_47\I-dark-bayes-results\model_checkpoint.pt,a357de4a1a7d379445821c465bb6973bd4f4042219936d1b8f564e2ffb1f1402,6.965519566143205e-09,1310,,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_47\I_dark\bkan\test_predictions.csv,reference_difference_only,0.0020085535278324684,0.0006125806575341205,7.053845e-05,240
I_dark,47,dkan,0.015611371412151114,0.9921536258545848,0.03170450663848081,0.049686005404736555,,,,1310,2.674264100030996,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_47\I_dark\dkan\test_predictions.csv,pass,4.76837158203125e-07,1.0208473663719517e-07,7.0281081199646e-05,240
I_dark,47,mlp_l,0.014541125330063447,0.9931925738909414,0.03996308455945128,0.04495893055895106,,,,2561,0.3296968000358902,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_47\I_dark\mlp_l\test_predictions.csv,pass,8.881784197001252e-16,1.6215845185301646e-16,7.010128498077394e-05,240
