bias_v,log_frequency_ghz,trap_assisted_recomb_A,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature,model_prediction,exported_formula_prediction,formula_minus_model
-3.0,-1.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7691045601682427e-17,2.7691044951326616e-17,-6.5035581054063295e-25
-3.0,-0.9000000000000005,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7673606980008584e-17,2.7673606559338377e-17,-4.206702065598681e-25
-3.0,-0.8000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.765616835833474e-17,2.765616817940837e-17,-1.7892637060473426e-25
-3.0,-0.6999999999999995,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7638731391022123e-17,2.7638729787420125e-17,-1.6036019978930005e-24
-3.0,-0.5999999999999998,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7621291114987055e-17,2.7621291419548344e-17,3.0456128897958172e-25
-3.0,-0.5000000000000001,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7603852493313212e-17,2.760385302756011e-17,5.342468991233224e-25
-3.0,-0.40000000000000047,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.758641387163937e-17,2.758641465968833e-17,7.8804896088984935e-25
-3.0,-0.3000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.756897690432675e-17,2.7568976273729204e-17,-6.305975473297446e-25
-3.0,-0.19999999999999923,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7551538282652908e-17,2.7551537899828304e-17,-3.8282460463189003e-25
-3.0,-0.09999999999999964,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7534099660979065e-17,2.753409950784007e-17,-1.5313899448814932e-25
-3.0,0.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7516662693666448e-17,2.751666113092462e-17,-1.5627418287269665e-24
-3.0,0.09999999999999964,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7499224071992605e-17,2.7499222749487327e-17,-1.3225052779316047e-24
-3.0,0.1999999999999993,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7481787104679987e-17,2.7481784366966685e-17,-2.7377133017027116e-24
-3.0,0.3000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7464348483006144e-17,2.7464345985105473e-17,-2.4979006711992687e-24
-3.0,0.4000000000000003,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.74469098613323e-17,2.7446907599146347e-17,-2.2621859543128072e-24
-3.0,0.5,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7429469585297233e-17,2.7429469222230895e-17,-3.6306633833951373e-25
-3.0,0.5999999999999996,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.741203096362339e-17,2.7412030842300885e-17,-1.2132250546586783e-25
-3.0,0.6999999999999993,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7394593996310772e-17,2.7394592456341762e-17,-1.5399690106039738e-24
-3.0,0.8000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7377153720275704e-17,2.737715407641175e-17,3.561360442942395e-25
-3.0,0.9000000000000004,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.735971509860186e-17,2.7359715684423516e-17,5.858216544379802e-25
-3.0,1.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7342276476928018e-17,2.734227731655173e-17,8.396237131230192e-25
-3.0,1.0999999999999996,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.73248395096154e-17,2.732483892456349e-17,-5.850519110837592e-25
-3.0,1.1999999999999993,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7307400887941558e-17,2.7307400544633482e-17,-3.4330807512862535e-25
-3.0,1.3000000000000005,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7289962266267715e-17,2.7289962164703475e-17,-1.0156423917349154e-25
-3.0,1.3010299956639813,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7289781940894178e-17,2.728978254534225e-17,6.044480717317115e-25
-2.8,-1.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7163668330343118e-17,2.7163668856197018e-17,5.25853899803885e-25
-2.8,-0.9000000000000005,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7145013753168823e-17,2.7145015187778745e-17,1.4346099221495496e-24
