test_rmse,test_mae,test_r2,active_symbolic_terms,selected_symbolic_weight,y_scale,pure_symbolic_student,kan_contribution_at_inference,bayesian_weight_min,bayesian_weight_median,bayesian_weight_max,bayesian_distill_weight,teacher_rmse,teacher_mae,teacher_r2,pure_symbolic_formula_path,pure_symbolic_exported_terms,pure_symbolic_export_rmse,pure_symbolic_export_max_abs_error
0.0034765052659199137,0.0028012413086182415,0.9761658925591606,69.0,1.0,3.3712586758532748,True,0.0,0.22503778338432312,0.9576350748538971,2.4431772232055664,0.25,0.002618055952461702,0.002096562646329403,0.9862009082260438,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\symbolic_fixed_teacher\seed_42\photo_current_symbolic_gated_kan\pure_symbolic_formula.txt,69.0,1.9196208116412604e-07,5.499165980360488e-07
