task,source,source_kind,family,budget,selected_alpha,terms,formula_chars,latency_per_point_s,test_finite_rate,dense_finite_rate,swept_axis_derivative_finite_rate,formula_to_network_rmse,formula_to_network_r2,formula_to_tcad_rmse,formula_to_tcad_r2,pareto_rmse_terms,pareto_rmse_chars,json_path,veriloga_path
AC_Response,bkan_parameter_mean,teacher_distillation,additive_spline,4,1e-06,16,3587,7.561333283471565e-08,1.0,1.0,1.0,0.08625362111537853,0.9987500381823939,0.10955287835378072,0.9979882400848223,True,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\bkan_parameter_mean\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\bkan_parameter_mean\additive_spline_4\formula.va
AC_Response,bkan_parameter_mean,teacher_distillation,additive_spline,6,0.0001,22,4144,7.416000007651746e-08,1.0,1.0,1.0,0.08733213758404926,0.9987185836707804,0.11041370068346278,0.9979565006791632,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\bkan_parameter_mean\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\bkan_parameter_mean\additive_spline_6\formula.va
AC_Response,bkan_parameter_mean,teacher_distillation,additive_spline,8,1e-06,28,4692,7.10866666243722e-08,1.0,1.0,1.0,0.07795659966203802,0.9989789480274438,0.10327625452647966,0.9982121564017942,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\bkan_parameter_mean\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\bkan_parameter_mean\additive_spline_8\formula.va
AC_Response,bkan_parameter_mean,teacher_distillation,polynomial,1,0.01,4,511,6.682666717097163e-08,1.0,1.0,1.0,0.9160111066479718,0.859024529592362,0.914418225981508,0.8598418640703573,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\bkan_parameter_mean\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\bkan_parameter_mean\polynomial_1\formula.va
AC_Response,bkan_parameter_mean,teacher_distillation,polynomial,2,0.01,10,688,3.0811000033281743e-07,1.0,1.0,1.0,0.3058754022274282,0.9842807731925438,0.30800576825040726,0.9840982007951297,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\bkan_parameter_mean\polynomial_2\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\bkan_parameter_mean\polynomial_2\formula.va
AC_Response,bkan_parameter_mean,teacher_distillation,polynomial,3,1e-08,20,990,5.49523332544292e-07,1.0,1.0,1.0,0.16242045116296472,0.995567757657176,0.17011872205015632,0.9951489830896366,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\bkan_parameter_mean\polynomial_3\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\bkan_parameter_mean\polynomial_3\formula.va
AC_Response,dkan,teacher_distillation,additive_spline,4,0.0001,16,3559,9.696666578141352e-08,1.0,1.0,1.0,0.16097707468410677,0.9955152124092397,0.11540234037809732,0.9977676730707353,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\dkan\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\dkan\additive_spline_4\formula.va
AC_Response,dkan,teacher_distillation,additive_spline,6,0.01,22,4111,9.732333322366079e-08,1.0,1.0,1.0,0.16186915761733944,0.995465368193173,0.11633661644313444,0.9977313817447897,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\dkan\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\dkan\additive_spline_6\formula.va
AC_Response,dkan,teacher_distillation,additive_spline,8,0.01,28,4691,7.110666677666207e-08,1.0,1.0,1.0,0.1550298390384927,0.9958404685823287,0.10955697557372908,0.997988089604486,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\dkan\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\dkan\additive_spline_8\formula.va
AC_Response,dkan,teacher_distillation,polynomial,1,0.01,4,509,9.385333202468852e-08,1.0,1.0,1.0,0.899185063941828,0.8600696290483474,0.9148667870176108,0.8597043232887743,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\dkan\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_48\AC_Response\exports\AC_Response\dkan\polynomial_1\formula.va
