test_rmse,test_mae,test_r2,active_symbolic_terms,selected_symbolic_weight,y_scale,pure_symbolic_student,kan_contribution_at_inference,bayesian_distill_weight,teacher_rmse,teacher_mae,teacher_r2,pure_symbolic_formula_path,pure_symbolic_exported_terms,pure_symbolic_export_rmse,pure_symbolic_export_max_abs_error
0.016596899748361454,0.013508678229095742,0.9916554145892958,36.0,1.0,7.318022009221254,True,0.0,1.0,0.014347309611548214,0.011391556262969971,0.9937643654294573,artifacts\results\posterior_formula_ensemble\formulas\I_dark\draw_19_seed_26019\dark_current_symbolic_gated_kan\pure_symbolic_formula.txt,36.0,9.131678318521675e-07,3.331430552755421e-06
