task,seed,teacher,teacher_to_tcad_rmse,teacher_to_tcad_r2,teacher_to_tcad_p95_abs_error,teacher_to_tcad_max_abs_error,checkpoint,checkpoint_sha256,scaler_mean_max_relative_delta,parameter_count,train_time_s,frozen_test_prediction,replay_status,replay_max_abs_error,replay_rmse,replay_tolerance,test_rows,checkpoint_output_scale_applied,frozen_scale_applied
I_dark,50,mlp_l,0.0148465989163734,0.9919366607229092,0.036541656340715,0.0492583703851758,,,,2561,0.3157985000289045,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_50\I_dark\mlp_l\test_predictions.csv,pass,8.881784197001252e-16,1.8129866073473576e-16,7.110227584838867e-05,240,,
I_photo,50,bkan_parameter_mean,0.0064176065104567,0.919941548188944,0.0131909388242597,0.0151289061647235,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\uq_repeated_grouped\seed_50\I-photo-bayes-results\model_checkpoint.pt,9d3368e9668dd1bf9e6f3f548ebaa95516fe5f4b5820ddc2a87e196bc8f63338,5.855200004242001e-09,1310,,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\matched_grouped_comparison\predictions\seed_50\I_photo\bkan\test_predictions.csv,reference_difference_only,0.0012648110473634,0.0003252176040174,3.3652637e-05,256,,
I_photo,50,dkan,0.0056828436369668,0.9372241748170675,0.0141079714104478,0.0166494248309359,,,,1310,2.794512099993881,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\matched_grouped_comparison\predictions\seed_50\I_photo\dkan\test_predictions.csv,pass,2.384185795456517e-07,2.5809568311567228e-08,3.358371734619141e-05,256,,
I_photo,50,mlp_l,0.0050480809719699,0.9504648318223294,0.008618385795546,0.0137024478059588,,,,2561,0.3374073000159114,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\matched_grouped_comparison\predictions\seed_50\I_photo\mlp_l\test_predictions.csv,pass,4.440892098500626e-16,1.6184142622847344e-16,3.3645102977752696e-05,256,,
AC_Response,50,bkan_parameter_mean,0.0581595907039602,0.9994240080538288,0.1113868198140332,0.3735441323990605,<REPO_ROOT>/artifacts\results\uq_repeated_grouped\seed_50\AC-response-bayes-results\model_checkpoint.pt,f5162e0770f83a510b7c1c763f47155adc1e4aa850b85495570d89bdfd458247,7.995649452012435e-09,809,,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_50\AC_Response\bkan\test_predictions.csv,reference_difference_only,0.0208833309417724,0.0064503549385974,6.950405600000001e-05,448,,
AC_Response,50,dkan,0.1336633221779483,0.9969577266692184,0.341019722229937,0.5163257122039795,,,,809,2.443207300035283,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_50\AC_Response\dkan\test_predictions.csv,pass,6.771087646477436e-05,1.188817190897336e-05,6.814897060394288e-05,448,,
AC_Response,50,mlp_l,0.1744501475528357,0.9948177732697792,0.3521783091087532,0.5201187705652828,,,,2369,0.3851417999831028,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_50\AC_Response\mlp_l\test_predictions.csv,pass,8.881784197001252e-16,9.847107262173195e-17,6.999898433685304e-05,448,,
Capacitance,50,bkan_parameter_mean,5.076555930486892e-17,0.9997606076163932,6.90821350023735e-17,1.0358527374570658e-15,<REPO_ROOT>/artifacts\results\uq_repeated_grouped_capacitance\seed_50\Capacitance-bayes-results\model_checkpoint.pt,fc36beddc090d828a671257ad2258989aa59ceb8327289d31a3c70d0a5ae1141,7.0266289378701365e-09,1477,,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_50\Capacitance\bkan\test_predictions.csv,reference_difference_only,2.1850347563106986e-17,2.823392384567576e-18,4.168334000000001e-19,6400,1000.0,1000.0
Capacitance,50,dkan,1.3862030904677775e-16,0.998215051444148,2.491300744101909e-16,1.1782922648924105e-15,,,,1477,3.103677900042385,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_50\Capacitance\dkan\test_predictions.csv,pass,4.658681209898652e-21,1.574381410540695e-21,4.065888179612935e-19,6400,,1000.0
Capacitance,50,mlp_l,4.138339869664538e-16,0.984091681092046,9.864366748303714e-16,1.6417323120887573e-15,,,,2625,3.236603000026662,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_50\Capacitance\mlp_l\test_predictions.csv,pass,5.082197683525802e-21,1.5862243787124697e-21,4.090004795808042e-19,6400,,1000.0
I_dark,51,bkan_parameter_mean,0.0090268597610489,0.9978112234788332,0.0105308029259106,0.0875238158108828,<REPO_ROOT>/artifacts\results\uq_repeated_grouped\seed_51\I-dark-bayes-results\model_checkpoint.pt,686278de32fb2e71495921750fd0ff24f68f94050ce4d837d663effc13e212c9,4.535056167447252e-09,1310,,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_51\I_dark\bkan\test_predictions.csv,reference_difference_only,0.0085572892761227,0.0011834596672418,7.066340000000001e-05,240,,
I_dark,51,dkan,0.022922559966612,0.9858858650468412,0.0393844646858428,0.1413792349698184,,,,1310,2.7003500999999237,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_51\I_dark\dkan\test_predictions.csv,pass,4.768371590913034e-07,1.538985310592642e-07,7.03698205947876e-05,240,,
I_dark,51,mlp_l,0.0169223698884034,0.9923078030064616,0.040663314867284,0.0580608987550599,,,,2561,0.3299510999931954,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_51\I_dark\mlp_l\test_predictions.csv,pass,8.881784197001252e-16,1.8129866073473576e-16,7.108084678649902e-05,240,,
I_photo,51,bkan_parameter_mean,0.005036432523674,0.9515284428696936,0.0092686092468119,0.0114922936963504,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\uq_repeated_grouped\seed_51\I-photo-bayes-results\model_checkpoint.pt,be599385412f2219590274434061321ef455a469a4046db69df62d8dd483b6fa,5.867355590020265e-09,1310,,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\matched_grouped_comparison\predictions\seed_51\I_photo\bkan\test_predictions.csv,reference_difference_only,0.0033681845855713,0.0004602440259258,3.3615713000000006e-05,256,,
I_photo,51,dkan,0.0053014653028551,0.9462927669310932,0.0100996512793342,0.0113994436969178,,,,1310,2.735486800025683,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\matched_grouped_comparison\predictions\seed_51\I_photo\dkan\test_predictions.csv,pass,2.384185795456517e-07,3.6500241511219744e-08,3.362824201583863e-05,256,,
I_photo,51,mlp_l,0.0049810889275411,0.9525878638967238,0.0084073278943208,0.0109687514405045,,,,2561,0.3364725999999791,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\matched_grouped_comparison\predictions\seed_51\I_photo\mlp_l\test_predictions.csv,pass,4.440892098500626e-16,1.798766884999431e-16,3.3620030879974366e-05,256,,
AC_Response,51,bkan_parameter_mean,0.0548418560275222,0.9994951720550656,0.1088028284175011,0.2790320476039332,<REPO_ROOT>/artifacts\results\uq_repeated_grouped\seed_51\AC-response-bayes-results\model_checkpoint.pt,b3c19399a5d0c2d7413c3501713df725ded15f9ef310b52808ebcbcf6327f5f3,5.812431418669051e-09,809,,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_51\AC_Response\bkan\test_predictions.csv,reference_difference_only,0.02897025458374,0.0070094581571704,6.972202000000001e-05,448,,
AC_Response,51,dkan,0.1141041328364003,0.997814645742784,0.2481665772007847,0.6034410581315925,,,,809,2.4276877000229438,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_51\AC_Response\dkan\test_predictions.csv,pass,8.106231689453125e-06,1.0641110483230505e-06,6.915735721588135e-05,448,,
AC_Response,51,mlp_l,0.1777589087482771,0.9946962645933776,0.3737458553303043,0.4653360853080812,,,,2369,0.3681407000403851,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_51\AC_Response\mlp_l\test_predictions.csv,pass,8.881784197001252e-16,1.0107555798891508e-16,7.028478622436524e-05,448,,
Capacitance,51,bkan_parameter_mean,7.091214025272415e-17,0.999521142956598,1.1559024075321428e-16,9.630072469909654e-16,<REPO_ROOT>/artifacts\results\uq_repeated_grouped_capacitance\seed_51\Capacitance-bayes-results\model_checkpoint.pt,ea58c24d8817c992a3c7b28ca4e31f196d47824e5a65048a44a43ee8a80f0094,4.0645244801335165e-09,1477,,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_51\Capacitance\bkan\test_predictions.csv,reference_difference_only,3.002147613727964e-17,2.8655145989450986e-18,4.1418518000000007e-19,6400,1000.0,1000.0
Capacitance,51,dkan,1.6355284470323402e-16,0.9974526952957627,2.7666174397860023e-16,1.4085991112312086e-15,,,,1477,3.068749100028072,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_51\Capacitance\dkan\test_predictions.csv,pass,5.6645328284522455e-21,2.0516411242911528e-21,4.087474615750364e-19,6400,,1000.0
Capacitance,51,mlp_l,4.3953750584779823e-16,0.9816025948747834,1.0171349801574786e-15,1.7633332436813137e-15,,,,2625,3.258764199970756,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_51\Capacitance\mlp_l\test_predictions.csv,pass,5.823351512373315e-21,2.0197530667596504e-21,4.042463086409923e-19,6400,,1000.0
