task,model,test_rmse,test_mae,test_r2,active_symbolic_terms,y_scale,train_curve_count,validation_curve_count,calibration_curve_count,test_curve_count,train_samples,validation_samples,calibration_samples,test_samples,train_fraction,validation_fraction,calibration_fraction,test_fraction,split_seed
I_photo,symbolic_gated_kan,0.008829621866249186,0.006418318932967277,0.8504444080544877,48.0,3.3712586758532748,112,16,16,16,1792,256,256,256,0.7,0.1,0.1,0.1,42
