mechanism_index,mechanism,photo_role,mechanism_drive,mechanism_initial_sign,mechanism_scale,term_index,term_name,expression,dependencies,probability,active_gate,coefficient_model_space
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1225632429122925,10,dark_voltage_over_temperature,dark_voltage/simulation_temperature,"dark_voltage,simulation_temperature",0.8809127807617188,1.0,-0.17357011139392853
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1225632429122925,0,one,1,,0.8776236176490784,1.0,0.1192968562245369
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1225632429122925,5,reverse_saturation_dark_voltage,1-exp(-(softplus(-dark_voltage/0.2)-log(2))),dark_voltage,0.8726477026939392,1.0,0.1602020412683487
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1225632429122925,7,reverse_gate_dark_voltage,sigmoid(-dark_voltage/0.2),dark_voltage,0.8669260740280151,1.0,0.17571832239627838
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1225632429122925,1,dark_voltage_z,scaled(dark_voltage),dark_voltage,0.8600660562515259,1.0,-0.16307856142520905
1,higher_order_symbolic_residual,residual,all,0.0,1.0,10,dark_voltage_over_temperature,dark_voltage/simulation_temperature,"dark_voltage,simulation_temperature",0.8574314117431641,1.0,-0.12839572131633759
1,higher_order_symbolic_residual,residual,all,0.0,1.0,0,one,1,,0.850091278553009,1.0,-0.11388180404901505
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1225632429122925,6,forward_gate_dark_voltage,sigmoid(dark_voltage/0.2),dark_voltage,0.8446536064147949,1.0,-0.13657091557979584
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1225632429122925,3,soft_reverse_dark_voltage,softplus(-dark_voltage/0.2),dark_voltage,0.8366197347640991,1.0,0.14341320097446442
1,higher_order_symbolic_residual,residual,all,0.0,1.0,13,dark_voltage_over_length,dark_voltage/active_layer_length,"dark_voltage,active_layer_length",0.8257084488868713,1.0,-0.13583214581012726
1,higher_order_symbolic_residual,residual,all,0.0,1.0,1,dark_voltage_z,scaled(dark_voltage),dark_voltage,0.8229694962501526,1.0,-0.16157788038253784
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1225632429122925,4,tanh_reverse_dark_voltage,tanh(-dark_voltage/1.0),dark_voltage,0.8100841641426086,1.0,0.11275855451822281
1,higher_order_symbolic_residual,residual,all,0.0,1.0,2,dark_voltage_z2,scaled(dark_voltage)^2,dark_voltage,0.7965220212936401,1.0,0.1421872228384018
1,higher_order_symbolic_residual,residual,all,0.0,1.0,3,soft_reverse_dark_voltage,softplus(-dark_voltage/0.2),dark_voltage,0.764223575592041,1.0,0.10472413152456284
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1225632429122925,13,dark_voltage_over_length,dark_voltage/active_layer_length,"dark_voltage,active_layer_length",0.7623450756072998,1.0,-0.06523621827363968
1,higher_order_symbolic_residual,residual,all,0.0,1.0,9,inverse_temperature,1/simulation_temperature,simulation_temperature,0.7532373070716858,1.0,-0.019743653014302254
1,higher_order_symbolic_residual,residual,all,0.0,1.0,4,tanh_reverse_dark_voltage,tanh(-dark_voltage/1.0),dark_voltage,0.7395346164703369,1.0,0.0651598870754242
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1225632429122925,8,temperature_z,scaled(simulation_temperature),simulation_temperature,0.7093673348426819,1.0,0.017368974164128304
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1225632429122925,9,inverse_temperature,1/simulation_temperature,simulation_temperature,0.6955846548080444,1.0,0.013052258640527725
1,higher_order_symbolic_residual,residual,all,0.0,1.0,8,temperature_z,scaled(simulation_temperature),simulation_temperature,0.6624543070793152,1.0,0.0006919506704434752
1,higher_order_symbolic_residual,residual,all,0.0,1.0,6,forward_gate_dark_voltage,sigmoid(dark_voltage/0.2),dark_voltage,0.6267308592796326,1.0,0.009847798384726048
1,higher_order_symbolic_residual,residual,all,0.0,1.0,5,reverse_saturation_dark_voltage,1-exp(-(softplus(-dark_voltage/0.2)-log(2))),dark_voltage,0.6248036623001099,1.0,-0.005838611163198948
1,higher_order_symbolic_residual,residual,all,0.0,1.0,7,reverse_gate_dark_voltage,sigmoid(-dark_voltage/0.2),dark_voltage,0.6170868277549744,1.0,0.0095018669962883
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1225632429122925,2,dark_voltage_z2,scaled(dark_voltage)^2,dark_voltage,0.6063353419303894,1.0,0.0025913340505212545
1,higher_order_symbolic_residual,residual,all,0.0,1.0,12,inverse_length,1/active_layer_length,active_layer_length,0.4302261471748352,1.0,-0.017519431188702583
1,higher_order_symbolic_residual,residual,all,0.0,1.0,17,ge_sio2_velocity_over_length,ge_sio2_recomb_velocity/active_layer_length,"ge_sio2_recomb_velocity,active_layer_length",0.37618234753608704,1.0,0.004061489831656218
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1225632429122925,17,ge_sio2_velocity_over_length,ge_sio2_recomb_velocity/active_layer_length,"ge_sio2_recomb_velocity,active_layer_length",0.34700119495391846,1.0,0.012925587594509125
1,higher_order_symbolic_residual,residual,all,0.0,1.0,11,length_z,scaled(active_layer_length),active_layer_length,0.3245498538017273,1.0,-0.004209110978990793
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1225632429122925,18,ge_si_velocity_over_length,ge_si_recomb_velocity/active_layer_length,"ge_si_recomb_velocity,active_layer_length",0.32332587242126465,1.0,0.004802471958100796
1,higher_order_symbolic_residual,residual,all,0.0,1.0,18,ge_si_velocity_over_length,ge_si_recomb_velocity/active_layer_length,"ge_si_recomb_velocity,active_layer_length",0.2865937352180481,1.0,0.003378421301022172
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1225632429122925,11,length_z,scaled(active_layer_length),active_layer_length,0.2710268497467041,1.0,-0.00160445726942271
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1225632429122925,15,ge_sio2_velocity_z,scaled(ge_sio2_recomb_velocity),ge_sio2_recomb_velocity,0.23775357007980347,1.0,-0.007893281988799572
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1225632429122925,12,inverse_length,1/active_layer_length,active_layer_length,0.2250998467206955,1.0,-0.0036594935227185488
1,higher_order_symbolic_residual,residual,all,0.0,1.0,16,ge_si_velocity_z,scaled(ge_si_recomb_velocity),ge_si_recomb_velocity,0.1719803512096405,1.0,-0.0014570200582966208
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1225632429122925,16,ge_si_velocity_z,scaled(ge_si_recomb_velocity),ge_si_recomb_velocity,0.11414022743701935,1.0,-0.0022625611163675785
