grid,iteration,train_total_loss,train_value_loss,train_derivative_loss,validation_total_loss,validation_value_loss,validation_derivative_loss
4,11,0.0002552124788053334,0.0002552124788053334,0.0,0.0003642900846898556,0.0003642900846898556,0.0
4,12,0.0002546283067204058,0.0002546283067204058,0.0,0.00037214599433355033,0.00037214599433355033,0.0
4,13,0.0002539916313253343,0.0002539916313253343,0.0,0.0003787376917898655,0.0003787376917898655,0.0
4,14,0.0002534023078624159,0.0002534023078624159,0.0,0.0003844855527859181,0.0003844855527859181,0.0
4,15,0.0002522786962799728,0.0002522786962799728,0.0,0.00037676841020584106,0.00037676841020584106,0.0
4,16,0.00025138590717688203,0.00025138590717688203,0.0,0.00036402122350409627,0.00036402122350409627,0.0
4,17,0.00025044390349648893,0.00025044390349648893,0.0,0.00035725533962249756,0.00035725533962249756,0.0
4,18,0.00024919965653680265,0.00024919965653680265,0.0,0.00036207641824148595,0.00036207641824148595,0.0
4,19,0.00024859150289557874,0.00024859150289557874,0.0,0.0003570901171769947,0.0003570901171769947,0.0
4,20,0.00024663942167535424,0.00024663942167535424,0.0,0.00037042287294752896,0.00037042287294752896,0.0
4,21,0.00024597509764134884,0.00024597509764134884,0.0,0.00035936530912294984,0.00035936530912294984,0.0
4,22,0.0002453769848216325,0.0002453769848216325,0.0,0.00036350134178064764,0.00036350134178064764,0.0
4,23,0.0002449049206916243,0.0002449049206916243,0.0,0.00036953779635950923,0.00036953779635950923,0.0
4,24,0.00024430820485576987,0.00024430820485576987,0.0,0.00037000150769017637,0.00037000150769017637,0.0
4,25,0.00024338315415661782,0.00024338315415661782,0.0,0.0003819467674475163,0.0003819467674475163,0.0
4,26,0.0002429670130368322,0.0002429670130368322,0.0,0.0003891849482897669,0.0003891849482897669,0.0
8,1,0.00871595274657011,0.00871595274657011,0.0,0.010089957155287266,0.010089957155287266,0.0
8,2,0.0005209724768064916,0.0005209724768064916,0.0,0.0008480409160256386,0.0008480409160256386,0.0
8,3,0.0003615113964769989,0.0003615113964769989,0.0,0.0006103421910665929,0.0006103421910665929,0.0
8,4,0.0003059397276956588,0.0003059397276956588,0.0,0.0005212441319599748,0.0005212441319599748,0.0
8,5,0.0002864458947442472,0.0002864458947442472,0.0,0.00048720749327912927,0.00048720749327912927,0.0
8,6,0.00026086988509632647,0.00026086988509632647,0.0,0.00044058493222109973,0.00044058493222109973,0.0
8,7,0.0002483295102138072,0.0002483295102138072,0.0,0.00039059887058101594,0.00039059887058101594,0.0
8,8,0.00023667130153626204,0.00023667130153626204,0.0,0.00041500874795019627,0.00041500874795019627,0.0
8,9,0.0002268645475851372,0.0002268645475851372,0.0,0.0004045461246278137,0.0004045461246278137,0.0
8,10,0.00021897243277635425,0.00021897243277635425,0.0,0.00036693114088848233,0.00036693114088848233,0.0
8,11,0.000212047147215344,0.000212047147215344,0.0,0.00037669012090191245,0.00037669012090191245,0.0
8,12,0.00020869883883278817,0.00020869883883278817,0.0,0.00037568408879451454,0.00037568408879451454,0.0
8,13,0.00020637494162656367,0.00020637494162656367,0.0,0.0003747901937458664,0.0003747901937458664,0.0
8,14,0.0002040103281615302,0.0002040103281615302,0.0,0.000372929876903072,0.000372929876903072,0.0
8,15,0.00020225928165018559,0.00020225928165018559,0.0,0.00037937730667181313,0.00037937730667181313,0.0
8,16,0.00020011891319882125,0.00020011891319882125,0.0,0.0003816531680058688,0.0003816531680058688,0.0
8,17,0.00019785575568675995,0.00019785575568675995,0.0,0.0003906562051270157,0.0003906562051270157,0.0
